"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","13 - 17 years",598,599.37,2024,"Q4","HPV",
"Chinatown/Lower East Side",10002,86,"10002","13 - 17 years",2565,2971.76,2024,"Q4","HPV",
"East Village/Gramercy/Greenwich Village",10003,63,"10003","13 - 17 years",581,925.08,2024,"Q4","HPV",
"Financial District",10004,99,"10004","13 - 17 years",120,85.49,2024,"Q4","HPV",
"Financial District",10005,99,"10005","13 - 17 years",121,80.87,2024,"Q4","HPV",
"Financial District",10006,99,"10006","13 - 17 years",98,55.05,2024,"Q4","HPV",
"TriBeCa",10007,99,"10007","13 - 17 years",269,196.24,2024,"Q4","HPV",
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,64,"10009","13 - 17 years",1215,1903.08,2024,"Q4","HPV",
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","13 - 17 years",609,584.81,2024,"Q4","HPV",
"Chelsea",10011,70,"10011","13 - 17 years",767,1101.12,2024,"Q4","HPV",
"Greenwich Village/SoHo",10012,65,"10012","13 - 17 years",327,502.44,2024,"Q4","HPV",
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,98,"10013","13 - 17 years",897,911.68,2024,"Q4","HPV",
"Hudson Square/Meatpacking District/West Village",10014,62,"10014","13 - 17 years",386,624.66,2024,"Q4","HPV",
"Kips Bay/Murray Hill/NoMad",10016,91,"10016","13 - 17 years",728,802.21,2024,"Q4","HPV",
"East Midtown/Murray Hill",10017,99,"10017","13 - 17 years",348,211.46,2024,"Q4","HPV",
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","13 - 17 years",151,111.89,2024,"Q4","HPV",
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","13 - 17 years",752,740.37,2024,"Q4","HPV",
"Lenox Hill/Upper East Side",10021,88,"10021","13 - 17 years",1027,1162.59,2024,"Q4","HPV",
"East Midtown",10022,99,"10022","13 - 17 years",611,613.86,2024,"Q4","HPV",
