"YEAR_COVERAGE","QUARTER","AGE_GROUP","VACCINE_GROUP","DOSES","BOROUGH","PERC_VAC"
2026,"Q2","24 - 35 months","Polio",3,"Citywide",91
2026,"Q2","24 - 35 months","Polio",3,"Bronx",90
2026,"Q2","24 - 35 months","Polio",3,"Brooklyn",85
2026,"Q2","24 - 35 months","Polio",3,"Manhattan",99
2026,"Q2","24 - 35 months","Polio",3,"Queens",97
2026,"Q2","24 - 35 months","Polio",3,"Staten Island",80
