"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",201,132.65,2020,"Q4","HepB",""
"Chinatown/Lower East Side",10002,95,"10002","24 - 35 months",581,613.95,2020,"Q4","HepB",""
"East Village/Gramercy/Greenwich Village",10003,89,"10003","24 - 35 months",251,282.78,2020,"Q4","HepB",""
"Financial District",10004,99,"10004","24 - 35 months",61,48.44,2020,"Q4","HepB","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months",99,63.23,2020,"Q4","HepB",""
"Financial District",10006,99,"10006","24 - 35 months",46,27.06,2020,"Q4","HepB","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,99,"10007","24 - 35 months",144,138.02,2020,"Q4","HepB",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,99,"10009","24 - 35 months",417,380.97,2020,"Q4","HepB",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months",259,222.4,2020,"Q4","HepB",""
"Chelsea",10011,79,"10011","24 - 35 months",290,368.1,2020,"Q4","HepB",""
"Greenwich Village/SoHo",10012,72,"10012","24 - 35 months",109,150.75,2020,"Q4","HepB",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,93,"10013","24 - 35 months",309,330.71,2020,"Q4","HepB",""
"Hudson Square/Meatpacking District/West Village",10014,78,"10014","24 - 35 months",151,193.5,2020,"Q4","HepB",""
"Kips Bay/Murray Hill/NoMad",10016,99,"10016","24 - 35 months",434,391.05,2020,"Q4","HepB",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months",120,100.06,2020,"Q4","HepB",""
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","24 - 35 months",59,51.97,2020,"Q4","HepB",""
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","24 - 35 months",360,308.46,2020,"Q4","HepB",""
"Lenox Hill/Upper East Side",10021,99,"10021","24 - 35 months",426,422.49,2020,"Q4","HepB",""
"East Midtown",10022,99,"10022","24 - 35 months",298,263.74,2020,"Q4","HepB",""
"Lincoln Square",10023,83,"10023","24 - 35 months",630,755.16,2020,"Q4","HepB",""
"Upper West Side",10024,76,"10024","24 - 35 months",546,714.53,2020,"Q4","HepB",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,90,"10025","24 - 35 months",775,858.4,2020,"Q4","HepB",""
"Central Harlem (South)",10026,75,"10026","24 - 35 months",339,450.62,2020,"Q4","HepB",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,78,"10027","24 - 35 months",517,658.66,2020,"Q4","HepB",""
"Upper East Side/Yorkville",10028,91,"10028","24 - 35 months",385,423.51,2020,"Q4","HepB",""
"East Harlem",10029,91,"10029","24 - 35 months",744,815.75,2020,"Q4","HepB",""
"Central Harlem (North)",10030,68,"10030","24 - 35 months",262,387.55,2020,"Q4","HepB",""
"Hamilton Heights/West Harlem",10031,91,"10031","24 - 35 months",506,555.56,2020,"Q4","HepB",""
"Washington Heights (South)",10032,83,"10032","24 - 35 months",455,551.29,2020,"Q4","HepB",""
"Washington Heights (North)/Washington Heights (South)",10033,92,"10033","24 - 35 months",542,590.74,2020,"Q4","HepB",""
"Inwood/Washington Heights (North)",10034,97,"10034","24 - 35 months",395,405.87,2020,"Q4","HepB",""
"East Harlem",10035,90,"10035","24 - 35 months",367,406.17,2020,"Q4","HepB",""
"Hell's Kitchen/Midtown Manhattan",10036,86,"10036","24 - 35 months",166,193.73,2020,"Q4","HepB",""
"Central Harlem (North)/East Harlem",10037,99,"10037","24 - 35 months",213,189.85,2020,"Q4","HepB",""
"Chinatown/Financial District",10038,99,"10038","24 - 35 months",204,169.97,2020,"Q4","HepB",""
"Central Harlem (North)/Washington Heights (South)",10039,84,"10039","24 - 35 months",306,364.04,2020,"Q4","HepB",""
"Washington Heights (North)",10040,95,"10040","24 - 35 months",404,427.06,2020,"Q4","HepB",""
"Roosevelt Island",10044,99,"10044","24 - 35 months",129,130.86,2020,"Q4","HepB",""
