"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,42,"10001, 10118","13 - 17 years",246,592.14,"2019 - 20","Q2","Flu",
"Chinatown/Lower East Side",10002,79,"10002","13 - 17 years",2303,2905.75,"2019 - 20","Q2","Flu",
"East Village/Gramercy/Greenwich Village",10003,60,"10003","13 - 17 years",543,905.17,"2019 - 20","Q2","Flu",
"Financial District",10004,72,"10004","13 - 17 years",61,84.26,"2019 - 20","Q2","Flu",
"Financial District",10005,57,"10005","13 - 17 years",44,77.76,"2019 - 20","Q2","Flu",
"Financial District",10006,65,"10006","13 - 17 years",35,53.91,"2019 - 20","Q2","Flu",
"TriBeCa",10007,83,"10007","13 - 17 years",160,192.91,"2019 - 20","Q2","Flu",
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,37,"10009","13 - 17 years",694,1876.15,"2019 - 20","Q2","Flu",
"Flatiron/Gramercy/Kips Bay",10010,61,"10010","13 - 17 years",351,573.95,"2019 - 20","Q2","Flu",
"Chelsea",10011,51,"10011","13 - 17 years",554,1086.49,"2019 - 20","Q2","Flu",
"Greenwich Village/SoHo",10012,42,"10012","13 - 17 years",205,487.27,"2019 - 20","Q2","Flu",
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,75,"10013","13 - 17 years",657,880.03,"2019 - 20","Q2","Flu",
"Hudson Square/Meatpacking District/West Village",10014,40,"10014","13 - 17 years",249,615.8,"2019 - 20","Q2","Flu",
"Kips Bay/Murray Hill/NoMad",10016,56,"10016","13 - 17 years",439,781.7,"2019 - 20","Q2","Flu",
"East Midtown/Murray Hill",10017,62,"10017","13 - 17 years",126,203.38,"2019 - 20","Q2","Flu",
"Hell's Kitchen/Midtown Manhattan",10018,56,"10018","13 - 17 years",60,108.03,"2019 - 20","Q2","Flu",
"Hell's Kitchen/Midtown Manhattan",10019,47,"10019, 10020","13 - 17 years",337,721.05,"2019 - 20","Q2","Flu",
"Lenox Hill/Upper East Side",10021,60,"10021","13 - 17 years",687,1147.84,"2019 - 20","Q2","Flu",
"East Midtown",10022,63,"10022","13 - 17 years",378,601.64,"2019 - 20","Q2","Flu",
"Lincoln Square",10023,51,"10023","13 - 17 years",965,1876.65,"2019 - 20","Q2","Flu",
"Upper West Side",10024,47,"10024","13 - 17 years",1210,2573.57,"2019 - 20","Q2","Flu",
"Manhattan Valley/Morningside Heights/Upper West Side",10025,42,"10025","13 - 17 years",1582,3724.49,"2019 - 20","Q2","Flu",
