"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",1,187,115.7,2026,"Q2","MMR",""
"Chinatown/Lower East Side",10002,60,"10002","24 - 35 months",1,295,491.86,2026,"Q2","MMR",""
"East Village/Gramercy/Greenwich Village",10003,97,"10003","24 - 35 months",1,209,214.44,2026,"Q2","MMR",""
"Financial District",10004,99,"10004","24 - 35 months",1,45,30.46,2026,"Q2","MMR","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months",1,79,49.62,2026,"Q2","MMR","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10006,99,"10006","24 - 35 months",1,47,23.33,2026,"Q2","MMR","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,99,"10007","24 - 35 months",1,123,111.64,2026,"Q2","MMR",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,81,"10009","24 - 35 months",1,258,317.15,2026,"Q2","MMR",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months",1,187,169.73,2026,"Q2","MMR",""
"Chelsea",10011,77,"10011","24 - 35 months",1,215,278.7,2026,"Q2","MMR",""
"Greenwich Village/SoHo",10012,99,"10012","24 - 35 months",1,123,118.55,2026,"Q2","MMR",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,99,"10013","24 - 35 months",1,256,235.44,2026,"Q2","MMR",""
"Hudson Square/Meatpacking District/West Village",10014,99,"10014","24 - 35 months",1,190,148.51,2026,"Q2","MMR",""
"Kips Bay/Murray Hill/NoMad",10016,99,"10016","24 - 35 months",1,348,295.89,2026,"Q2","MMR",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months",1,149,78.48,2026,"Q2","MMR",""
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","24 - 35 months",1,54,41.27,2026,"Q2","MMR","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","24 - 35 months",1,335,249.17,2026,"Q2","MMR",""
"Lenox Hill/Upper East Side",10021,99,"10021","24 - 35 months",1,410,308.41,2026,"Q2","MMR",""
"East Midtown",10022,99,"10022","24 - 35 months",1,261,211.42,2026,"Q2","MMR",""
"Lincoln Square",10023,92,"10023","24 - 35 months",1,549,595.97,2026,"Q2","MMR",""
"Upper West Side",10024,99,"10024","24 - 35 months",1,541,547.69,2026,"Q2","MMR",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,91,"10025","24 - 35 months",1,603,664.55,2026,"Q2","MMR",""
"Central Harlem (South)",10026,65,"10026","24 - 35 months",1,249,383.09,2026,"Q2","MMR",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,74,"10027","24 - 35 months",1,421,570.32,2026,"Q2","MMR",""
"Upper East Side/Yorkville",10028,99,"10028","24 - 35 months",1,403,318.85,2026,"Q2","MMR",""
"East Harlem",10029,83,"10029","24 - 35 months",1,616,740.35,2026,"Q2","MMR",""
"Central Harlem (North)",10030,55,"10030","24 - 35 months",1,192,351.61,2026,"Q2","MMR",""
"Hamilton Heights/West Harlem",10031,76,"10031","24 - 35 months",1,392,515.97,2026,"Q2","MMR",""
"Washington Heights (South)",10032,76,"10032","24 - 35 months",1,364,479.52,2026,"Q2","MMR",""
"Washington Heights (North)/Washington Heights (South)",10033,80,"10033","24 - 35 months",1,404,502.22,2026,"Q2","MMR",""
"Inwood/Washington Heights (North)",10034,83,"10034","24 - 35 months",1,300,362.58,2026,"Q2","MMR",""
"East Harlem",10035,67,"10035","24 - 35 months",1,256,381.29,2026,"Q2","MMR",""
"Hell's Kitchen/Midtown Manhattan",10036,99,"10036","24 - 35 months",1,189,155.62,2026,"Q2","MMR",""
"Central Harlem (North)/East Harlem",10037,91,"10037","24 - 35 months",1,153,167.34,2026,"Q2","MMR",""
"Chinatown/Financial District",10038,83,"10038","24 - 35 months",1,114,137.2,2026,"Q2","MMR",""
"Central Harlem (North)/Washington Heights (South)",10039,61,"10039","24 - 35 months",1,214,348.79,2026,"Q2","MMR",""
"Washington Heights (North)",10040,81,"10040","24 - 35 months",1,312,386.85,2026,"Q2","MMR",""
"Roosevelt Island",10044,99,"10044","24 - 35 months",1,150,97.48,2026,"Q2","MMR",""
"Lenox Hill/Upper East Side",10065,99,"10065","24 - 35 months",1,395,246.14,2026,"Q2","MMR",""
"Lincoln Square",10069,99,"10069","24 - 35 months",1,101,61.58,2026,"Q2","MMR",""
"Lenox Hill/Upper East Side",10075,99,"10075, 10162","24 - 35 months",1,255,180.1,2026,"Q2","MMR",""
"Upper East Side/Yorkville",10128,99,"10128","24 - 35 months",1,529,443.68,2026,"Q2","MMR",""
"Battery Park City",10280,50,"10280","24 - 35 months",1,67,134.74,2026,"Q2","MMR",""
"Battery Park City",10282,89,"10282","24 - 35 months",1,104,116.84,2026,"Q2","MMR",""
"Silver Lake/St. George",10301,95,"10301","24 - 35 months",1,372,390.6,2026,"Q2","MMR",""
