"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",207,132.65,2020,"Q2","Polio",""
"Chinatown/Lower East Side",10002,99,"10002","24 - 35 months",614,613.95,2020,"Q2","Polio",""
"East Village/Gramercy/Greenwich Village",10003,89,"10003","24 - 35 months",252,282.78,2020,"Q2","Polio",""
"Financial District",10004,99,"10004","24 - 35 months",52,48.44,2020,"Q2","Polio","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months",102,63.23,2020,"Q2","Polio",""
"Financial District",10006,99,"10006","24 - 35 months",55,27.06,2020,"Q2","Polio","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,99,"10007","24 - 35 months",137,138.02,2020,"Q2","Polio",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,99,"10009","24 - 35 months",412,380.97,2020,"Q2","Polio",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months",288,222.4,2020,"Q2","Polio",""
"Chelsea",10011,89,"10011","24 - 35 months",327,368.1,2020,"Q2","Polio",""
"Greenwich Village/SoHo",10012,76,"10012","24 - 35 months",115,150.75,2020,"Q2","Polio",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,99,"10013","24 - 35 months",342,330.71,2020,"Q2","Polio",""
"Hudson Square/Meatpacking District/West Village",10014,77,"10014","24 - 35 months",149,193.5,2020,"Q2","Polio",""
"Kips Bay/Murray Hill/NoMad",10016,99,"10016","24 - 35 months",460,391.05,2020,"Q2","Polio",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months",129,100.06,2020,"Q2","Polio",""
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","24 - 35 months",72,51.97,2020,"Q2","Polio",""
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","24 - 35 months",391,308.46,2020,"Q2","Polio",""
"Lenox Hill/Upper East Side",10021,99,"10021","24 - 35 months",437,422.49,2020,"Q2","Polio",""
"East Midtown",10022,99,"10022","24 - 35 months",276,263.74,2020,"Q2","Polio",""
"Lincoln Square",10023,91,"10023","24 - 35 months",687,755.16,2020,"Q2","Polio",""
"Upper West Side",10024,81,"10024","24 - 35 months",580,714.53,2020,"Q2","Polio",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,90,"10025","24 - 35 months",775,858.4,2020,"Q2","Polio",""
"Central Harlem (South)",10026,76,"10026","24 - 35 months",341,450.62,2020,"Q2","Polio",""
