"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,81,"10001, 10118","13 - 17 years",486,601.44,2022,"Q4","HPV",
"Chinatown/Lower East Side",10002,99,"10002","13 - 17 years",2981,2967.22,2022,"Q4","HPV",
"East Village/Gramercy/Greenwich Village",10003,61,"10003","13 - 17 years",565,927.59,2022,"Q4","HPV",
"Financial District",10004,99,"10004","13 - 17 years",116,85.63,2022,"Q4","HPV",
"Financial District",10005,99,"10005","13 - 17 years",100,80.68,2022,"Q4","HPV",
"Financial District",10006,99,"10006","13 - 17 years",57,55,2022,"Q4","HPV",
"TriBeCa",10007,99,"10007","13 - 17 years",266,196.7,2022,"Q4","HPV",
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,67,"10009","13 - 17 years",1282,1909.92,2022,"Q4","HPV",
"Flatiron/Gramercy/Kips Bay",10010,97,"10010","13 - 17 years",570,586.48,2022,"Q4","HPV",
"Chelsea",10011,68,"10011","13 - 17 years",758,1106.85,2022,"Q4","HPV",
"Greenwich Village/SoHo",10012,64,"10012","13 - 17 years",321,502.22,2022,"Q4","HPV",
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,98,"10013","13 - 17 years",892,908.08,2022,"Q4","HPV",
"Hudson Square/Meatpacking District/West Village",10014,59,"10014","13 - 17 years",368,627.7,2022,"Q4","HPV",
"Kips Bay/Murray Hill/NoMad",10016,90,"10016","13 - 17 years",720,802.15,2022,"Q4","HPV",
"East Midtown/Murray Hill",10017,99,"10017","13 - 17 years",228,210.73,2022,"Q4","HPV",
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","13 - 17 years",130,111.31,2022,"Q4","HPV",
"Hell's Kitchen/Midtown Manhattan",10019,86,"10019, 10020","13 - 17 years",636,739.79,2022,"Q4","HPV",
"Lenox Hill/Upper East Side",10021,85,"10021","13 - 17 years",988,1169.08,2022,"Q4","HPV",
"East Midtown",10022,96,"10022","13 - 17 years",592,615.54,2022,"Q4","HPV",
"Lincoln Square",10023,78,"10023","13 - 17 years",1488,1910.75,2022,"Q4","HPV",
"Upper West Side",10024,64,"10024","13 - 17 years",1677,2617.61,2022,"Q4","HPV",
"Manhattan Valley/Morningside Heights/Upper West Side",10025,65,"10025","13 - 17 years",2464,3783.02,2022,"Q4","HPV",
"Central Harlem (South)",10026,82,"10026","13 - 17 years",1381,1693.32,2022,"Q4","HPV",
"Central Harlem (South)/Morningside Heights/West Harlem",10027,82,"10027","13 - 17 years",2287,2775.68,2022,"Q4","HPV",
"Upper East Side/Yorkville",10028,68,"10028","13 - 17 years",1288,1888.46,2022,"Q4","HPV",
"East Harlem",10029,95,"10029","13 - 17 years",3748,3953.32,2022,"Q4","HPV",
"Central Harlem (North)",10030,72,"10030","13 - 17 years",1217,1685.42,2022,"Q4","HPV",
