"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,40,"10001, 10118","13 years",55,137.67,2022,"Q4","HPV",""
"Chinatown/Lower East Side",10002,57,"10002","13 years",354,618.53,2022,"Q4","HPV",""
"East Village/Gramercy/Greenwich Village",10003,21,"10003","13 years",36,171.08,2022,"Q4","HPV",""
"Financial District",10004,89,"10004","13 years",16,18.08,2022,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,0,"10005","13 years",,13.07,2022,"Q4","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"Financial District",10006,0,"10006","13 years",,11.05,2022,"Q4","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"TriBeCa",10007,78,"10007","13 years",29,37.26,2022,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,36,"10009","13 years",146,401.17,2022,"Q4","HPV",""
"Flatiron/Gramercy/Kips Bay",10010,39,"10010","13 years",43,110.01,2022,"Q4","HPV",""
"Chelsea",10011,29,"10011","13 years",63,214.74,2022,"Q4","HPV",""
"Greenwich Village/SoHo",10012,22,"10012","13 years",20,91.27,2022,"Q4","HPV",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,60,"10013","13 years",105,175.09,2022,"Q4","HPV",""
"Hudson Square/Meatpacking District/West Village",10014,26,"10014","13 years",31,119.23,2022,"Q4","HPV",""
"Kips Bay/Murray Hill/NoMad",10016,36,"10016","13 years",59,164.88,2022,"Q4","HPV",""
"East Midtown/Murray Hill",10017,54,"10017","13 years",23,42.47,2022,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10018,60,"10018","13 years",14,23.51,2022,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,53,"10019, 10020","13 years",74,140.49,2022,"Q4","HPV",""
"Lenox Hill/Upper East Side",10021,33,"10021","13 years",75,224.27,2022,"Q4","HPV",""
"East Midtown",10022,43,"10022","13 years",51,119.14,2022,"Q4","HPV",""
"Lincoln Square",10023,37,"10023","13 years",133,361.43,2022,"Q4","HPV",""
"Upper West Side",10024,31,"10024","13 years",156,510.35,2022,"Q4","HPV",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,36,"10025","13 years",269,737.45,2022,"Q4","HPV",""
"Central Harlem (South)",10026,42,"10026","13 years",160,377.01,2022,"Q4","HPV",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,49,"10027","13 years",292,590.16,2022,"Q4","HPV",""
"Upper East Side/Yorkville",10028,28,"10028","13 years",100,358.82,2022,"Q4","HPV",""
"East Harlem",10029,66,"10029","13 years",536,807.99,2022,"Q4","HPV",""
"Central Harlem (North)",10030,39,"10030","13 years",140,357.62,2022,"Q4","HPV",""
"Hamilton Heights/West Harlem",10031,46,"10031","13 years",268,576.72,2022,"Q4","HPV",""
"Washington Heights (South)",10032,63,"10032","13 years",346,552.47,2022,"Q4","HPV",""
"Washington Heights (North)/Washington Heights (South)",10033,55,"10033","13 years",294,531.73,2022,"Q4","HPV",""
"Inwood/Washington Heights (North)",10034,61,"10034","13 years",246,400.34,2022,"Q4","HPV",""
"East Harlem",10035,50,"10035","13 years",210,417.16,2022,"Q4","HPV",""
"Hell's Kitchen/Midtown Manhattan",10036,49,"10036","13 years",51,103.27,2022,"Q4","HPV",""
"Central Harlem (North)/East Harlem",10037,61,"10037","13 years",111,180.53,2022,"Q4","HPV",""
"Chinatown/Financial District",10038,51,"10038","13 years",68,133.31,2022,"Q4","HPV",""
"Central Harlem (North)/Washington Heights (South)",10039,46,"10039","13 years",167,361.28,2022,"Q4","HPV",""
"Washington Heights (North)",10040,54,"10040","13 years",229,426.81,2022,"Q4","HPV",""
"Roosevelt Island",10044,35,"10044","13 years",36,101.96,2022,"Q4","HPV",""
"Lenox Hill/Upper East Side",10065,31,"10065","13 years",48,156.03,2022,"Q4","HPV",""
"Lincoln Square",10069,68,"10069","13 years",24,35.06,2022,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Lenox Hill/Upper East Side",10075,46,"10075, 10162","13 years",75,163.68,2022,"Q4","HPV",""
"Upper East Side/Yorkville",10128,34,"10128","13 years",161,471.62,2022,"Q4","HPV",""
"Battery Park City",10280,28,"10280","13 years",14,50.63,2022,"Q4","HPV",""
"Battery Park City",10282,49,"10282","13 years",19,38.71,2022,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Silver Lake/St. George",10301,34,"10301","13 years",158,462.37,2022,"Q4","HPV",""
"Elm Park",10302,43,"10302","13 years",115,265.72,2022,"Q4","HPV",""
"Graniteville/Mariner's Harbor/Port Ivory",10303,35,"10303","13 years",156,449.22,2022,"Q4","HPV",""
"New Dorp/Todt Hill",10304,34,"10304","13 years",191,567.21,2022,"Q4","HPV",""
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,22,"10305","13 years",109,499.18,2022,"Q4","HPV",""
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,15,"10306","13 years",103,707.57,2022,"Q4","HPV",""
"Tottenville",10307,8,"10307","13 years",17,213.74,2022,"Q4","HPV",""
"Great Kills",10308,11,"10308","13 years",41,375.63,2022,"Q4","HPV",""
"Charleston/Prince's Bay/Woodrow",10309,10,"10309","13 years",44,432.54,2022,"Q4","HPV",""
"Port Richmond/Randall Manor/West Brighton",10310,40,"10310","13 years",148,371.01,2022,"Q4","HPV",""
"Annadale/Rossville",10312,11,"10312","13 years",84,784.76,2022,"Q4","HPV",""
"Bloomfield/Freshkills Park",10314,19,"10314","13 years",214,1141.08,2022,"Q4","HPV",""
"Concourse/Melrose",10451,83,"10451","13 years",539,649.12,2022,"Q4","HPV",""
"Concourse/Highbridge",10452,72,"10452","13 years",816,1125.95,2022,"Q4","HPV",""
"Morris Heights/Mount Hope/University Heights",10453,74,"10453","13 years",865,1175,2022,"Q4","HPV",""
"Mott Haven/Port Morris",10454,69,"10454","13 years",420,606.86,2022,"Q4","HPV",""
"Mott Haven",10455,71,"10455","13 years",463,655.2,2022,"Q4","HPV",""
"Claremont/Morrisania",10456,74,"10456","13 years",973,1322.63,2022,"Q4","HPV",""
"Belmont/Claremont/Mount Hope/Tremont",10457,70,"10457","13 years",824,1169.61,2022,"Q4","HPV",""
"Belmont/Fordham University/Kingsbridge",10458,74,"10458","13 years",835,1128.47,2022,"Q4","HPV",""
"Charlotte Gardens/Hunts Point",10459,79,"10459","13 years",598,760.09,2022,"Q4","HPV",""
"Charlotte Gardens/Tremont/Van Nest/West Farms",10460,62,"10460","13 years",551,882.67,2022,"Q4","HPV",""
"Morris Park/Pelham Bay/Westchester Square",10461,46,"10461","13 years",263,570.75,2022,"Q4","HPV",""
"Parkchester/Pelham Parkway/Van Nest/Westchester Square",10462,65,"10462","13 years",567,866.6,2022,"Q4","HPV",""
"Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil",10463,55,"10463","13 years",383,701.02,2022,"Q4","HPV",""
"City Island",10464,55,"10464","13 years",34,62.3,2022,"Q4","HPV",""
"Country Club/Throgs Neck",10465,35,"10465","13 years",210,597.61,2022,"Q4","HPV",""
"Edenwald/Wakefield",10466,49,"10466","13 years",480,980.7,2022,"Q4","HPV",""
