"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",203,132.65,2020,"Q4","Varicella",""
"Chinatown/Lower East Side",10002,92,"10002","24 - 35 months",562,613.95,2020,"Q4","Varicella",""
"East Village/Gramercy/Greenwich Village",10003,95,"10003","24 - 35 months",270,282.78,2020,"Q4","Varicella",""
"Financial District",10004,99,"10004","24 - 35 months",58,48.44,2020,"Q4","Varicella","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months",94,63.23,2020,"Q4","Varicella",""
"Financial District",10006,99,"10006","24 - 35 months",41,27.06,2020,"Q4","Varicella","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,99,"10007","24 - 35 months",142,138.02,2020,"Q4","Varicella",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,99,"10009","24 - 35 months",411,380.97,2020,"Q4","Varicella",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months",268,222.4,2020,"Q4","Varicella",""
"Chelsea",10011,82,"10011","24 - 35 months",300,368.1,2020,"Q4","Varicella",""
"Greenwich Village/SoHo",10012,80,"10012","24 - 35 months",121,150.75,2020,"Q4","Varicella",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,93,"10013","24 - 35 months",307,330.71,2020,"Q4","Varicella",""
"Hudson Square/Meatpacking District/West Village",10014,84,"10014","24 - 35 months",162,193.5,2020,"Q4","Varicella",""
"Kips Bay/Murray Hill/NoMad",10016,99,"10016","24 - 35 months",446,391.05,2020,"Q4","Varicella",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months",126,100.06,2020,"Q4","Varicella",""
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","24 - 35 months",57,51.97,2020,"Q4","Varicella",""
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","24 - 35 months",355,308.46,2020,"Q4","Varicella",""
"Lenox Hill/Upper East Side",10021,92,"10021","24 - 35 months",388,422.49,2020,"Q4","Varicella",""
"East Midtown",10022,99,"10022","24 - 35 months",287,263.74,2020,"Q4","Varicella",""
"Lincoln Square",10023,86,"10023","24 - 35 months",648,755.16,2020,"Q4","Varicella",""
"Upper West Side",10024,79,"10024","24 - 35 months",565,714.53,2020,"Q4","Varicella",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,91,"10025","24 - 35 months",779,858.4,2020,"Q4","Varicella",""
"Central Harlem (South)",10026,77,"10026","24 - 35 months",346,450.62,2020,"Q4","Varicella",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,78,"10027","24 - 35 months",515,658.66,2020,"Q4","Varicella",""
"Upper East Side/Yorkville",10028,87,"10028","24 - 35 months",370,423.51,2020,"Q4","Varicella",""
"East Harlem",10029,91,"10029","24 - 35 months",742,815.75,2020,"Q4","Varicella",""
"Central Harlem (North)",10030,69,"10030","24 - 35 months",267,387.55,2020,"Q4","Varicella",""
"Hamilton Heights/West Harlem",10031,91,"10031","24 - 35 months",503,555.56,2020,"Q4","Varicella",""
"Washington Heights (South)",10032,79,"10032","24 - 35 months",434,551.29,2020,"Q4","Varicella",""
"Washington Heights (North)/Washington Heights (South)",10033,89,"10033","24 - 35 months",528,590.74,2020,"Q4","Varicella",""
"Inwood/Washington Heights (North)",10034,93,"10034","24 - 35 months",376,405.87,2020,"Q4","Varicella",""
"East Harlem",10035,88,"10035","24 - 35 months",359,406.17,2020,"Q4","Varicella",""
"Hell's Kitchen/Midtown Manhattan",10036,89,"10036","24 - 35 months",172,193.73,2020,"Q4","Varicella",""
"Central Harlem (North)/East Harlem",10037,99,"10037","24 - 35 months",231,189.85,2020,"Q4","Varicella",""
"Chinatown/Financial District",10038,99,"10038","24 - 35 months",202,169.97,2020,"Q4","Varicella",""
"Central Harlem (North)/Washington Heights (South)",10039,82,"10039","24 - 35 months",298,364.04,2020,"Q4","Varicella",""
"Washington Heights (North)",10040,92,"10040","24 - 35 months",394,427.06,2020,"Q4","Varicella",""
"Roosevelt Island",10044,96,"10044","24 - 35 months",125,130.86,2020,"Q4","Varicella",""
"Lenox Hill/Upper East Side",10065,99,"10065","24 - 35 months",338,322.04,2020,"Q4","Varicella",""
"Lincoln Square",10069,99,"10069","24 - 35 months",127,74.4,2020,"Q4","Varicella",""
"Lenox Hill/Upper East Side",10075,99,"10075, 10162","24 - 35 months",259,242.36,2020,"Q4","Varicella",""
"Upper East Side/Yorkville",10128,99,"10128","24 - 35 months",596,549.88,2020,"Q4","Varicella",""
"Battery Park City",10280,61,"10280","24 - 35 months",111,180.82,2020,"Q4","Varicella",""
"Battery Park City",10282,95,"10282","24 - 35 months",159,168.04,2020,"Q4","Varicella",""
"Silver Lake/St. George",10301,88,"10301","24 - 35 months",369,421.29,2020,"Q4","Varicella",""
"Elm Park",10302,86,"10302","24 - 35 months",216,251.56,2020,"Q4","Varicella",""
"Graniteville/Mariner's Harbor/Port Ivory",10303,74,"10303","24 - 35 months",271,364.04,2020,"Q4","Varicella",""
"New Dorp/Todt Hill",10304,88,"10304","24 - 35 months",441,499.79,2020,"Q4","Varicella",""
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,74,"10305","24 - 35 months",337,456.52,2020,"Q4","Varicella",""
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,67,"10306","24 - 35 months",393,590.86,2020,"Q4","Varicella",""
"Tottenville",10307,62,"10307","24 - 35 months",94,150.84,2020,"Q4","Varicella",""
"Great Kills",10308,68,"10308","24 - 35 months",211,308.71,2020,"Q4","Varicella",""
"Charleston/Prince's Bay/Woodrow",10309,65,"10309","24 - 35 months",243,375.54,2020,"Q4","Varicella",""
