"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",171,132.65,2020,"Q4","DTaP",""
"Chinatown/Lower East Side",10002,80,"10002","24 - 35 months",491,613.95,2020,"Q4","DTaP",""
"East Village/Gramercy/Greenwich Village",10003,79,"10003","24 - 35 months",222,282.78,2020,"Q4","DTaP",""
"Financial District",10004,99,"10004","24 - 35 months",57,48.44,2020,"Q4","DTaP","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months",81,63.23,2020,"Q4","DTaP",""
"Financial District",10006,99,"10006","24 - 35 months",34,27.06,2020,"Q4","DTaP","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,84,"10007","24 - 35 months",116,138.02,2020,"Q4","DTaP",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,91,"10009","24 - 35 months",346,380.97,2020,"Q4","DTaP",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months",233,222.4,2020,"Q4","DTaP",""
"Chelsea",10011,67,"10011","24 - 35 months",246,368.1,2020,"Q4","DTaP",""
"Greenwich Village/SoHo",10012,64,"10012","24 - 35 months",97,150.75,2020,"Q4","DTaP",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,78,"10013","24 - 35 months",259,330.71,2020,"Q4","DTaP",""
"Hudson Square/Meatpacking District/West Village",10014,58,"10014","24 - 35 months",113,193.5,2020,"Q4","DTaP",""
"Kips Bay/Murray Hill/NoMad",10016,93,"10016","24 - 35 months",364,391.05,2020,"Q4","DTaP",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months",108,100.06,2020,"Q4","DTaP",""
"Hell's Kitchen/Midtown Manhattan",10018,94,"10018","24 - 35 months",49,51.97,2020,"Q4","DTaP",""
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","24 - 35 months",305,308.46,2020,"Q4","DTaP",""
"Lenox Hill/Upper East Side",10021,80,"10021","24 - 35 months",336,422.49,2020,"Q4","DTaP",""
"East Midtown",10022,93,"10022","24 - 35 months",245,263.74,2020,"Q4","DTaP",""
"Lincoln Square",10023,75,"10023","24 - 35 months",567,755.16,2020,"Q4","DTaP",""
"Upper West Side",10024,67,"10024","24 - 35 months",481,714.53,2020,"Q4","DTaP",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,77,"10025","24 - 35 months",658,858.4,2020,"Q4","DTaP",""
"Central Harlem (South)",10026,63,"10026","24 - 35 months",286,450.62,2020,"Q4","DTaP",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,65,"10027","24 - 35 months",427,658.66,2020,"Q4","DTaP",""
"Upper East Side/Yorkville",10028,78,"10028","24 - 35 months",329,423.51,2020,"Q4","DTaP",""
"East Harlem",10029,77,"10029","24 - 35 months",632,815.75,2020,"Q4","DTaP",""
"Central Harlem (North)",10030,57,"10030","24 - 35 months",221,387.55,2020,"Q4","DTaP",""
"Hamilton Heights/West Harlem",10031,78,"10031","24 - 35 months",435,555.56,2020,"Q4","DTaP",""
"Washington Heights (South)",10032,66,"10032","24 - 35 months",364,551.29,2020,"Q4","DTaP",""
"Washington Heights (North)/Washington Heights (South)",10033,78,"10033","24 - 35 months",459,590.74,2020,"Q4","DTaP",""
"Inwood/Washington Heights (North)",10034,85,"10034","24 - 35 months",344,405.87,2020,"Q4","DTaP",""
"East Harlem",10035,73,"10035","24 - 35 months",297,406.17,2020,"Q4","DTaP",""
"Hell's Kitchen/Midtown Manhattan",10036,77,"10036","24 - 35 months",150,193.73,2020,"Q4","DTaP",""
"Central Harlem (North)/East Harlem",10037,82,"10037","24 - 35 months",155,189.85,2020,"Q4","DTaP",""
"Chinatown/Financial District",10038,98,"10038","24 - 35 months",166,169.97,2020,"Q4","DTaP",""
"Central Harlem (North)/Washington Heights (South)",10039,69,"10039","24 - 35 months",250,364.04,2020,"Q4","DTaP",""
"Washington Heights (North)",10040,83,"10040","24 - 35 months",353,427.06,2020,"Q4","DTaP",""
"Roosevelt Island",10044,81,"10044","24 - 35 months",106,130.86,2020,"Q4","DTaP",""
"Lenox Hill/Upper East Side",10065,87,"10065","24 - 35 months",281,322.04,2020,"Q4","DTaP",""
"Lincoln Square",10069,99,"10069","24 - 35 months",108,74.4,2020,"Q4","DTaP",""
"Lenox Hill/Upper East Side",10075,93,"10075, 10162","24 - 35 months",226,242.36,2020,"Q4","DTaP",""
