"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months","4:3:1:3:3:1:4",136,115.7,2024,"Q2",4313314,""
"Chinatown/Lower East Side",10002,62,"10002","24 - 35 months","4:3:1:3:3:1:4",303,491.86,2024,"Q2",4313314,""
"East Village/Gramercy/Greenwich Village",10003,90,"10003","24 - 35 months","4:3:1:3:3:1:4",194,214.44,2024,"Q2",4313314,""
"Financial District",10004,99,"10004","24 - 35 months","4:3:1:3:3:1:4",42,30.46,2024,"Q2",4313314,"Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months","4:3:1:3:3:1:4",65,49.62,2024,"Q2",4313314,"Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10006,99,"10006","24 - 35 months","4:3:1:3:3:1:4",30,23.33,2024,"Q2",4313314,"Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,81,"10007","24 - 35 months","4:3:1:3:3:1:4",90,111.64,2024,"Q2",4313314,""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,73,"10009","24 - 35 months","4:3:1:3:3:1:4",231,317.15,2024,"Q2",4313314,""
"Flatiron/Gramercy/Kips Bay",10010,98,"10010","24 - 35 months","4:3:1:3:3:1:4",166,169.73,2024,"Q2",4313314,""
"Chelsea",10011,74,"10011","24 - 35 months","4:3:1:3:3:1:4",205,278.7,2024,"Q2",4313314,""
"Greenwich Village/SoHo",10012,80,"10012","24 - 35 months","4:3:1:3:3:1:4",95,118.55,2024,"Q2",4313314,""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,98,"10013","24 - 35 months","4:3:1:3:3:1:4",230,235.44,2024,"Q2",4313314,""
"Hudson Square/Meatpacking District/West Village",10014,90,"10014","24 - 35 months","4:3:1:3:3:1:4",133,148.51,2024,"Q2",4313314,""
"Kips Bay/Murray Hill/NoMad",10016,93,"10016","24 - 35 months","4:3:1:3:3:1:4",274,295.89,2024,"Q2",4313314,""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months","4:3:1:3:3:1:4",87,78.48,2024,"Q2",4313314,""
"Hell's Kitchen/Midtown Manhattan",10018,94,"10018","24 - 35 months","4:3:1:3:3:1:4",39,41.27,2024,"Q2",4313314,"Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,96,"10019, 10020","24 - 35 months","4:3:1:3:3:1:4",240,249.17,2024,"Q2",4313314,""
"Lenox Hill/Upper East Side",10021,99,"10021","24 - 35 months","4:3:1:3:3:1:4",310,308.41,2024,"Q2",4313314,""
"East Midtown",10022,97,"10022","24 - 35 months","4:3:1:3:3:1:4",206,211.42,2024,"Q2",4313314,""
"Lincoln Square",10023,79,"10023","24 - 35 months","4:3:1:3:3:1:4",473,595.97,2024,"Q2",4313314,""
"Upper West Side",10024,73,"10024","24 - 35 months","4:3:1:3:3:1:4",398,547.69,2024,"Q2",4313314,""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,80,"10025","24 - 35 months","4:3:1:3:3:1:4",534,664.55,2024,"Q2",4313314,""
"Central Harlem (South)",10026,60,"10026","24 - 35 months","4:3:1:3:3:1:4",230,383.09,2024,"Q2",4313314,""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,62,"10027","24 - 35 months","4:3:1:3:3:1:4",354,570.32,2024,"Q2",4313314,""
"Upper East Side/Yorkville",10028,87,"10028","24 - 35 months","4:3:1:3:3:1:4",278,318.85,2024,"Q2",4313314,""
"East Harlem",10029,71,"10029","24 - 35 months","4:3:1:3:3:1:4",524,740.35,2024,"Q2",4313314,""
"Central Harlem (North)",10030,53,"10030","24 - 35 months","4:3:1:3:3:1:4",186,351.61,2024,"Q2",4313314,""
"Hamilton Heights/West Harlem",10031,65,"10031","24 - 35 months","4:3:1:3:3:1:4",334,515.97,2024,"Q2",4313314,""
"Washington Heights (South)",10032,72,"10032","24 - 35 months","4:3:1:3:3:1:4",345,479.52,2024,"Q2",4313314,""
"Washington Heights (North)/Washington Heights (South)",10033,75,"10033","24 - 35 months","4:3:1:3:3:1:4",377,502.22,2024,"Q2",4313314,""
"Inwood/Washington Heights (North)",10034,80,"10034","24 - 35 months","4:3:1:3:3:1:4",290,362.58,2024,"Q2",4313314,""
"East Harlem",10035,50,"10035","24 - 35 months","4:3:1:3:3:1:4",190,381.29,2024,"Q2",4313314,""
"Hell's Kitchen/Midtown Manhattan",10036,90,"10036","24 - 35 months","4:3:1:3:3:1:4",140,155.62,2024,"Q2",4313314,""
"Central Harlem (North)/East Harlem",10037,65,"10037","24 - 35 months","4:3:1:3:3:1:4",109,167.34,2024,"Q2",4313314,""
"Chinatown/Financial District",10038,76,"10038","24 - 35 months","4:3:1:3:3:1:4",104,137.2,2024,"Q2",4313314,""
"Central Harlem (North)/Washington Heights (South)",10039,45,"10039","24 - 35 months","4:3:1:3:3:1:4",158,348.79,2024,"Q2",4313314,""
"Washington Heights (North)",10040,76,"10040","24 - 35 months","4:3:1:3:3:1:4",295,386.85,2024,"Q2",4313314,""
"Roosevelt Island",10044,95,"10044","24 - 35 months","4:3:1:3:3:1:4",93,97.48,2024,"Q2",4313314,""
"Lenox Hill/Upper East Side",10065,99,"10065","24 - 35 months","4:3:1:3:3:1:4",279,246.14,2024,"Q2",4313314,""
"Lincoln Square",10069,99,"10069","24 - 35 months","4:3:1:3:3:1:4",93,61.58,2024,"Q2",4313314,""
"Lenox Hill/Upper East Side",10075,99,"10075, 10162","24 - 35 months","4:3:1:3:3:1:4",200,180.1,2024,"Q2",4313314,""
"Upper East Side/Yorkville",10128,90,"10128","24 - 35 months","4:3:1:3:3:1:4",399,443.68,2024,"Q2",4313314,""
"Battery Park City",10280,47,"10280","24 - 35 months","4:3:1:3:3:1:4",63,134.74,2024,"Q2",4313314,""
"Battery Park City",10282,82,"10282","24 - 35 months","4:3:1:3:3:1:4",96,116.84,2024,"Q2",4313314,""
"Silver Lake/St. George",10301,63,"10301","24 - 35 months","4:3:1:3:3:1:4",247,390.6,2024,"Q2",4313314,""
"Elm Park",10302,55,"10302","24 - 35 months","4:3:1:3:3:1:4",134,244,2024,"Q2",4313314,""
"Graniteville/Mariner's Harbor/Port Ivory",10303,51,"10303","24 - 35 months","4:3:1:3:3:1:4",163,319.1,2024,"Q2",4313314,""
"New Dorp/Todt Hill",10304,45,"10304","24 - 35 months","4:3:1:3:3:1:4",215,474.05,2024,"Q2",4313314,""
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,55,"10305","24 - 35 months","4:3:1:3:3:1:4",228,417.59,2024,"Q2",4313314,""
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,49,"10306","24 - 35 months","4:3:1:3:3:1:4",274,554.92,2024,"Q2",4313314,""
"Tottenville",10307,23,"10307","24 - 35 months","4:3:1:3:3:1:4",33,141.45,2024,"Q2",4313314,""
"Great Kills",10308,47,"10308","24 - 35 months","4:3:1:3:3:1:4",134,282.9,2024,"Q2",4313314,""
"Charleston/Prince's Bay/Woodrow",10309,36,"10309","24 - 35 months","4:3:1:3:3:1:4",125,349.71,2024,"Q2",4313314,""
"Port Richmond/Randall Manor/West Brighton",10310,65,"10310","24 - 35 months","4:3:1:3:3:1:4",194,298.22,2024,"Q2",4313314,""
"Annadale/Rossville",10312,41,"10312","24 - 35 months","4:3:1:3:3:1:4",239,589.56,2024,"Q2",4313314,""
"Bloomfield/Freshkills Park",10314,48,"10314","24 - 35 months","4:3:1:3:3:1:4",443,917.08,2024,"Q2",4313314,""
"Concourse/Melrose",10451,79,"10451","24 - 35 months","4:3:1:3:3:1:4",452,574.64,2024,"Q2",4313314,""
"Concourse/Highbridge",10452,65,"10452","24 - 35 months","4:3:1:3:3:1:4",674,1041.22,2024,"Q2",4313314,""
"Morris Heights/Mount Hope/University Heights",10453,70,"10453","24 - 35 months","4:3:1:3:3:1:4",733,1049.75,2024,"Q2",4313314,""
"Mott Haven/Port Morris",10454,64,"10454","24 - 35 months","4:3:1:3:3:1:4",334,525.43,2024,"Q2",4313314,""
"Mott Haven",10455,73,"10455","24 - 35 months","4:3:1:3:3:1:4",392,540.21,2024,"Q2",4313314,""
"Claremont/Morrisania",10456,70,"10456","24 - 35 months","4:3:1:3:3:1:4",811,1159.8,2024,"Q2",4313314,""
"Belmont/Claremont/Mount Hope/Tremont",10457,67,"10457","24 - 35 months","4:3:1:3:3:1:4",741,1098.88,2024,"Q2",4313314,""
"Belmont/Fordham University/Kingsbridge",10458,71,"10458","24 - 35 months","4:3:1:3:3:1:4",738,1033.11,2024,"Q2",4313314,""
"Charlotte Gardens/Hunts Point",10459,62,"10459","24 - 35 months","4:3:1:3:3:1:4",432,693.52,2024,"Q2",4313314,""
"Charlotte Gardens/Tremont/Van Nest/West Farms",10460,69,"10460","24 - 35 months","4:3:1:3:3:1:4",562,808.7,2024,"Q2",4313314,""
"Morris Park/Pelham Bay/Westchester Square",10461,75,"10461","24 - 35 months","4:3:1:3:3:1:4",430,570.05,2024,"Q2",4313314,""
"Parkchester/Pelham Parkway/Van Nest/Westchester Square",10462,87,"10462","24 - 35 months","4:3:1:3:3:1:4",774,892.77,2024,"Q2",4313314,""
"Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil",10463,68,"10463","24 - 35 months","4:3:1:3:3:1:4",518,759.09,2024,"Q2",4313314,""
"City Island",10464,99,"10464","24 - 35 months","4:3:1:3:3:1:4",62,32.86,2024,"Q2",4313314,"Vaccination rate should be interpreted with caution due to small population estimate"
"Country Club/Throgs Neck",10465,62,"10465","24 - 35 months","4:3:1:3:3:1:4",297,479.09,2024,"Q2",4313314,""
"Edenwald/Wakefield",10466,62,"10466","24 - 35 months","4:3:1:3:3:1:4",486,778.12,2024,"Q2",4313314,""
"Allerton/Norwood/Pelham Parkway/Williamsbridge",10467,75,"10467","24 - 35 months","4:3:1:3:3:1:4",882,1180.74,2024,"Q2",4313314,""
"Fordham/Kingsbridge/University Heights",10468,65,"10468","24 - 35 months","4:3:1:3:3:1:4",674,1034.37,2024,"Q2",4313314,""
"Allerton/Baychester/Pelham Gardens/Williamsbridge",10469,66,"10469","24 - 35 months","4:3:1:3:3:1:4",482,730.06,2024,"Q2",4313314,""
"Wakefield/Woodlawn",10470,67,"10470","24 - 35 months","4:3:1:3:3:1:4",116,173.9,2024,"Q2",4313314,""
"Fieldston/North Riverdale/Riverdale",10471,63,"10471","24 - 35 months","4:3:1:3:3:1:4",146,232.23,2024,"Q2",4313314,""
"Soundview",10472,88,"10472","24 - 35 months","4:3:1:3:3:1:4",696,791.42,2024,"Q2",4313314,""
"Castle Hill/Clason Point/Soundview",10473,71,"10473","24 - 35 months","4:3:1:3:3:1:4",397,556.92,2024,"Q2",4313314,""
"Hunts Point",10474,77,"10474","24 - 35 months","4:3:1:3:3:1:4",119,154.08,2024,"Q2",4313314,""
"Co-op City/Edenwald",10475,62,"10475","24 - 35 months","4:3:1:3:3:1:4",179,289.89,2024,"Q2",4313314,""
"Bellerose/Douglaston-Little Neck",11004,99,"11004, 11005","24 - 35 months","4:3:1:3:3:1:4",155,148.48,2024,"Q2",4313314,""
"Astoria (South)/Long Island City/Sunnyside",11101,99,"11101","24 - 35 months","4:3:1:3:3:1:4",542,367.72,2024,"Q2",4313314,""
"Astoria (North)",11102,99,"11102","24 - 35 months","4:3:1:3:3:1:4",249,227.58,2024,"Q2",4313314,""
"Astoria (North)/Astoria (South)",11103,71,"11103","24 - 35 months","4:3:1:3:3:1:4",192,271.42,2024,"Q2",4313314,""
"Sunnyside",11104,76,"11104","24 - 35 months","4:3:1:3:3:1:4",184,242.43,2024,"Q2",4313314,""
"Ditmars Steinway",11105,69,"11105","24 - 35 months","4:3:1:3:3:1:4",205,295.83,2024,"Q2",4313314,""
"Astoria (South)",11106,71,"11106","24 - 35 months","4:3:1:3:3:1:4",233,327.25,2024,"Q2",4313314,""
"Long Island City",11109,99,"11109","24 - 35 months","4:3:1:3:3:1:4",109,70.88,2024,"Q2",4313314,""
"Brooklyn Heights/DUMBO/Downtown Brooklyn",11201,96,"11201","24 - 35 months","4:3:1:3:3:1:4",721,747.89,2024,"Q2",4313314,""
"East Flatbush (North)/East Flatbush (South)",11203,67,"11203","24 - 35 months","4:3:1:3:3:1:4",426,635.77,2024,"Q2",4313314,""
"Bensonhurst/Mapleton",11204,44,"11204","24 - 35 months","4:3:1:3:3:1:4",494,1110.31,2024,"Q2",4313314,""
"Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene",11205,27,"11205","24 - 35 months","4:3:1:3:3:1:4",264,989.73,2024,"Q2",4313314,""
"Williamsburg (South)",11206,26,"11206","24 - 35 months","4:3:1:3:3:1:4",378,1430.1,2024,"Q2",4313314,""
"Cypress Hills/East New York",11207,63,"11207","24 - 35 months","4:3:1:3:3:1:4",666,1065.52,2024,"Q2",4313314,""
"Cypress Hills/East New York",11208,69,"11208","24 - 35 months","4:3:1:3:3:1:4",817,1189.57,2024,"Q2",4313314,""
"Bay Ridge/Fort Hamilton",11209,59,"11209","24 - 35 months","4:3:1:3:3:1:4",414,699.46,2024,"Q2",4313314,""
"Flatlands/Midwood",11210,55,"11210","24 - 35 months","4:3:1:3:3:1:4",371,675.7,2024,"Q2",4313314,""
"East Williamsburg/Williamsburg (North)/Williamsburg (South)",11211,28,"11211, 11249","24 - 35 months","4:3:1:3:3:1:4",537,1907.34,2024,"Q2",4313314,""
"Ocean Hill-Brownsville",11212,64,"11212","24 - 35 months","4:3:1:3:3:1:4",622,975.42,2024,"Q2",4313314,""
"Crown Heights (East)",11213,39,"11213","24 - 35 months","4:3:1:3:3:1:4",362,928.38,2024,"Q2",4313314,""
"Bath Beach/Bensonhurst/Gravesend",11214,60,"11214","24 - 35 months","4:3:1:3:3:1:4",537,889.02,2024,"Q2",4313314,""
"Gowanus/Park Slope/Windsor Terrace",11215,77,"11215","24 - 35 months","4:3:1:3:3:1:4",648,845.78,2024,"Q2",4313314,""
"Bedford-Stuyvesant (West)/Crown Heights (West)",11216,66,"11216","24 - 35 months","4:3:1:3:3:1:4",336,510.84,2024,"Q2",4313314,""
"Boerum Hill/Park Slope",11217,84,"11217, 11243","24 - 35 months","4:3:1:3:3:1:4",387,459.14,2024,"Q2",4313314,""
"Kensington/Windsor Terrace",11218,52,"11218","24 - 35 months","4:3:1:3:3:1:4",513,988.87,2024,"Q2",4313314,""
"Borough Park",11219,24,"11219","24 - 35 months","4:3:1:3:3:1:4",514,2103.87,2024,"Q2",4313314,""
"Sunset Park",11220,84,"11220","24 - 35 months","4:3:1:3:3:1:4",887,1057.51,2024,"Q2",4313314,""
