"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,87,"10001, 10118","13 - 17 years",524,599.37,2023,"Q4","HPV",
"Chinatown/Lower East Side",10002,97,"10002","13 - 17 years",2880,2971.76,2023,"Q4","HPV",
"East Village/Gramercy/Greenwich Village",10003,62,"10003","13 - 17 years",577,925.08,2023,"Q4","HPV",
"Financial District",10004,99,"10004","13 - 17 years",119,85.49,2023,"Q4","HPV",
"Financial District",10005,99,"10005","13 - 17 years",110,80.87,2023,"Q4","HPV",
"Financial District",10006,99,"10006","13 - 17 years",71,55.05,2023,"Q4","HPV",
"TriBeCa",10007,99,"10007","13 - 17 years",272,196.24,2023,"Q4","HPV",
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,66,"10009","13 - 17 years",1265,1903.08,2023,"Q4","HPV",
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","13 - 17 years",619,584.81,2023,"Q4","HPV",
"Chelsea",10011,71,"10011","13 - 17 years",784,1101.12,2023,"Q4","HPV",
"Greenwich Village/SoHo",10012,65,"10012","13 - 17 years",329,502.44,2023,"Q4","HPV",
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,99,"10013","13 - 17 years",914,911.68,2023,"Q4","HPV",
"Hudson Square/Meatpacking District/West Village",10014,63,"10014","13 - 17 years",396,624.66,2023,"Q4","HPV",
"Kips Bay/Murray Hill/NoMad",10016,93,"10016","13 - 17 years",748,802.21,2023,"Q4","HPV",
"East Midtown/Murray Hill",10017,99,"10017","13 - 17 years",271,211.46,2023,"Q4","HPV",
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","13 - 17 years",141,111.89,2023,"Q4","HPV",
"Hell's Kitchen/Midtown Manhattan",10019,95,"10019, 10020","13 - 17 years",703,740.37,2023,"Q4","HPV",
"Lenox Hill/Upper East Side",10021,86,"10021","13 - 17 years",997,1162.59,2023,"Q4","HPV",
"East Midtown",10022,99,"10022","13 - 17 years",626,613.86,2023,"Q4","HPV",
"Lincoln Square",10023,81,"10023","13 - 17 years",1545,1901.98,2023,"Q4","HPV",
"Upper West Side",10024,70,"10024","13 - 17 years",1823,2603.02,2023,"Q4","HPV",
"Manhattan Valley/Morningside Heights/Upper West Side",10025,67,"10025","13 - 17 years",2502,3760.86,2023,"Q4","HPV",
"Central Harlem (South)",10026,85,"10026","13 - 17 years",1418,1671.95,2023,"Q4","HPV",
"Central Harlem (South)/Morningside Heights/West Harlem",10027,84,"10027","13 - 17 years",2294,2744.52,2023,"Q4","HPV",
"Upper East Side/Yorkville",10028,70,"10028","13 - 17 years",1321,1877.86,2023,"Q4","HPV",
"East Harlem",10029,96,"10029","13 - 17 years",3761,3919.58,2023,"Q4","HPV",
"Central Harlem (North)",10030,74,"10030","13 - 17 years",1221,1660.84,2023,"Q4","HPV",
"Hamilton Heights/West Harlem",10031,80,"10031","13 - 17 years",2111,2641.98,2023,"Q4","HPV",
"Washington Heights (South)",10032,90,"10032","13 - 17 years",2321,2587.33,2023,"Q4","HPV",
"Washington Heights (North)/Washington Heights (South)",10033,80,"10033","13 - 17 years",2073,2577,2023,"Q4","HPV",
"Inwood/Washington Heights (North)",10034,84,"10034","13 - 17 years",1602,1899.39,2023,"Q4","HPV",
"East Harlem",10035,83,"10035","13 - 17 years",1649,1983.98,2023,"Q4","HPV",
"Hell's Kitchen/Midtown Manhattan",10036,97,"10036","13 - 17 years",509,527.36,2023,"Q4","HPV",
"Central Harlem (North)/East Harlem",10037,99,"10037","13 - 17 years",964,811.33,2023,"Q4","HPV",
"Chinatown/Financial District",10038,86,"10038","13 - 17 years",558,645.44,2023,"Q4","HPV",
"Central Harlem (North)/Washington Heights (South)",10039,77,"10039","13 - 17 years",1357,1762.31,2023,"Q4","HPV",
"Washington Heights (North)",10040,86,"10040","13 - 17 years",1690,1973.28,2023,"Q4","HPV",
"Roosevelt Island",10044,52,"10044","13 - 17 years",284,544.07,2023,"Q4","HPV",
"Lenox Hill/Upper East Side",10065,94,"10065","13 - 17 years",716,759.52,2023,"Q4","HPV",
"Lincoln Square",10069,99,"10069","13 - 17 years",292,169.56,2023,"Q4","HPV",
"Lenox Hill/Upper East Side",10075,97,"10075, 10162","13 - 17 years",805,827.47,2023,"Q4","HPV",
"Upper East Side/Yorkville",10128,76,"10128","13 - 17 years",1804,2377.21,2023,"Q4","HPV",
"Battery Park City",10280,78,"10280","13 - 17 years",209,267.04,2023,"Q4","HPV",
"Battery Park City",10282,94,"10282","13 - 17 years",196,208.87,2023,"Q4","HPV",
"Silver Lake/St. George",10301,67,"10301","13 - 17 years",1538,2291.41,2023,"Q4","HPV",
"Elm Park",10302,71,"10302","13 - 17 years",953,1346.4,2023,"Q4","HPV",
"Graniteville/Mariner's Harbor/Port Ivory",10303,61,"10303","13 - 17 years",1354,2215.67,2023,"Q4","HPV",
"New Dorp/Todt Hill",10304,62,"10304","13 - 17 years",1802,2886.35,2023,"Q4","HPV",
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,45,"10305","13 - 17 years",1121,2479.32,2023,"Q4","HPV",
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,36,"10306","13 - 17 years",1238,3406.93,2023,"Q4","HPV",
"Tottenville",10307,26,"10307","13 - 17 years",274,1059.18,2023,"Q4","HPV",
"Great Kills",10308,29,"10308","13 - 17 years",536,1826.71,2023,"Q4","HPV",
"Charleston/Prince's Bay/Woodrow",10309,27,"10309","13 - 17 years",588,2141.19,2023,"Q4","HPV",
"Port Richmond/Randall Manor/West Brighton",10310,61,"10310","13 - 17 years",1173,1925.37,2023,"Q4","HPV",
"Annadale/Rossville",10312,28,"10312","13 - 17 years",1107,3907.39,2023,"Q4","HPV",
"Bloomfield/Freshkills Park",10314,38,"10314","13 - 17 years",2166,5745.06,2023,"Q4","HPV",
"Concourse/Melrose",10451,99,"10451","13 - 17 years",3428,3234.58,2023,"Q4","HPV",
"Concourse/Highbridge",10452,99,"10452","13 - 17 years",5347,5253.46,2023,"Q4","HPV",
"Morris Heights/Mount Hope/University Heights",10453,99,"10453","13 - 17 years",5729,5547.19,2023,"Q4","HPV",
"Mott Haven/Port Morris",10454,99,"10454","13 - 17 years",2967,2889.5,2023,"Q4","HPV",
"Mott Haven",10455,99,"10455","13 - 17 years",3251,3057.53,2023,"Q4","HPV",
"Claremont/Morrisania",10456,99,"10456","13 - 17 years",6450,6323.39,2023,"Q4","HPV",
"Belmont/Claremont/Mount Hope/Tremont",10457,98,"10457","13 - 17 years",5472,5608.1,2023,"Q4","HPV",
"Belmont/Fordham University/Kingsbridge",10458,98,"10458","13 - 17 years",5314,5403.58,2023,"Q4","HPV",
"Charlotte Gardens/Hunts Point",10459,98,"10459","13 - 17 years",3532,3587.22,2023,"Q4","HPV",
"Charlotte Gardens/Tremont/Van Nest/West Farms",10460,93,"10460","13 - 17 years",3934,4210.17,2023,"Q4","HPV",
"Morris Park/Pelham Bay/Westchester Square",10461,83,"10461","13 - 17 years",2244,2690.91,2023,"Q4","HPV",
"Parkchester/Pelham Parkway/Van Nest/Westchester Square",10462,99,"10462","13 - 17 years",4069,4129.06,2023,"Q4","HPV",
"Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil",10463,87,"10463","13 - 17 years",2949,3407.49,2023,"Q4","HPV",
"City Island",10464,99,"10464","13 - 17 years",605,247.62,2023,"Q4","HPV",
"Country Club/Throgs Neck",10465,62,"10465","13 - 17 years",1728,2770.65,2023,"Q4","HPV",
"Edenwald/Wakefield",10466,77,"10466","13 - 17 years",3639,4705.51,2023,"Q4","HPV",
"Allerton/Norwood/Pelham Parkway/Williamsbridge",10467,99,"10467","13 - 17 years",5894,5788.14,2023,"Q4","HPV",
"Fordham/Kingsbridge/University Heights",10468,96,"10468","13 - 17 years",4946,5173.16,2023,"Q4","HPV",
"Allerton/Baychester/Pelham Gardens/Williamsbridge",10469,74,"10469","13 - 17 years",3333,4485.22,2023,"Q4","HPV",
"Wakefield/Woodlawn",10470,80,"10470","13 - 17 years",645,802.23,2023,"Q4","HPV",
"Fieldston/North Riverdale/Riverdale",10471,82,"10471","13 - 17 years",727,891.79,2023,"Q4","HPV",
"Soundview",10472,99,"10472","13 - 17 years",4568,4069,2023,"Q4","HPV",
"Castle Hill/Clason Point/Soundview",10473,80,"10473","13 - 17 years",3317,4121.4,2023,"Q4","HPV",
"Hunts Point",10474,99,"10474","13 - 17 years",947,786.72,2023,"Q4","HPV",
