"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",164,132.65,2020,"Q4","PCV",""
"Chinatown/Lower East Side",10002,75,"10002","24 - 35 months",462,613.95,2020,"Q4","PCV",""
"East Village/Gramercy/Greenwich Village",10003,77,"10003","24 - 35 months",218,282.78,2020,"Q4","PCV",""
"Financial District",10004,99,"10004","24 - 35 months",55,48.44,2020,"Q4","PCV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months",82,63.23,2020,"Q4","PCV",""
"Financial District",10006,99,"10006","24 - 35 months",38,27.06,2020,"Q4","PCV","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,89,"10007","24 - 35 months",123,138.02,2020,"Q4","PCV",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,90,"10009","24 - 35 months",341,380.97,2020,"Q4","PCV",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months",234,222.4,2020,"Q4","PCV",""
"Chelsea",10011,67,"10011","24 - 35 months",247,368.1,2020,"Q4","PCV",""
"Greenwich Village/SoHo",10012,66,"10012","24 - 35 months",99,150.75,2020,"Q4","PCV",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,80,"10013","24 - 35 months",264,330.71,2020,"Q4","PCV",""
"Hudson Square/Meatpacking District/West Village",10014,63,"10014","24 - 35 months",122,193.5,2020,"Q4","PCV",""
"Kips Bay/Murray Hill/NoMad",10016,98,"10016","24 - 35 months",385,391.05,2020,"Q4","PCV",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months",103,100.06,2020,"Q4","PCV",""
"Hell's Kitchen/Midtown Manhattan",10018,90,"10018","24 - 35 months",47,51.97,2020,"Q4","PCV",""
"Hell's Kitchen/Midtown Manhattan",10019,95,"10019, 10020","24 - 35 months",293,308.46,2020,"Q4","PCV",""
"Lenox Hill/Upper East Side",10021,83,"10021","24 - 35 months",349,422.49,2020,"Q4","PCV",""
"East Midtown",10022,99,"10022","24 - 35 months",264,263.74,2020,"Q4","PCV",""
"Lincoln Square",10023,77,"10023","24 - 35 months",583,755.16,2020,"Q4","PCV",""
"Upper West Side",10024,70,"10024","24 - 35 months",502,714.53,2020,"Q4","PCV",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,78,"10025","24 - 35 months",670,858.4,2020,"Q4","PCV",""
"Central Harlem (South)",10026,62,"10026","24 - 35 months",278,450.62,2020,"Q4","PCV",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,62,"10027","24 - 35 months",409,658.66,2020,"Q4","PCV",""
"Upper East Side/Yorkville",10028,80,"10028","24 - 35 months",337,423.51,2020,"Q4","PCV",""
"East Harlem",10029,77,"10029","24 - 35 months",628,815.75,2020,"Q4","PCV",""
"Central Harlem (North)",10030,54,"10030","24 - 35 months",211,387.55,2020,"Q4","PCV",""
"Hamilton Heights/West Harlem",10031,76,"10031","24 - 35 months",425,555.56,2020,"Q4","PCV",""
"Washington Heights (South)",10032,66,"10032","24 - 35 months",364,551.29,2020,"Q4","PCV",""
"Washington Heights (North)/Washington Heights (South)",10033,78,"10033","24 - 35 months",459,590.74,2020,"Q4","PCV",""
"Inwood/Washington Heights (North)",10034,84,"10034","24 - 35 months",342,405.87,2020,"Q4","PCV",""
"East Harlem",10035,73,"10035","24 - 35 months",295,406.17,2020,"Q4","PCV",""
"Hell's Kitchen/Midtown Manhattan",10036,79,"10036","24 - 35 months",154,193.73,2020,"Q4","PCV",""
"Central Harlem (North)/East Harlem",10037,80,"10037","24 - 35 months",151,189.85,2020,"Q4","PCV",""
"Chinatown/Financial District",10038,99,"10038","24 - 35 months",170,169.97,2020,"Q4","PCV",""
"Central Harlem (North)/Washington Heights (South)",10039,65,"10039","24 - 35 months",237,364.04,2020,"Q4","PCV",""
