"YEAR_COVERAGE","QUARTER","AGE_GROUP","VACCINE_GROUP","DOSES","BOROUGH","PERC_VAC"
2026,"Q2","11 - 12 years","HPV",1,"Citywide",50
2026,"Q2","11 - 12 years","HPV",1,"Bronx",68
2026,"Q2","11 - 12 years","HPV",1,"Brooklyn",41
2026,"Q2","11 - 12 years","HPV",1,"Manhattan",50
2026,"Q2","11 - 12 years","HPV",1,"Queens",54
2026,"Q2","11 - 12 years","HPV",1,"Staten Island",26
