"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,53,"10001, 10118","5 - 12 years",475,891.83,"2020 - 21","Q4","Flu",
"Chinatown/Lower East Side",10002,58,"10002","5 - 12 years",3113,5365.6,"2020 - 21","Q4","Flu",
"East Village/Gramercy/Greenwich Village",10003,57,"10003","5 - 12 years",845,1490.11,"2020 - 21","Q4","Flu",
"Financial District",10004,99,"10004","5 - 12 years",166,164.26,"2020 - 21","Q4","Flu",
"Financial District",10005,99,"10005","5 - 12 years",226,215.06,"2020 - 21","Q4","Flu",
"Financial District",10006,99,"10006","5 - 12 years",92,77.55,"2020 - 21","Q4","Flu",
"TriBeCa",10007,80,"10007","5 - 12 years",423,529.17,"2020 - 21","Q4","Flu",
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,39,"10009","5 - 12 years",1175,3004.88,"2020 - 21","Q4","Flu",
"Flatiron/Gramercy/Kips Bay",10010,84,"10010","5 - 12 years",944,1122.76,"2020 - 21","Q4","Flu",
"Chelsea",10011,54,"10011","5 - 12 years",1068,1979.07,"2020 - 21","Q4","Flu",
"Greenwich Village/SoHo",10012,47,"10012","5 - 12 years",417,878.09,"2020 - 21","Q4","Flu",
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,72,"10013","5 - 12 years",1387,1929.91,"2020 - 21","Q4","Flu",
"Hudson Square/Meatpacking District/West Village",10014,50,"10014","5 - 12 years",571,1147.37,"2020 - 21","Q4","Flu",
"Kips Bay/Murray Hill/NoMad",10016,69,"10016","5 - 12 years",1163,1675.62,"2020 - 21","Q4","Flu",
"East Midtown/Murray Hill",10017,87,"10017","5 - 12 years",372,427.81,"2020 - 21","Q4","Flu",
"Hell's Kitchen/Midtown Manhattan",10018,56,"10018","5 - 12 years",119,212.2,"2020 - 21","Q4","Flu",
"Hell's Kitchen/Midtown Manhattan",10019,64,"10019, 10020","5 - 12 years",789,1238.85,"2020 - 21","Q4","Flu",
"Lenox Hill/Upper East Side",10021,62,"10021","5 - 12 years",1491,2411.72,"2020 - 21","Q4","Flu",
"East Midtown",10022,71,"10022","5 - 12 years",894,1251.99,"2020 - 21","Q4","Flu",
"Lincoln Square",10023,64,"10023","5 - 12 years",2266,3514.88,"2020 - 21","Q4","Flu",
"Upper West Side",10024,57,"10024","5 - 12 years",2569,4473.12,"2020 - 21","Q4","Flu",
"Manhattan Valley/Morningside Heights/Upper West Side",10025,46,"10025","5 - 12 years",2771,6085.15,"2020 - 21","Q4","Flu",
"Central Harlem (South)",10026,38,"10026","5 - 12 years",1227,3246.47,"2020 - 21","Q4","Flu",
"Central Harlem (South)/Morningside Heights/West Harlem",10027,35,"10027","5 - 12 years",1696,4886.1,"2020 - 21","Q4","Flu",
"Upper East Side/Yorkville",10028,51,"10028","5 - 12 years",1662,3286.16,"2020 - 21","Q4","Flu",
"East Harlem",10029,42,"10029","5 - 12 years",2803,6719.66,"2020 - 21","Q4","Flu",
"Central Harlem (North)",10030,28,"10030","5 - 12 years",811,2900.42,"2020 - 21","Q4","Flu",
"Hamilton Heights/West Harlem",10031,37,"10031","5 - 12 years",1637,4433.84,"2020 - 21","Q4","Flu",
"Washington Heights (South)",10032,41,"10032","5 - 12 years",1702,4149.57,"2020 - 21","Q4","Flu",
"Washington Heights (North)/Washington Heights (South)",10033,44,"10033","5 - 12 years",1824,4165.7,"2020 - 21","Q4","Flu",
"Inwood/Washington Heights (North)",10034,39,"10034","5 - 12 years",1241,3209.91,"2020 - 21","Q4","Flu",
"East Harlem",10035,38,"10035","5 - 12 years",1283,3343.13,"2020 - 21","Q4","Flu",
"Hell's Kitchen/Midtown Manhattan",10036,48,"10036","5 - 12 years",435,909.12,"2020 - 21","Q4","Flu",
"Central Harlem (North)/East Harlem",10037,47,"10037","5 - 12 years",638,1364.45,"2020 - 21","Q4","Flu",
"Chinatown/Financial District",10038,61,"10038","5 - 12 years",670,1089.89,"2020 - 21","Q4","Flu",
"Central Harlem (North)/Washington Heights (South)",10039,28,"10039","5 - 12 years",892,3155.04,"2020 - 21","Q4","Flu",
"Washington Heights (North)",10040,45,"10040","5 - 12 years",1426,3184.52,"2020 - 21","Q4","Flu",
"Roosevelt Island",10044,59,"10044","5 - 12 years",429,730.21,"2020 - 21","Q4","Flu",
"Lenox Hill/Upper East Side",10065,73,"10065","5 - 12 years",1167,1591.02,"2020 - 21","Q4","Flu",
"Lincoln Square",10069,99,"10069","5 - 12 years",408,296.36,"2020 - 21","Q4","Flu",
"Lenox Hill/Upper East Side",10075,67,"10075, 10162","5 - 12 years",1114,1656.85,"2020 - 21","Q4","Flu",
"Upper East Side/Yorkville",10128,53,"10128","5 - 12 years",2059,3889.59,"2020 - 21","Q4","Flu",
"Battery Park City",10280,64,"10280","5 - 12 years",414,651,"2020 - 21","Q4","Flu",
"Battery Park City",10282,88,"10282","5 - 12 years",456,517.93,"2020 - 21","Q4","Flu",
"Silver Lake/St. George",10301,40,"10301","5 - 12 years",1475,3696.98,"2020 - 21","Q4","Flu",
"Elm Park",10302,43,"10302","5 - 12 years",906,2128.39,"2020 - 21","Q4","Flu",
"Graniteville/Mariner's Harbor/Port Ivory",10303,29,"10303","5 - 12 years",994,3387.1,"2020 - 21","Q4","Flu",
"New Dorp/Todt Hill",10304,37,"10304","5 - 12 years",1675,4563.57,"2020 - 21","Q4","Flu",
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,31,"10305","5 - 12 years",1162,3775.82,"2020 - 21","Q4","Flu",
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,30,"10306","5 - 12 years",1511,4993.19,"2020 - 21","Q4","Flu",
"Tottenville",10307,19,"10307","5 - 12 years",334,1757.24,"2020 - 21","Q4","Flu",
"Great Kills",10308,29,"10308","5 - 12 years",807,2748.74,"2020 - 21","Q4","Flu",
"Charleston/Prince's Bay/Woodrow",10309,25,"10309","5 - 12 years",912,3687.47,"2020 - 21","Q4","Flu",
"Port Richmond/Randall Manor/West Brighton",10310,34,"10310","5 - 12 years",1049,3071.23,"2020 - 21","Q4","Flu",
"Annadale/Rossville",10312,28,"10312","5 - 12 years",1682,5952.74,"2020 - 21","Q4","Flu",
"Bloomfield/Freshkills Park",10314,32,"10314","5 - 12 years",2719,8492.64,"2020 - 21","Q4","Flu",
"Concourse/Melrose",10451,45,"10451","5 - 12 years",2366,5248.12,"2020 - 21","Q4","Flu",
"Concourse/Highbridge",10452,43,"10452","5 - 12 years",4021,9381.92,"2020 - 21","Q4","Flu",
"Morris Heights/Mount Hope/University Heights",10453,41,"10453","5 - 12 years",3879,9488.17,"2020 - 21","Q4","Flu",
"Mott Haven/Port Morris",10454,41,"10454","5 - 12 years",2043,4951.89,"2020 - 21","Q4","Flu",
"Mott Haven",10455,40,"10455","5 - 12 years",2087,5274.59,"2020 - 21","Q4","Flu",
"Claremont/Morrisania",10456,38,"10456","5 - 12 years",4286,11151.76,"2020 - 21","Q4","Flu",
"Belmont/Claremont/Mount Hope/Tremont",10457,38,"10457","5 - 12 years",3707,9782.35,"2020 - 21","Q4","Flu",
"Belmont/Fordham University/Kingsbridge",10458,38,"10458","5 - 12 years",3710,9836.42,"2020 - 21","Q4","Flu",
"Charlotte Gardens/Hunts Point",10459,33,"10459","5 - 12 years",2132,6459.93,"2020 - 21","Q4","Flu",
