"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,57,"10001, 10118","5 - 12 years",1,555,972.83,"2021 - 22","Q2","Flu",
"Chinatown/Lower East Side",10002,54,"10002","5 - 12 years",1,2881,5360.1,"2021 - 22","Q2","Flu",
"East Village/Gramercy/Greenwich Village",10003,65,"10003","5 - 12 years",1,932,1444.28,"2021 - 22","Q2","Flu",
"Financial District",10004,99,"10004","5 - 12 years",1,185,132.57,"2021 - 22","Q2","Flu",
"Financial District",10005,99,"10005","5 - 12 years",1,225,208.32,"2021 - 22","Q2","Flu",
"Financial District",10006,99,"10006","5 - 12 years",1,126,83.03,"2021 - 22","Q2","Flu",
"TriBeCa",10007,95,"10007","5 - 12 years",1,529,556.75,"2021 - 22","Q2","Flu",
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,42,"10009","5 - 12 years",1,1253,2977.55,"2021 - 22","Q2","Flu",
"Flatiron/Gramercy/Kips Bay",10010,92,"10010","5 - 12 years",1,986,1077.23,"2021 - 22","Q2","Flu",
"Chelsea",10011,69,"10011","5 - 12 years",1,1284,1868.6,"2021 - 22","Q2","Flu",
"Greenwich Village/SoHo",10012,53,"10012","5 - 12 years",1,471,895.04,"2021 - 22","Q2","Flu",
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,76,"10013","5 - 12 years",1,1371,1810.86,"2021 - 22","Q2","Flu",
"Hudson Square/Meatpacking District/West Village",10014,58,"10014","5 - 12 years",1,638,1108.14,"2021 - 22","Q2","Flu",
"Kips Bay/Murray Hill/NoMad",10016,73,"10016","5 - 12 years",1,1174,1614.41,"2021 - 22","Q2","Flu",
"East Midtown/Murray Hill",10017,99,"10017","5 - 12 years",1,420,421.93,"2021 - 22","Q2","Flu",
"Hell's Kitchen/Midtown Manhattan",10018,58,"10018","5 - 12 years",1,126,215.86,"2021 - 22","Q2","Flu",
"Hell's Kitchen/Midtown Manhattan",10019,70,"10019, 10020","5 - 12 years",1,894,1282.59,"2021 - 22","Q2","Flu",
"Lenox Hill/Upper East Side",10021,73,"10021","5 - 12 years",1,1671,2285.34,"2021 - 22","Q2","Flu",
"East Midtown",10022,73,"10022","5 - 12 years",1,941,1284.71,"2021 - 22","Q2","Flu",
"Lincoln Square",10023,71,"10023","5 - 12 years",1,2513,3554.14,"2021 - 22","Q2","Flu",
"Upper West Side",10024,64,"10024","5 - 12 years",1,2783,4334.59,"2021 - 22","Q2","Flu",
"Manhattan Valley/Morningside Heights/Upper West Side",10025,51,"10025","5 - 12 years",1,2965,5758.54,"2021 - 22","Q2","Flu",
"Central Harlem (South)",10026,44,"10026","5 - 12 years",1,1350,3036.3,"2021 - 22","Q2","Flu",
"Central Harlem (South)/Morningside Heights/West Harlem",10027,41,"10027","5 - 12 years",1,1941,4723.35,"2021 - 22","Q2","Flu",
"Upper East Side/Yorkville",10028,56,"10028","5 - 12 years",1,1784,3180.03,"2021 - 22","Q2","Flu",
"East Harlem",10029,45,"10029","5 - 12 years",1,3065,6747.87,"2021 - 22","Q2","Flu",
"Central Harlem (North)",10030,32,"10030","5 - 12 years",1,887,2802.34,"2021 - 22","Q2","Flu",
"Hamilton Heights/West Harlem",10031,38,"10031","5 - 12 years",1,1703,4427.81,"2021 - 22","Q2","Flu",
"Washington Heights (South)",10032,46,"10032","5 - 12 years",1,1790,3868.2,"2021 - 22","Q2","Flu",
"Washington Heights (North)/Washington Heights (South)",10033,49,"10033","5 - 12 years",1,1885,3859.68,"2021 - 22","Q2","Flu",
"Inwood/Washington Heights (North)",10034,43,"10034","5 - 12 years",1,1343,3125.31,"2021 - 22","Q2","Flu",
"East Harlem",10035,40,"10035","5 - 12 years",1,1358,3389.22,"2021 - 22","Q2","Flu",
"Hell's Kitchen/Midtown Manhattan",10036,51,"10036","5 - 12 years",1,450,882.44,"2021 - 22","Q2","Flu",
"Central Harlem (North)/East Harlem",10037,88,"10037","5 - 12 years",1,1138,1289.53,"2021 - 22","Q2","Flu",
"Chinatown/Financial District",10038,64,"10038","5 - 12 years",1,703,1091.69,"2021 - 22","Q2","Flu",
"Central Harlem (North)/Washington Heights (South)",10039,31,"10039","5 - 12 years",1,985,3198.48,"2021 - 22","Q2","Flu",
"Washington Heights (North)",10040,45,"10040","5 - 12 years",1,1407,3117.77,"2021 - 22","Q2","Flu",
"Roosevelt Island",10044,62,"10044","5 - 12 years",1,455,730.52,"2021 - 22","Q2","Flu",
"Lenox Hill/Upper East Side",10065,79,"10065","5 - 12 years",1,1247,1572.43,"2021 - 22","Q2","Flu",
"Lincoln Square",10069,99,"10069","5 - 12 years",1,470,349.01,"2021 - 22","Q2","Flu",
"Lenox Hill/Upper East Side",10075,77,"10075, 10162","5 - 12 years",1,1230,1597.99,"2021 - 22","Q2","Flu",
"Upper East Side/Yorkville",10128,59,"10128","5 - 12 years",1,2352,3958.66,"2021 - 22","Q2","Flu",
"Battery Park City",10280,59,"10280","5 - 12 years",1,376,642.33,"2021 - 22","Q2","Flu",
"Battery Park City",10282,99,"10282","5 - 12 years",1,472,463.4,"2021 - 22","Q2","Flu",
"Silver Lake/St. George",10301,38,"10301","5 - 12 years",1,1391,3658.2,"2021 - 22","Q2","Flu",
"Elm Park",10302,40,"10302","5 - 12 years",1,877,2196,"2021 - 22","Q2","Flu",
"Graniteville/Mariner's Harbor/Port Ivory",10303,32,"10303","5 - 12 years",1,1001,3172.04,"2021 - 22","Q2","Flu",
"New Dorp/Todt Hill",10304,36,"10304","5 - 12 years",1,1659,4636.24,"2021 - 22","Q2","Flu",
