"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,68,"10001, 10118","6 months - 17 years",1480,2162.36,"2019 - 20","Q2","Flu",
"Chinatown/Lower East Side",10002,76,"10002","6 months - 17 years",8600,11341.03,"2019 - 20","Q2","Flu",
"East Village/Gramercy/Greenwich Village",10003,70,"10003","6 months - 17 years",2594,3706.73,"2019 - 20","Q2","Flu",
"Financial District",10004,99,"10004","6 months - 17 years",483,457.3,"2019 - 20","Q2","Flu",
"Financial District",10005,99,"10005","6 months - 17 years",645,587.12,"2019 - 20","Q2","Flu",
"Financial District",10006,99,"10006","6 months - 17 years",316,240.52,"2019 - 20","Q2","Flu",
"TriBeCa",10007,95,"10007","6 months - 17 years",1300,1374.77,"2019 - 20","Q2","Flu",
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,54,"10009","6 months - 17 years",3590,6691.6,"2019 - 20","Q2","Flu",
"Flatiron/Gramercy/Kips Bay",10010,90,"10010","6 months - 17 years",2459,2722.88,"2019 - 20","Q2","Flu",
"Chelsea",10011,65,"10011","6 months - 17 years",3118,4825.54,"2019 - 20","Q2","Flu",
"Greenwich Village/SoHo",10012,57,"10012","6 months - 17 years",1176,2074.18,"2019 - 20","Q2","Flu",
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,81,"10013","6 months - 17 years",3582,4401,"2019 - 20","Q2","Flu",
"Hudson Square/Meatpacking District/West Village",10014,58,"10014","6 months - 17 years",1553,2700.59,"2019 - 20","Q2","Flu",
"Kips Bay/Murray Hill/NoMad",10016,83,"10016","6 months - 17 years",3456,4174.1,"2019 - 20","Q2","Flu",
"East Midtown/Murray Hill",10017,91,"10017","6 months - 17 years",990,1090.25,"2019 - 20","Q2","Flu",
"Hell's Kitchen/Midtown Manhattan",10018,82,"10018","6 months - 17 years",417,509.82,"2019 - 20","Q2","Flu",
