"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,68,"10001, 10118","6 months - 17 years",1,1509,2209.18,"2023 - 24","Q4","Flu",
"Chinatown/Lower East Side",10002,43,"10002","6 months - 17 years",1,4673,10869.19,"2023 - 24","Q4","Flu",
"East Village/Gramercy/Greenwich Village",10003,56,"10003","6 months - 17 years",1,1839,3284.03,"2023 - 24","Q4","Flu",
"Financial District",10004,99,"10004","6 months - 17 years",1,385,331.84,"2023 - 24","Q4","Flu",
"Financial District",10005,99,"10005","6 months - 17 years",1,603,512.93,"2023 - 24","Q4","Flu",
"Financial District",10006,99,"10006","6 months - 17 years",1,343,239.83,"2023 - 24","Q4","Flu",
"TriBeCa",10007,80,"10007","6 months - 17 years",1,1008,1263.24,"2023 - 24","Q4","Flu",
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,34,"10009","6 months - 17 years",1,2134,6363.17,"2023 - 24","Q4","Flu",
"Flatiron/Gramercy/Kips Bay",10010,72,"10010","6 months - 17 years",1,1717,2389.59,"2023 - 24","Q4","Flu",
"Chelsea",10011,54,"10011","6 months - 17 years",1,2272,4176.54,"2023 - 24","Q4","Flu",
"Greenwich Village/SoHo",10012,50,"10012","6 months - 17 years",1,976,1939.93,"2023 - 24","Q4","Flu",
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,72,"10013","6 months - 17 years",1,2724,3759.91,"2023 - 24","Q4","Flu",
"Hudson Square/Meatpacking District/West Village",10014,54,"10014","6 months - 17 years",1,1276,2380.27,"2023 - 24","Q4","Flu",
"Kips Bay/Murray Hill/NoMad",10016,66,"10016","6 months - 17 years",1,2411,3640.16,"2023 - 24","Q4","Flu",
"East Midtown/Murray Hill",10017,99,"10017","6 months - 17 years",1,2472,987.28,"2023 - 24","Q4","Flu",
"Hell's Kitchen/Midtown Manhattan",10018,77,"10018","6 months - 17 years",1,371,484.64,"2023 - 24","Q4","Flu",
"Hell's Kitchen/Midtown Manhattan",10019,72,"10019, 10020","6 months - 17 years",1,2241,3104.49,"2023 - 24","Q4","Flu",
"Lenox Hill/Upper East Side",10021,71,"10021","6 months - 17 years",1,3361,4746.55,"2023 - 24","Q4","Flu",
"East Midtown",10022,66,"10022","6 months - 17 years",1,1869,2817.16,"2023 - 24","Q4","Flu",
"Lincoln Square",10023,60,"10023","6 months - 17 years",1,4823,8092.63,"2023 - 24","Q4","Flu",
"Upper West Side",10024,56,"10024","6 months - 17 years",1,5220,9386.69,"2023 - 24","Q4","Flu",
"Manhattan Valley/Morningside Heights/Upper West Side",10025,44,"10025","6 months - 17 years",1,5480,12402.37,"2023 - 24","Q4","Flu",
"Central Harlem (South)",10026,32,"10026","6 months - 17 years",1,2004,6279.6,"2023 - 24","Q4","Flu",
"Central Harlem (South)/Morningside Heights/West Harlem",10027,29,"10027","6 months - 17 years",1,2858,9974.93,"2023 - 24","Q4","Flu",
"Upper East Side/Yorkville",10028,48,"10028","6 months - 17 years",1,3156,6552.31,"2023 - 24","Q4","Flu",
"East Harlem",10029,33,"10029","6 months - 17 years",1,4684,14168.1,"2023 - 24","Q4","Flu",
"Central Harlem (North)",10030,23,"10030","6 months - 17 years",1,1371,6035.04,"2023 - 24","Q4","Flu",
"Hamilton Heights/West Harlem",10031,27,"10031","6 months - 17 years",1,2545,9545.9,"2023 - 24","Q4","Flu",
"Washington Heights (South)",10032,30,"10032","6 months - 17 years",1,2569,8546.35,"2023 - 24","Q4","Flu",
"Washington Heights (North)/Washington Heights (South)",10033,33,"10033","6 months - 17 years",1,2849,8565.21,"2023 - 24","Q4","Flu",
"Inwood/Washington Heights (North)",10034,28,"10034","6 months - 17 years",1,1871,6760.73,"2023 - 24","Q4","Flu",
"East Harlem",10035,27,"10035","6 months - 17 years",1,1971,7227.93,"2023 - 24","Q4","Flu",
"Hell's Kitchen/Midtown Manhattan",10036,80,"10036","6 months - 17 years",1,1637,2047.83,"2023 - 24","Q4","Flu",
"Central Harlem (North)/East Harlem",10037,99,"10037","6 months - 17 years",1,2957,2787.07,"2023 - 24","Q4","Flu",
"Chinatown/Financial District",10038,52,"10038","6 months - 17 years",1,1232,2391.27,"2023 - 24","Q4","Flu",
"Central Harlem (North)/Washington Heights (South)",10039,20,"10039","6 months - 17 years",1,1352,6651.17,"2023 - 24","Q4","Flu",
"Washington Heights (North)",10040,30,"10040","6 months - 17 years",1,2075,6937.4,"2023 - 24","Q4","Flu",
"Roosevelt Island",10044,51,"10044","6 months - 17 years",1,877,1711.39,"2023 - 24","Q4","Flu",
"Lenox Hill/Upper East Side",10065,77,"10065","6 months - 17 years",1,2654,3458.9,"2023 - 24","Q4","Flu",
"Lincoln Square",10069,99,"10069","6 months - 17 years",1,885,809.54,"2023 - 24","Q4","Flu",
"Lenox Hill/Upper East Side",10075,68,"10075, 10162","6 months - 17 years",1,2213,3232.23,"2023 - 24","Q4","Flu",
"Upper East Side/Yorkville",10128,50,"10128","6 months - 17 years",1,4195,8467.12,"2023 - 24","Q4","Flu",
"Battery Park City",10280,45,"10280","6 months - 17 years",1,662,1472.04,"2023 - 24","Q4","Flu",
