"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,59,"10001, 10118","5 - 12 years",546,926.42,"2019 - 20","Q2","Flu",
"Chinatown/Lower East Side",10002,70,"10002","5 - 12 years",3827,5492.05,"2019 - 20","Q2","Flu",
"East Village/Gramercy/Greenwich Village",10003,61,"10003","5 - 12 years",957,1574.16,"2019 - 20","Q2","Flu",
"Financial District",10004,99,"10004","5 - 12 years",199,172.06,"2019 - 20","Q2","Flu",
"Financial District",10005,99,"10005","5 - 12 years",244,226.88,"2019 - 20","Q2","Flu",
"Financial District",10006,99,"10006","5 - 12 years",115,81.35,"2019 - 20","Q2","Flu",
"TriBeCa",10007,99,"10007","5 - 12 years",566,563.15,"2019 - 20","Q2","Flu",
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,45,"10009","5 - 12 years",1401,3109.75,"2019 - 20","Q2","Flu",
"Flatiron/Gramercy/Kips Bay",10010,87,"10010","5 - 12 years",1024,1179.37,"2019 - 20","Q2","Flu",
"Chelsea",10011,59,"10011","5 - 12 years",1228,2087.94,"2019 - 20","Q2","Flu",
"Greenwich Village/SoHo",10012,53,"10012","5 - 12 years",490,923.5,"2019 - 20","Q2","Flu",
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,78,"10013","5 - 12 years",1588,2033.1,"2019 - 20","Q2","Flu",
"Hudson Square/Meatpacking District/West Village",10014,51,"10014","5 - 12 years",624,1220.82,"2019 - 20","Q2","Flu",
"Kips Bay/Murray Hill/NoMad",10016,74,"10016","5 - 12 years",1296,1753.34,"2019 - 20","Q2","Flu",
"East Midtown/Murray Hill",10017,83,"10017","5 - 12 years",373,451.76,"2019 - 20","Q2","Flu",
"Hell's Kitchen/Midtown Manhattan",10018,59,"10018","5 - 12 years",131,221.09,"2019 - 20","Q2","Flu",
"Hell's Kitchen/Midtown Manhattan",10019,72,"10019, 10020","5 - 12 years",928,1291.42,"2019 - 20","Q2","Flu",
"Lenox Hill/Upper East Side",10021,64,"10021","5 - 12 years",1652,2574.05,"2019 - 20","Q2","Flu",
"East Midtown",10022,73,"10022","5 - 12 years",972,1327.07,"2019 - 20","Q2","Flu",
"Lincoln Square",10023,68,"10023","5 - 12 years",2532,3722.69,"2019 - 20","Q2","Flu",
"Upper West Side",10024,60,"10024","5 - 12 years",2849,4762.34,"2019 - 20","Q2","Flu",
