"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,44,"10001, 10118","11 - 12 years",1,111,252.26,2021,"Q2","HPV",""
"Chinatown/Lower East Side",10002,61,"10002","11 - 12 years",1,795,1307.33,2021,"Q2","HPV",""
"East Village/Gramercy/Greenwich Village",10003,28,"10003","11 - 12 years",1,97,344.58,2021,"Q2","HPV",""
"Financial District",10004,99,"10004","11 - 12 years",1,30,28.5,2021,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,31,"10005","11 - 12 years",1,15,49.01,2021,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10006,45,"10006","11 - 12 years",1,11,24.45,2021,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,52,"10007","11 - 12 years",1,54,104.06,2021,"Q2","HPV",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,35,"10009","11 - 12 years",1,286,806.98,2021,"Q2","HPV",""
"Flatiron/Gramercy/Kips Bay",10010,38,"10010","11 - 12 years",1,99,261.85,2021,"Q2","HPV",""
"Chelsea",10011,37,"10011","11 - 12 years",1,159,424.13,2021,"Q2","HPV",""
"Greenwich Village/SoHo",10012,22,"10012","11 - 12 years",1,50,222.52,2021,"Q2","HPV",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,55,"10013","11 - 12 years",1,226,409.33,2021,"Q2","HPV",""
"Hudson Square/Meatpacking District/West Village",10014,31,"10014","11 - 12 years",1,74,241.32,2021,"Q2","HPV",""
"Kips Bay/Murray Hill/NoMad",10016,39,"10016","11 - 12 years",1,142,366.28,2021,"Q2","HPV",""
"East Midtown/Murray Hill",10017,52,"10017","11 - 12 years",1,48,92.98,2021,"Q2","HPV",""
"Hell's Kitchen/Midtown Manhattan",10018,53,"10018","11 - 12 years",1,23,43.29,2021,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,46,"10019, 10020","11 - 12 years",1,146,316.64,2021,"Q2","HPV",""
"Lenox Hill/Upper East Side",10021,36,"10021","11 - 12 years",1,197,554.07,2021,"Q2","HPV",""
"East Midtown",10022,36,"10022","11 - 12 years",1,104,290.05,2021,"Q2","HPV",""
"Lincoln Square",10023,35,"10023","11 - 12 years",1,285,819.22,2021,"Q2","HPV",""
"Upper West Side",10024,34,"10024","11 - 12 years",1,370,1101.27,2021,"Q2","HPV",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,40,"10025","11 - 12 years",1,591,1494.81,2021,"Q2","HPV",""
"Central Harlem (South)",10026,49,"10026","11 - 12 years",1,377,777.1,2021,"Q2","HPV",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,52,"10027","11 - 12 years",1,648,1241.91,2021,"Q2","HPV",""
"Upper East Side/Yorkville",10028,26,"10028","11 - 12 years",1,222,853.47,2021,"Q2","HPV",""
"East Harlem",10029,65,"10029","11 - 12 years",1,1143,1769.92,2021,"Q2","HPV",""
"Central Harlem (North)",10030,45,"10030","11 - 12 years",1,333,734.66,2021,"Q2","HPV",""
"Hamilton Heights/West Harlem",10031,58,"10031","11 - 12 years",1,668,1149.71,2021,"Q2","HPV",""
"Washington Heights (South)",10032,77,"10032","11 - 12 years",1,778,1014.37,2021,"Q2","HPV",""
"Washington Heights (North)/Washington Heights (South)",10033,68,"10033","11 - 12 years",1,697,1023.87,2021,"Q2","HPV",""
"Inwood/Washington Heights (North)",10034,68,"10034","11 - 12 years",1,557,824.38,2021,"Q2","HPV",""
"East Harlem",10035,55,"10035","11 - 12 years",1,507,916.74,2021,"Q2","HPV",""
"Hell's Kitchen/Midtown Manhattan",10036,53,"10036","11 - 12 years",1,109,205.19,2021,"Q2","HPV",""
"Central Harlem (North)/East Harlem",10037,99,"10037","11 - 12 years",1,1260,342.26,2021,"Q2","HPV",""
"Chinatown/Financial District",10038,50,"10038","11 - 12 years",1,139,275.51,2021,"Q2","HPV",""
