"YEAR_COVERAGE","QUARTER","AGE_GROUP","VACCINE_GROUP","DOSES","BOROUGH","PERC_VAC"
2026,"Q2","24 - 35 months","Varicella",1,"Citywide",88
2026,"Q2","24 - 35 months","Varicella",1,"Bronx",87
2026,"Q2","24 - 35 months","Varicella",1,"Brooklyn",85
2026,"Q2","24 - 35 months","Varicella",1,"Manhattan",93
2026,"Q2","24 - 35 months","Varicella",1,"Queens",91
2026,"Q2","24 - 35 months","Varicella",1,"Staten Island",77
