"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,69,"10001, 10118","13 - 17 years","2 or 3",462,669.56,2022,"Q2","HPV",
"Chinatown/Lower East Side",10002,99,"10002","13 - 17 years","2 or 3",3094,3026.12,2022,"Q2","HPV",
"East Village/Gramercy/Greenwich Village",10003,63,"10003","13 - 17 years","2 or 3",574,915.33,2022,"Q2","HPV",
"Financial District",10004,99,"10004","13 - 17 years","2 or 3",101,73.47,2022,"Q2","HPV",
"Financial District",10005,99,"10005","13 - 17 years","2 or 3",96,80.88,2022,"Q2","HPV",
"Financial District",10006,78,"10006","13 - 17 years","2 or 3",51,65.76,2022,"Q2","HPV",
"TriBeCa",10007,99,"10007","13 - 17 years","2 or 3",256,206.96,2022,"Q2","HPV",
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,66,"10009","13 - 17 years","2 or 3",1282,1949.69,2022,"Q2","HPV",
"Flatiron/Gramercy/Kips Bay",10010,93,"10010","13 - 17 years","2 or 3",541,580.44,2022,"Q2","HPV",
"Chelsea",10011,68,"10011","13 - 17 years","2 or 3",735,1074.59,2022,"Q2","HPV",
"Greenwich Village/SoHo",10012,62,"10012","13 - 17 years","2 or 3",325,521.28,2022,"Q2","HPV",
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,96,"10013","13 - 17 years","2 or 3",840,878.52,2022,"Q2","HPV",
"Hudson Square/Meatpacking District/West Village",10014,60,"10014","13 - 17 years","2 or 3",373,625.67,2022,"Q2","HPV",
"Kips Bay/Murray Hill/NoMad",10016,87,"10016","13 - 17 years","2 or 3",693,792.39,2022,"Q2","HPV",
"East Midtown/Murray Hill",10017,99,"10017","13 - 17 years","2 or 3",228,220,2022,"Q2","HPV",
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","13 - 17 years","2 or 3",128,122.5,2022,"Q2","HPV",
"Hell's Kitchen/Midtown Manhattan",10019,78,"10019, 10020","13 - 17 years","2 or 3",615,783.47,2022,"Q2","HPV",
"Lenox Hill/Upper East Side",10021,87,"10021","13 - 17 years","2 or 3",984,1133.7,2022,"Q2","HPV",
"East Midtown",10022,90,"10022","13 - 17 years","2 or 3",580,647.34,2022,"Q2","HPV",
"Lincoln Square",10023,75,"10023","13 - 17 years","2 or 3",1477,1965.55,2022,"Q2","HPV",
"Upper West Side",10024,64,"10024","13 - 17 years","2 or 3",1706,2656.42,2022,"Q2","HPV",
"Manhattan Valley/Morningside Heights/Upper West Side",10025,66,"10025","13 - 17 years","2 or 3",2436,3683.85,2022,"Q2","HPV",
"Central Harlem (South)",10026,84,"10026","13 - 17 years","2 or 3",1370,1623.81,2022,"Q2","HPV",
"Central Harlem (South)/Morningside Heights/West Harlem",10027,81,"10027","13 - 17 years","2 or 3",2242,2759.19,2022,"Q2","HPV",
"Upper East Side/Yorkville",10028,68,"10028","13 - 17 years","2 or 3",1304,1907.82,2022,"Q2","HPV",
"East Harlem",10029,91,"10029","13 - 17 years","2 or 3",3714,4079.07,2022,"Q2","HPV",
"Central Harlem (North)",10030,73,"10030","13 - 17 years","2 or 3",1222,1673.34,2022,"Q2","HPV",
"Hamilton Heights/West Harlem",10031,78,"10031","13 - 17 years","2 or 3",2138,2745.89,2022,"Q2","HPV",
"Washington Heights (South)",10032,94,"10032","13 - 17 years","2 or 3",2365,2516.02,2022,"Q2","HPV",
"Washington Heights (North)/Washington Heights (South)",10033,84,"10033","13 - 17 years","2 or 3",2072,2472.97,2022,"Q2","HPV",
"Inwood/Washington Heights (North)",10034,85,"10034","13 - 17 years","2 or 3",1616,1908.99,2022,"Q2","HPV",
"East Harlem",10035,81,"10035","13 - 17 years","2 or 3",1681,2071.88,2022,"Q2","HPV",
"Hell's Kitchen/Midtown Manhattan",10036,81,"10036","13 - 17 years","2 or 3",426,525.55,2022,"Q2","HPV",
"Central Harlem (North)/East Harlem",10037,99,"10037","13 - 17 years","2 or 3",890,800.87,2022,"Q2","HPV",
"Chinatown/Financial District",10038,84,"10038","13 - 17 years","2 or 3",555,661.73,2022,"Q2","HPV",
"Central Harlem (North)/Washington Heights (South)",10039,76,"10039","13 - 17 years","2 or 3",1414,1858.22,2022,"Q2","HPV",
"Washington Heights (North)",10040,83,"10040","13 - 17 years","2 or 3",1677,2008.78,2022,"Q2","HPV",
"Roosevelt Island",10044,50,"10044","13 - 17 years","2 or 3",277,549.62,2022,"Q2","HPV",
"Lenox Hill/Upper East Side",10065,85,"10065","13 - 17 years","2 or 3",658,772.53,2022,"Q2","HPV",
"Lincoln Square",10069,99,"10069","13 - 17 years","2 or 3",259,189,2022,"Q2","HPV",
"Lenox Hill/Upper East Side",10075,99,"10075, 10162","13 - 17 years","2 or 3",839,832.02,2022,"Q2","HPV",
"Upper East Side/Yorkville",10128,70,"10128","13 - 17 years","2 or 3",1755,2498.11,2022,"Q2","HPV",
"Battery Park City",10280,73,"10280","13 - 17 years","2 or 3",195,267.32,2022,"Q2","HPV",
"Battery Park City",10282,99,"10282","13 - 17 years","2 or 3",193,191.54,2022,"Q2","HPV",
"Silver Lake/St. George",10301,67,"10301","13 - 17 years","2 or 3",1557,2321.83,2022,"Q2","HPV",
"Elm Park",10302,69,"10302","13 - 17 years","2 or 3",983,1431.67,2022,"Q2","HPV",
"Graniteville/Mariner's Harbor/Port Ivory",10303,64,"10303","13 - 17 years","2 or 3",1351,2103.19,2022,"Q2","HPV",
"New Dorp/Todt Hill",10304,61,"10304","13 - 17 years","2 or 3",1824,2969.29,2022,"Q2","HPV",
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,48,"10305","13 - 17 years","2 or 3",1170,2430.77,2022,"Q2","HPV",
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,36,"10306","13 - 17 years","2 or 3",1252,3494.83,2022,"Q2","HPV",
"Tottenville",10307,26,"10307","13 - 17 years","2 or 3",283,1099.1,2022,"Q2","HPV",
"Great Kills",10308,29,"10308","13 - 17 years","2 or 3",535,1864.68,2022,"Q2","HPV",
"Charleston/Prince's Bay/Woodrow",10309,29,"10309","13 - 17 years","2 or 3",651,2218.04,2022,"Q2","HPV",
"Port Richmond/Randall Manor/West Brighton",10310,61,"10310","13 - 17 years","2 or 3",1162,1918.46,2022,"Q2","HPV",
"Annadale/Rossville",10312,29,"10312","13 - 17 years","2 or 3",1163,3986.73,2022,"Q2","HPV",
"Bloomfield/Freshkills Park",10314,38,"10314","13 - 17 years","2 or 3",2159,5642.56,2022,"Q2","HPV",
"Concourse/Melrose",10451,99,"10451","13 - 17 years","2 or 3",3493,3149.83,2022,"Q2","HPV",
"Concourse/Highbridge",10452,99,"10452","13 - 17 years","2 or 3",5462,5373.61,2022,"Q2","HPV",
"Morris Heights/Mount Hope/University Heights",10453,99,"10453","13 - 17 years","2 or 3",5811,5660.41,2022,"Q2","HPV",
"Mott Haven/Port Morris",10454,99,"10454","13 - 17 years","2 or 3",2954,2940.33,2022,"Q2","HPV",
"Mott Haven",10455,99,"10455","13 - 17 years","2 or 3",3262,3104.72,2022,"Q2","HPV",
"Claremont/Morrisania",10456,99,"10456","13 - 17 years","2 or 3",6557,6391.44,2022,"Q2","HPV",
"Belmont/Claremont/Mount Hope/Tremont",10457,96,"10457","13 - 17 years","2 or 3",5586,5827.47,2022,"Q2","HPV",
"Belmont/Fordham University/Kingsbridge",10458,99,"10458","13 - 17 years","2 or 3",5387,5400.11,2022,"Q2","HPV",
"Charlotte Gardens/Hunts Point",10459,99,"10459","13 - 17 years","2 or 3",3565,3575.33,2022,"Q2","HPV",
"Charlotte Gardens/Tremont/Van Nest/West Farms",10460,88,"10460","13 - 17 years","2 or 3",3978,4501.57,2022,"Q2","HPV",
"Morris Park/Pelham Bay/Westchester Square",10461,78,"10461","13 - 17 years","2 or 3",2184,2794.05,2022,"Q2","HPV",
