"YEAR_COVERAGE","QUARTER","AGE_GROUP","VACCINE_GROUP","DOSES","BOROUGH","PERC_VAC"
2026,"Q2","9 - 10 years","HPV",1,"Citywide",15
2026,"Q2","9 - 10 years","HPV",1,"Bronx",26
2026,"Q2","9 - 10 years","HPV",1,"Brooklyn",12
2026,"Q2","9 - 10 years","HPV",1,"Manhattan",13
2026,"Q2","9 - 10 years","HPV",1,"Queens",14
2026,"Q2","9 - 10 years","HPV",1,"Staten Island",6
