"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,58,"10001, 10118","6 months - 17 years",1187,2053.05,"2020 - 21","Q4","Flu",
"Chinatown/Lower East Side",10002,64,"10002","6 months - 17 years",7044,10956.09,"2020 - 21","Q4","Flu",
"East Village/Gramercy/Greenwich Village",10003,59,"10003","6 months - 17 years",2034,3456.41,"2020 - 21","Q4","Flu",
"Financial District",10004,91,"10004","6 months - 17 years",381,420.09,"2020 - 21","Q4","Flu",
"Financial District",10005,99,"10005","6 months - 17 years",534,532.93,"2020 - 21","Q4","Flu",
"Financial District",10006,99,"10006","6 months - 17 years",246,220.71,"2020 - 21","Q4","Flu",
"TriBeCa",10007,82,"10007","6 months - 17 years",1018,1241.59,"2020 - 21","Q4","Flu",
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,43,"10009","6 months - 17 years",2770,6418.56,"2020 - 21","Q4","Flu",
"Flatiron/Gramercy/Kips Bay",10010,83,"10010","6 months - 17 years",2116,2539.67,"2020 - 21","Q4","Flu",
"Chelsea",10011,56,"10011","6 months - 17 years",2531,4487.96,"2020 - 21","Q4","Flu",
"Greenwich Village/SoHo",10012,52,"10012","6 months - 17 years",1005,1937.23,"2020 - 21","Q4","Flu",
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,76,"10013","6 months - 17 years",3101,4085.99,"2020 - 21","Q4","Flu",
"Hudson Square/Meatpacking District/West Village",10014,52,"10014","6 months - 17 years",1305,2496.72,"2020 - 21","Q4","Flu",
"Kips Bay/Murray Hill/NoMad",10016,75,"10016","6 months - 17 years",2902,3881.21,"2020 - 21","Q4","Flu",
"East Midtown/Murray Hill",10017,88,"10017","6 months - 17 years",880,1005.61,"2020 - 21","Q4","Flu",
"Hell's Kitchen/Midtown Manhattan",10018,73,"10018","6 months - 17 years",350,479.95,"2020 - 21","Q4","Flu",
"Hell's Kitchen/Midtown Manhattan",10019,68,"10019, 10020","6 months - 17 years",2092,3065.32,"2020 - 21","Q4","Flu",
"Lenox Hill/Upper East Side",10021,68,"10021","6 months - 17 years",3493,5123.74,"2020 - 21","Q4","Flu",
"East Midtown",10022,76,"10022","6 months - 17 years",2134,2815.5,"2020 - 21","Q4","Flu",
"Lincoln Square",10023,63,"10023","6 months - 17 years",5189,8213.94,"2020 - 21","Q4","Flu",
"Upper West Side",10024,56,"10024","6 months - 17 years",5534,9799.47,"2020 - 21","Q4","Flu",
"Manhattan Valley/Morningside Heights/Upper West Side",10025,48,"10025","6 months - 17 years",6340,13208.67,"2020 - 21","Q4","Flu",
"Central Harlem (South)",10026,41,"10026","6 months - 17 years",2742,6748.17,"2020 - 21","Q4","Flu",
"Central Harlem (South)/Morningside Heights/West Harlem",10027,37,"10027","6 months - 17 years",3811,10355.14,"2020 - 21","Q4","Flu",
"Upper East Side/Yorkville",10028,55,"10028","6 months - 17 years",3783,6860.81,"2020 - 21","Q4","Flu",
"East Harlem",10029,45,"10029","6 months - 17 years",6319,14096.55,"2020 - 21","Q4","Flu",
"Central Harlem (North)",10030,30,"10030","6 months - 17 years",1851,6262.27,"2020 - 21","Q4","Flu",
"Hamilton Heights/West Harlem",10031,38,"10031","6 months - 17 years",3645,9505.68,"2020 - 21","Q4","Flu",
"Washington Heights (South)",10032,41,"10032","6 months - 17 years",3723,9060.83,"2020 - 21","Q4","Flu",
"Washington Heights (North)/Washington Heights (South)",10033,44,"10033","6 months - 17 years",4023,9148.52,"2020 - 21","Q4","Flu",
"Inwood/Washington Heights (North)",10034,40,"10034","6 months - 17 years",2762,6900.35,"2020 - 21","Q4","Flu",
"East Harlem",10035,40,"10035","6 months - 17 years",2865,7129.71,"2020 - 21","Q4","Flu",
"Hell's Kitchen/Midtown Manhattan",10036,50,"10036","6 months - 17 years",1059,2136.71,"2020 - 21","Q4","Flu",
"Central Harlem (North)/East Harlem",10037,60,"10037","6 months - 17 years",1767,2952.96,"2020 - 21","Q4","Flu",
"Chinatown/Financial District",10038,65,"10038","6 months - 17 years",1562,2415.28,"2020 - 21","Q4","Flu",
"Central Harlem (North)/Washington Heights (South)",10039,31,"10039","6 months - 17 years",2015,6573.83,"2020 - 21","Q4","Flu",
"Washington Heights (North)",10040,44,"10040","6 months - 17 years",3055,7010.72,"2020 - 21","Q4","Flu",
"Roosevelt Island",10044,58,"10044","6 months - 17 years",1006,1749.4,"2020 - 21","Q4","Flu",
"Lenox Hill/Upper East Side",10065,75,"10065","6 months - 17 years",2693,3606.3,"2020 - 21","Q4","Flu",
"Lincoln Square",10069,99,"10069","6 months - 17 years",971,746.1,"2020 - 21","Q4","Flu",
"Lenox Hill/Upper East Side",10075,74,"10075, 10162","6 months - 17 years",2532,3410.89,"2020 - 21","Q4","Flu",
"Upper East Side/Yorkville",10128,57,"10128","6 months - 17 years",4831,8431.09,"2020 - 21","Q4","Flu",
"Battery Park City",10280,58,"10280","6 months - 17 years",904,1555.24,"2020 - 21","Q4","Flu",
"Battery Park City",10282,78,"10282","6 months - 17 years",1011,1292.97,"2020 - 21","Q4","Flu",
"Silver Lake/St. George",10301,41,"10301","6 months - 17 years",3222,7950.59,"2020 - 21","Q4","Flu",
"Elm Park",10302,43,"10302","6 months - 17 years",1990,4631.15,"2020 - 21","Q4","Flu",
"Graniteville/Mariner's Harbor/Port Ivory",10303,31,"10303","6 months - 17 years",2230,7258.89,"2020 - 21","Q4","Flu",
"New Dorp/Todt Hill",10304,38,"10304","6 months - 17 years",3704,9766.25,"2020 - 21","Q4","Flu",
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,33,"10305","6 months - 17 years",2756,8229.71,"2020 - 21","Q4","Flu",
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,32,"10306","6 months - 17 years",3485,11034.83,"2020 - 21","Q4","Flu",
"Tottenville",10307,22,"10307","6 months - 17 years",804,3579.28,"2020 - 21","Q4","Flu",
"Great Kills",10308,29,"10308","6 months - 17 years",1763,5992.11,"2020 - 21","Q4","Flu",
"Charleston/Prince's Bay/Woodrow",10309,27,"10309","6 months - 17 years",2098,7671.32,"2020 - 21","Q4","Flu",
"Port Richmond/Randall Manor/West Brighton",10310,36,"10310","6 months - 17 years",2376,6544.79,"2020 - 21","Q4","Flu",
"Annadale/Rossville",10312,30,"10312","6 months - 17 years",3856,12889.89,"2020 - 21","Q4","Flu",
"Bloomfield/Freshkills Park",10314,34,"10314","6 months - 17 years",6272,18593.07,"2020 - 21","Q4","Flu",
"Concourse/Melrose",10451,45,"10451","6 months - 17 years",5228,11538.26,"2020 - 21","Q4","Flu",
"Concourse/Highbridge",10452,44,"10452","6 months - 17 years",8846,20091.92,"2020 - 21","Q4","Flu",
"Morris Heights/Mount Hope/University Heights",10453,42,"10453","6 months - 17 years",8628,20503.2,"2020 - 21","Q4","Flu",
"Mott Haven/Port Morris",10454,42,"10454","6 months - 17 years",4461,10595.54,"2020 - 21","Q4","Flu",
"Mott Haven",10455,41,"10455","6 months - 17 years",4616,11217.2,"2020 - 21","Q4","Flu",
"Claremont/Morrisania",10456,41,"10456","6 months - 17 years",9657,23713.07,"2020 - 21","Q4","Flu",
"Belmont/Claremont/Mount Hope/Tremont",10457,40,"10457","6 months - 17 years",8355,21079.62,"2020 - 21","Q4","Flu",
"Belmont/Fordham University/Kingsbridge",10458,40,"10458","6 months - 17 years",8374,20786.76,"2020 - 21","Q4","Flu",
"Charlotte Gardens/Hunts Point",10459,34,"10459","6 months - 17 years",4702,13687.72,"2020 - 21","Q4","Flu",
"Charlotte Gardens/Tremont/Van Nest/West Farms",10460,35,"10460","6 months - 17 years",5415,15683.73,"2020 - 21","Q4","Flu",
"Morris Park/Pelham Bay/Westchester Square",10461,39,"10461","6 months - 17 years",4015,10368.01,"2020 - 21","Q4","Flu",
"Parkchester/Pelham Parkway/Van Nest/Westchester Square",10462,46,"10462","6 months - 17 years",7415,16202.13,"2020 - 21","Q4","Flu",
"Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil",10463,45,"10463","6 months - 17 years",5929,13085.12,"2020 - 21","Q4","Flu",
"City Island",10464,93,"10464","6 months - 17 years",745,798.7,"2020 - 21","Q4","Flu",
"Country Club/Throgs Neck",10465,27,"10465","6 months - 17 years",2673,9924.2,"2020 - 21","Q4","Flu",
"Edenwald/Wakefield",10466,26,"10466","6 months - 17 years",4380,16555.19,"2020 - 21","Q4","Flu",
"Allerton/Norwood/Pelham Parkway/Williamsbridge",10467,39,"10467","6 months - 17 years",8794,22792.69,"2020 - 21","Q4","Flu",
"Fordham/Kingsbridge/University Heights",10468,40,"10468","6 months - 17 years",7672,19201.73,"2020 - 21","Q4","Flu",
