"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",123,114.8,2021,"Q4","PCV",""
"Chinatown/Lower East Side",10002,83,"10002","24 - 35 months",449,543.19,2021,"Q4","PCV",""
"East Village/Gramercy/Greenwich Village",10003,93,"10003","24 - 35 months",222,238.46,2021,"Q4","PCV",""
"Financial District",10004,71,"10004","24 - 35 months",29,40.79,2021,"Q4","PCV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months",67,52.94,2021,"Q4","PCV",""
"Financial District",10006,99,"10006","24 - 35 months",26,22.41,2021,"Q4","PCV","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,81,"10007","24 - 35 months",93,114.42,2021,"Q4","PCV",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,87,"10009","24 - 35 months",291,334.12,2021,"Q4","PCV",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months",195,190.48,2021,"Q4","PCV",""
"Chelsea",10011,75,"10011","24 - 35 months",234,311.47,2021,"Q4","PCV",""
"Greenwich Village/SoHo",10012,80,"10012","24 - 35 months",101,126.37,2021,"Q4","PCV",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,86,"10013","24 - 35 months",237,276.97,2021,"Q4","PCV",""
"Hudson Square/Meatpacking District/West Village",10014,72,"10014","24 - 35 months",116,161.23,2021,"Q4","PCV",""
"Kips Bay/Murray Hill/NoMad",10016,99,"10016","24 - 35 months",343,335.43,2021,"Q4","PCV",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months",95,84.4,2021,"Q4","PCV",""
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","24 - 35 months",53,45.06,2021,"Q4","PCV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","24 - 35 months",279,263.88,2021,"Q4","PCV",""
"Lenox Hill/Upper East Side",10021,99,"10021","24 - 35 months",349,348.79,2021,"Q4","PCV",""
"East Midtown",10022,91,"10022","24 - 35 months",201,220.45,2021,"Q4","PCV",""
"Lincoln Square",10023,77,"10023","24 - 35 months",486,634.32,2021,"Q4","PCV",""
"Upper West Side",10024,74,"10024","24 - 35 months",440,596.44,2021,"Q4","PCV",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,73,"10025","24 - 35 months",539,734.58,2021,"Q4","PCV",""
"Central Harlem (South)",10026,57,"10026","24 - 35 months",236,411.4,2021,"Q4","PCV",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,62,"10027","24 - 35 months",373,601.46,2021,"Q4","PCV",""
"Upper East Side/Yorkville",10028,78,"10028","24 - 35 months",274,351.43,2021,"Q4","PCV",""
"East Harlem",10029,75,"10029","24 - 35 months",568,754.51,2021,"Q4","PCV",""
"Central Harlem (North)",10030,55,"10030","24 - 35 months",199,364.55,2021,"Q4","PCV",""
"Hamilton Heights/West Harlem",10031,70,"10031","24 - 35 months",359,515.41,2021,"Q4","PCV",""
"Washington Heights (South)",10032,73,"10032","24 - 35 months",371,510.85,2021,"Q4","PCV",""
