"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",4,142,125.36,2021,"Q2","DTaP",""
"Chinatown/Lower East Side",10002,83,"10002","24 - 35 months",4,456,549.58,2021,"Q2","DTaP",""
"East Village/Gramercy/Greenwich Village",10003,98,"10003","24 - 35 months",4,231,236.5,2021,"Q2","DTaP",""
"Financial District",10004,99,"10004","24 - 35 months",4,52,34.06,2021,"Q2","DTaP","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,96,"10005","24 - 35 months",4,53,55.33,2021,"Q2","DTaP",""
"Financial District",10006,99,"10006","24 - 35 months",4,29,25.76,2021,"Q2","DTaP","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,85,"10007","24 - 35 months",4,104,122.02,2021,"Q2","DTaP",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,94,"10009","24 - 35 months",4,316,337.2,2021,"Q2","DTaP",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months",4,188,186.4,2021,"Q2","DTaP",""
"Chelsea",10011,83,"10011","24 - 35 months",4,250,301.43,2021,"Q2","DTaP",""
"Greenwich Village/SoHo",10012,77,"10012","24 - 35 months",4,101,130.5,2021,"Q2","DTaP",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,85,"10013","24 - 35 months",4,224,262.61,2021,"Q2","DTaP",""
"Hudson Square/Meatpacking District/West Village",10014,75,"10014","24 - 35 months",4,120,160.18,2021,"Q2","DTaP",""
"Kips Bay/Murray Hill/NoMad",10016,99,"10016","24 - 35 months",4,360,330.45,2021,"Q2","DTaP",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months",4,103,87.53,2021,"Q2","DTaP",""
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","24 - 35 months",4,57,45.8,2021,"Q2","DTaP","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","24 - 35 months",4,296,274.57,2021,"Q2","DTaP",""
"Lenox Hill/Upper East Side",10021,98,"10021","24 - 35 months",4,332,338.12,2021,"Q2","DTaP",""
"East Midtown",10022,98,"10022","24 - 35 months",4,227,232.58,2021,"Q2","DTaP",""
"Lincoln Square",10023,80,"10023","24 - 35 months",4,532,662.03,2021,"Q2","DTaP",""
"Upper West Side",10024,80,"10024","24 - 35 months",4,470,590.74,2021,"Q2","DTaP",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,80,"10025","24 - 35 months",4,570,712.12,2021,"Q2","DTaP",""
"Central Harlem (South)",10026,63,"10026","24 - 35 months",4,254,400.42,2021,"Q2","DTaP",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,64,"10027","24 - 35 months",4,380,596.66,2021,"Q2","DTaP",""
"Upper East Side/Yorkville",10028,81,"10028","24 - 35 months",4,281,347.83,2021,"Q2","DTaP",""
"East Harlem",10029,73,"10029","24 - 35 months",4,565,772.72,2021,"Q2","DTaP",""
"Central Harlem (North)",10030,58,"10030","24 - 35 months",4,211,361.92,2021,"Q2","DTaP",""
"Hamilton Heights/West Harlem",10031,68,"10031","24 - 35 months",4,360,527.54,2021,"Q2","DTaP",""
"Washington Heights (South)",10032,75,"10032","24 - 35 months",4,370,491.12,2021,"Q2","DTaP",""
"Washington Heights (North)/Washington Heights (South)",10033,81,"10033","24 - 35 months",4,419,516.61,2021,"Q2","DTaP",""
"Inwood/Washington Heights (North)",10034,83,"10034","24 - 35 months",4,308,369.62,2021,"Q2","DTaP",""
"East Harlem",10035,68,"10035","24 - 35 months",4,267,390.6,2021,"Q2","DTaP",""
"Hell's Kitchen/Midtown Manhattan",10036,72,"10036","24 - 35 months",4,121,168.44,2021,"Q2","DTaP",""
"Central Harlem (North)/East Harlem",10037,88,"10037","24 - 35 months",4,152,173,2021,"Q2","DTaP",""
"Chinatown/Financial District",10038,85,"10038","24 - 35 months",4,127,150.08,2021,"Q2","DTaP",""
"Central Harlem (North)/Washington Heights (South)",10039,63,"10039","24 - 35 months",4,224,356.83,2021,"Q2","DTaP",""
"Washington Heights (North)",10040,79,"10040","24 - 35 months",4,312,394.88,2021,"Q2","DTaP",""
"Roosevelt Island",10044,74,"10044","24 - 35 months",4,84,113.48,2021,"Q2","DTaP",""
"Lenox Hill/Upper East Side",10065,96,"10065","24 - 35 months",4,261,271.88,2021,"Q2","DTaP",""
"Lincoln Square",10069,99,"10069","24 - 35 months",4,111,71.2,2021,"Q2","DTaP",""
"Lenox Hill/Upper East Side",10075,99,"10075, 10162","24 - 35 months",4,230,196.72,2021,"Q2","DTaP",""
"Upper East Side/Yorkville",10128,99,"10128","24 - 35 months",4,481,483.96,2021,"Q2","DTaP",""
"Battery Park City",10280,60,"10280","24 - 35 months",4,91,151.27,2021,"Q2","DTaP",""
"Battery Park City",10282,77,"10282","24 - 35 months",4,99,129.25,2021,"Q2","DTaP",""
"Silver Lake/St. George",10301,77,"10301","24 - 35 months",4,316,409.97,2021,"Q2","DTaP",""
"Elm Park",10302,67,"10302","24 - 35 months",4,171,256.68,2021,"Q2","DTaP",""
"Graniteville/Mariner's Harbor/Port Ivory",10303,68,"10303","24 - 35 months",4,227,335.33,2021,"Q2","DTaP",""
"New Dorp/Todt Hill",10304,77,"10304","24 - 35 months",4,383,495.09,2021,"Q2","DTaP",""
