"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",4,145,115.7,2026,"Q2","PCV",""
"Chinatown/Lower East Side",10002,49,"10002","24 - 35 months",4,243,491.86,2026,"Q2","PCV",""
"East Village/Gramercy/Greenwich Village",10003,92,"10003","24 - 35 months",4,197,214.44,2026,"Q2","PCV",""
"Financial District",10004,99,"10004","24 - 35 months",4,34,30.46,2026,"Q2","PCV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months",4,60,49.62,2026,"Q2","PCV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10006,99,"10006","24 - 35 months",4,40,23.33,2026,"Q2","PCV","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,90,"10007","24 - 35 months",4,101,111.64,2026,"Q2","PCV",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,73,"10009","24 - 35 months",4,231,317.15,2026,"Q2","PCV",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months",4,180,169.73,2026,"Q2","PCV",""
"Chelsea",10011,67,"10011","24 - 35 months",4,188,278.7,2026,"Q2","PCV",""
"Greenwich Village/SoHo",10012,87,"10012","24 - 35 months",4,103,118.55,2026,"Q2","PCV",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,87,"10013","24 - 35 months",4,204,235.44,2026,"Q2","PCV",""
"Hudson Square/Meatpacking District/West Village",10014,99,"10014","24 - 35 months",4,156,148.51,2026,"Q2","PCV",""
"Kips Bay/Murray Hill/NoMad",10016,98,"10016","24 - 35 months",4,291,295.89,2026,"Q2","PCV",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months",4,91,78.48,2026,"Q2","PCV",""
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","24 - 35 months",4,43,41.27,2026,"Q2","PCV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","24 - 35 months",4,257,249.17,2026,"Q2","PCV",""
