"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",175,132.65,2020,"Q2","DTaP",""
"Chinatown/Lower East Side",10002,85,"10002","24 - 35 months",522,613.95,2020,"Q2","DTaP",""
"East Village/Gramercy/Greenwich Village",10003,75,"10003","24 - 35 months",213,282.78,2020,"Q2","DTaP",""
"Financial District",10004,89,"10004","24 - 35 months",43,48.44,2020,"Q2","DTaP","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months",87,63.23,2020,"Q2","DTaP",""
"Financial District",10006,99,"10006","24 - 35 months",46,27.06,2020,"Q2","DTaP","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,85,"10007","24 - 35 months",117,138.02,2020,"Q2","DTaP",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,91,"10009","24 - 35 months",345,380.97,2020,"Q2","DTaP",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months",255,222.4,2020,"Q2","DTaP",""
"Chelsea",10011,76,"10011","24 - 35 months",279,368.1,2020,"Q2","DTaP",""
"Greenwich Village/SoHo",10012,67,"10012","24 - 35 months",101,150.75,2020,"Q2","DTaP",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,89,"10013","24 - 35 months",293,330.71,2020,"Q2","DTaP",""
"Hudson Square/Meatpacking District/West Village",10014,62,"10014","24 - 35 months",120,193.5,2020,"Q2","DTaP",""
"Kips Bay/Murray Hill/NoMad",10016,99,"10016","24 - 35 months",394,391.05,2020,"Q2","DTaP",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months",113,100.06,2020,"Q2","DTaP",""
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","24 - 35 months",56,51.97,2020,"Q2","DTaP",""
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","24 - 35 months",329,308.46,2020,"Q2","DTaP",""
