"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",140,114.8,2021,"Q2","PCV",""
"Chinatown/Lower East Side",10002,78,"10002","24 - 35 months",424,543.19,2021,"Q2","PCV",""
"East Village/Gramercy/Greenwich Village",10003,95,"10003","24 - 35 months",227,238.46,2021,"Q2","PCV",""
"Financial District",10004,99,"10004","24 - 35 months",45,40.79,2021,"Q2","PCV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months",54,52.94,2021,"Q2","PCV",""
"Financial District",10006,99,"10006","24 - 35 months",31,22.41,2021,"Q2","PCV","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,95,"10007","24 - 35 months",109,114.42,2021,"Q2","PCV",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,94,"10009","24 - 35 months",313,334.12,2021,"Q2","PCV",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months",192,190.48,2021,"Q2","PCV",""
"Chelsea",10011,83,"10011","24 - 35 months",257,311.47,2021,"Q2","PCV",""
"Greenwich Village/SoHo",10012,84,"10012","24 - 35 months",106,126.37,2021,"Q2","PCV",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,86,"10013","24 - 35 months",238,276.97,2021,"Q2","PCV",""
"Hudson Square/Meatpacking District/West Village",10014,80,"10014","24 - 35 months",129,161.23,2021,"Q2","PCV",""
"Kips Bay/Murray Hill/NoMad",10016,99,"10016","24 - 35 months",364,335.43,2021,"Q2","PCV",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months",104,84.4,2021,"Q2","PCV",""
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","24 - 35 months",55,45.06,2021,"Q2","PCV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","24 - 35 months",292,263.88,2021,"Q2","PCV",""
"Lenox Hill/Upper East Side",10021,98,"10021","24 - 35 months",342,348.79,2021,"Q2","PCV",""
"East Midtown",10022,99,"10022","24 - 35 months",237,220.45,2021,"Q2","PCV",""
"Lincoln Square",10023,87,"10023","24 - 35 months",553,634.32,2021,"Q2","PCV",""
"Upper West Side",10024,85,"10024","24 - 35 months",505,596.44,2021,"Q2","PCV",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,82,"10025","24 - 35 months",600,734.58,2021,"Q2","PCV",""
"Central Harlem (South)",10026,62,"10026","24 - 35 months",257,411.4,2021,"Q2","PCV",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,63,"10027","24 - 35 months",377,601.46,2021,"Q2","PCV",""
"Upper East Side/Yorkville",10028,83,"10028","24 - 35 months",293,351.43,2021,"Q2","PCV",""
"East Harlem",10029,76,"10029","24 - 35 months",577,754.51,2021,"Q2","PCV",""
"Central Harlem (North)",10030,58,"10030","24 - 35 months",213,364.55,2021,"Q2","PCV",""
"Hamilton Heights/West Harlem",10031,70,"10031","24 - 35 months",362,515.41,2021,"Q2","PCV",""
"Washington Heights (South)",10032,75,"10032","24 - 35 months",383,510.85,2021,"Q2","PCV",""
"Washington Heights (North)/Washington Heights (South)",10033,79,"10033","24 - 35 months",421,536.23,2021,"Q2","PCV",""
"Inwood/Washington Heights (North)",10034,84,"10034","24 - 35 months",315,373.06,2021,"Q2","PCV",""
"East Harlem",10035,70,"10035","24 - 35 months",268,380.72,2021,"Q2","PCV",""
"Hell's Kitchen/Midtown Manhattan",10036,75,"10036","24 - 35 months",129,171.17,2021,"Q2","PCV",""
"Central Harlem (North)/East Harlem",10037,85,"10037","24 - 35 months",151,177.25,2021,"Q2","PCV",""
"Chinatown/Financial District",10038,89,"10038","24 - 35 months",132,147.97,2021,"Q2","PCV",""
"Central Harlem (North)/Washington Heights (South)",10039,65,"10039","24 - 35 months",223,345.01,2021,"Q2","PCV",""
"Washington Heights (North)",10040,83,"10040","24 - 35 months",324,390.29,2021,"Q2","PCV",""
"Roosevelt Island",10044,74,"10044","24 - 35 months",83,112.07,2021,"Q2","PCV",""
"Lenox Hill/Upper East Side",10065,99,"10065","24 - 35 months",271,269.16,2021,"Q2","PCV",""
"Lincoln Square",10069,99,"10069","24 - 35 months",110,62.85,2021,"Q2","PCV",""
"Lenox Hill/Upper East Side",10075,99,"10075, 10162","24 - 35 months",233,200.95,2021,"Q2","PCV",""
"Upper East Side/Yorkville",10128,99,"10128","24 - 35 months",506,464.08,2021,"Q2","PCV",""
"Battery Park City",10280,60,"10280","24 - 35 months",92,152.22,2021,"Q2","PCV",""
"Battery Park City",10282,73,"10282","24 - 35 months",103,140.3,2021,"Q2","PCV",""
"Silver Lake/St. George",10301,71,"10301","24 - 35 months",287,406.03,2021,"Q2","PCV",""
"Elm Park",10302,66,"10302","24 - 35 months",159,242.63,2021,"Q2","PCV",""
"Graniteville/Mariner's Harbor/Port Ivory",10303,58,"10303","24 - 35 months",205,351.13,2021,"Q2","PCV",""
"New Dorp/Todt Hill",10304,65,"10304","24 - 35 months",313,482.44,2021,"Q2","PCV",""
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,55,"10305","24 - 35 months",244,440.94,2021,"Q2","PCV",""
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,46,"10306","24 - 35 months",262,569.34,2021,"Q2","PCV",""
"Tottenville",10307,49,"10307","24 - 35 months",72,145.5,2021,"Q2","PCV",""
"Great Kills",10308,47,"10308","24 - 35 months",141,297.79,2021,"Q2","PCV",""
"Charleston/Prince's Bay/Woodrow",10309,42,"10309","24 - 35 months",151,362.08,2021,"Q2","PCV",""
"Port Richmond/Randall Manor/West Brighton",10310,63,"10310","24 - 35 months",200,317.44,2021,"Q2","PCV",""
"Annadale/Rossville",10312,50,"10312","24 - 35 months",306,615.44,2021,"Q2","PCV",""
"Bloomfield/Freshkills Park",10314,54,"10314","24 - 35 months",522,970.5,2021,"Q2","PCV",""
"Concourse/Melrose",10451,76,"10451","24 - 35 months",496,648.96,2021,"Q2","PCV",""
"Concourse/Highbridge",10452,74,"10452","24 - 35 months",829,1121.87,2021,"Q2","PCV",""
"Morris Heights/Mount Hope/University Heights",10453,79,"10453","24 - 35 months",895,1128.46,2021,"Q2","PCV",""
"Mott Haven/Port Morris",10454,69,"10454","24 - 35 months",386,562.82,2021,"Q2","PCV",""
