"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,95,"10001, 10118","13 - 17 years","2 or 3",652,683.7,2026,"Q2","HPV",
"Chinatown/Lower East Side",10002,69,"10002","13 - 17 years","2 or 3",2179,3160.5,2026,"Q2","HPV",
"East Village/Gramercy/Greenwich Village",10003,60,"10003","13 - 17 years","2 or 3",560,928.53,2026,"Q2","HPV",
"Financial District",10004,99,"10004","13 - 17 years","2 or 3",109,74.91,2026,"Q2","HPV",
"Financial District",10005,99,"10005","13 - 17 years","2 or 3",150,82.63,2026,"Q2","HPV",
"Financial District",10006,99,"10006","13 - 17 years","2 or 3",92,67.09,2026,"Q2","HPV",
"TriBeCa",10007,99,"10007","13 - 17 years","2 or 3",257,210.74,2026,"Q2","HPV",
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,59,"10009","13 - 17 years","2 or 3",1176,1991.53,2026,"Q2","HPV",
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","13 - 17 years","2 or 3",621,589.14,2026,"Q2","HPV",
"Chelsea",10011,68,"10011","13 - 17 years","2 or 3",737,1088.19,2026,"Q2","HPV",
"Greenwich Village/SoHo",10012,56,"10012","13 - 17 years","2 or 3",298,533.8,2026,"Q2","HPV",
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,91,"10013","13 - 17 years","2 or 3",831,910.1,2026,"Q2","HPV",
"Hudson Square/Meatpacking District/West Village",10014,64,"10014","13 - 17 years","2 or 3",403,628.46,2026,"Q2","HPV",
"Kips Bay/Murray Hill/NoMad",10016,92,"10016","13 - 17 years","2 or 3",749,812.17,2026,"Q2","HPV",
"East Midtown/Murray Hill",10017,99,"10017","13 - 17 years","2 or 3",393,224.8,2026,"Q2","HPV",
