"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",213,132.65,2020,"Q4","Polio",""
"Chinatown/Lower East Side",10002,96,"10002","24 - 35 months",591,613.95,2020,"Q4","Polio",""
"East Village/Gramercy/Greenwich Village",10003,94,"10003","24 - 35 months",267,282.78,2020,"Q4","Polio",""
"Financial District",10004,99,"10004","24 - 35 months",67,48.44,2020,"Q4","Polio","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months",103,63.23,2020,"Q4","Polio",""
"Financial District",10006,99,"10006","24 - 35 months",46,27.06,2020,"Q4","Polio","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,99,"10007","24 - 35 months",145,138.02,2020,"Q4","Polio",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,99,"10009","24 - 35 months",436,380.97,2020,"Q4","Polio",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months",272,222.4,2020,"Q4","Polio",""
"Chelsea",10011,84,"10011","24 - 35 months",308,368.1,2020,"Q4","Polio",""
"Greenwich Village/SoHo",10012,79,"10012","24 - 35 months",119,150.75,2020,"Q4","Polio",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,99,"10013","24 - 35 months",333,330.71,2020,"Q4","Polio",""
"Hudson Square/Meatpacking District/West Village",10014,78,"10014","24 - 35 months",150,193.5,2020,"Q4","Polio",""
"Kips Bay/Murray Hill/NoMad",10016,99,"10016","24 - 35 months",442,391.05,2020,"Q4","Polio",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months",126,100.06,2020,"Q4","Polio",""
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","24 - 35 months",65,51.97,2020,"Q4","Polio",""
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","24 - 35 months",371,308.46,2020,"Q4","Polio",""
"Lenox Hill/Upper East Side",10021,99,"10021","24 - 35 months",438,422.49,2020,"Q4","Polio",""
"East Midtown",10022,99,"10022","24 - 35 months",303,263.74,2020,"Q4","Polio",""
"Lincoln Square",10023,90,"10023","24 - 35 months",678,755.16,2020,"Q4","Polio",""
"Upper West Side",10024,83,"10024","24 - 35 months",595,714.53,2020,"Q4","Polio",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,95,"10025","24 - 35 months",813,858.4,2020,"Q4","Polio",""
"Central Harlem (South)",10026,81,"10026","24 - 35 months",365,450.62,2020,"Q4","Polio",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,81,"10027","24 - 35 months",533,658.66,2020,"Q4","Polio",""
"Upper East Side/Yorkville",10028,92,"10028","24 - 35 months",390,423.51,2020,"Q4","Polio",""
"East Harlem",10029,93,"10029","24 - 35 months",758,815.75,2020,"Q4","Polio",""
"Central Harlem (North)",10030,72,"10030","24 - 35 months",278,387.55,2020,"Q4","Polio",""
"Hamilton Heights/West Harlem",10031,93,"10031","24 - 35 months",515,555.56,2020,"Q4","Polio",""
"Washington Heights (South)",10032,85,"10032","24 - 35 months",469,551.29,2020,"Q4","Polio",""
"Washington Heights (North)/Washington Heights (South)",10033,94,"10033","24 - 35 months",553,590.74,2020,"Q4","Polio",""
"Inwood/Washington Heights (North)",10034,97,"10034","24 - 35 months",392,405.87,2020,"Q4","Polio",""
"East Harlem",10035,93,"10035","24 - 35 months",379,406.17,2020,"Q4","Polio",""
"Hell's Kitchen/Midtown Manhattan",10036,97,"10036","24 - 35 months",187,193.73,2020,"Q4","Polio",""
"Central Harlem (North)/East Harlem",10037,99,"10037","24 - 35 months",222,189.85,2020,"Q4","Polio",""
"Chinatown/Financial District",10038,99,"10038","24 - 35 months",218,169.97,2020,"Q4","Polio",""
"Central Harlem (North)/Washington Heights (South)",10039,85,"10039","24 - 35 months",311,364.04,2020,"Q4","Polio",""
"Washington Heights (North)",10040,97,"10040","24 - 35 months",416,427.06,2020,"Q4","Polio",""
"Roosevelt Island",10044,99,"10044","24 - 35 months",130,130.86,2020,"Q4","Polio",""
"Lenox Hill/Upper East Side",10065,99,"10065","24 - 35 months",354,322.04,2020,"Q4","Polio",""
"Lincoln Square",10069,99,"10069","24 - 35 months",135,74.4,2020,"Q4","Polio",""
"Lenox Hill/Upper East Side",10075,99,"10075, 10162","24 - 35 months",276,242.36,2020,"Q4","Polio",""
"Upper East Side/Yorkville",10128,99,"10128","24 - 35 months",635,549.88,2020,"Q4","Polio",""
"Battery Park City",10280,66,"10280","24 - 35 months",119,180.82,2020,"Q4","Polio",""
"Battery Park City",10282,99,"10282","24 - 35 months",180,168.04,2020,"Q4","Polio",""
"Silver Lake/St. George",10301,94,"10301","24 - 35 months",396,421.29,2020,"Q4","Polio",""
"Elm Park",10302,94,"10302","24 - 35 months",236,251.56,2020,"Q4","Polio",""
"Graniteville/Mariner's Harbor/Port Ivory",10303,77,"10303","24 - 35 months",279,364.04,2020,"Q4","Polio",""
"New Dorp/Todt Hill",10304,95,"10304","24 - 35 months",475,499.79,2020,"Q4","Polio",""
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,83,"10305","24 - 35 months",381,456.52,2020,"Q4","Polio",""
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,74,"10306","24 - 35 months",437,590.86,2020,"Q4","Polio",""
"Tottenville",10307,66,"10307","24 - 35 months",100,150.84,2020,"Q4","Polio",""
"Great Kills",10308,73,"10308","24 - 35 months",225,308.71,2020,"Q4","Polio",""
"Charleston/Prince's Bay/Woodrow",10309,68,"10309","24 - 35 months",256,375.54,2020,"Q4","Polio",""
"Port Richmond/Randall Manor/West Brighton",10310,83,"10310","24 - 35 months",274,328.93,2020,"Q4","Polio",""
"Annadale/Rossville",10312,72,"10312","24 - 35 months",462,638.2,2020,"Q4","Polio",""
"Bloomfield/Freshkills Park",10314,77,"10314","24 - 35 months",775,1006.75,2020,"Q4","Polio",""
"Concourse/Melrose",10451,91,"10451","24 - 35 months",633,697.11,2020,"Q4","Polio",""
"Concourse/Highbridge",10452,88,"10452","24 - 35 months",1059,1203.94,2020,"Q4","Polio",""
"Morris Heights/Mount Hope/University Heights",10453,95,"10453","24 - 35 months",1149,1209.87,2020,"Q4","Polio",""
"Mott Haven/Port Morris",10454,91,"10454","24 - 35 months",551,603.33,2020,"Q4","Polio",""
"Mott Haven",10455,93,"10455","24 - 35 months",573,619.33,2020,"Q4","Polio",""
"Claremont/Morrisania",10456,99,"10456","24 - 35 months",1410,1361.17,2020,"Q4","Polio",""
"Belmont/Claremont/Mount Hope/Tremont",10457,93,"10457","24 - 35 months",1165,1248.62,2020,"Q4","Polio",""
