"YEAR_COVERAGE","QUARTER","AGE_GROUP","VACCINE_GROUP","DOSES","BOROUGH","PERC_VAC"
2026,"Q2","24 - 35 months",4313314,"4:3:1:3:3:1:4","Citywide",61
2026,"Q2","24 - 35 months",4313314,"4:3:1:3:3:1:4","Bronx",64
2026,"Q2","24 - 35 months",4313314,"4:3:1:3:3:1:4","Brooklyn",51
2026,"Q2","24 - 35 months",4313314,"4:3:1:3:3:1:4","Manhattan",69
2026,"Q2","24 - 35 months",4313314,"4:3:1:3:3:1:4","Queens",69
2026,"Q2","24 - 35 months",4313314,"4:3:1:3:3:1:4","Staten Island",48
