"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,42,"10001, 10118","13 - 17 years",1,285,683.7,"2025 - 26","Q2","Flu",
"Chinatown/Lower East Side",10002,40,"10002","13 - 17 years",1,1273,3160.5,"2025 - 26","Q2","Flu",
"East Village/Gramercy/Greenwich Village",10003,40,"10003","13 - 17 years",1,368,928.53,"2025 - 26","Q2","Flu",
"Financial District",10004,99,"10004","13 - 17 years",1,76,74.91,"2025 - 26","Q2","Flu",
"Financial District",10005,99,"10005","13 - 17 years",1,107,82.63,"2025 - 26","Q2","Flu",
"Financial District",10006,61,"10006","13 - 17 years",1,41,67.09,"2025 - 26","Q2","Flu",
"TriBeCa",10007,81,"10007","13 - 17 years",1,170,210.74,"2025 - 26","Q2","Flu",
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,27,"10009","13 - 17 years",1,547,1991.53,"2025 - 26","Q2","Flu",
"Flatiron/Gramercy/Kips Bay",10010,65,"10010","13 - 17 years",1,380,589.14,"2025 - 26","Q2","Flu",
"Chelsea",10011,40,"10011","13 - 17 years",1,435,1088.19,"2025 - 26","Q2","Flu",
"Greenwich Village/SoHo",10012,37,"10012","13 - 17 years",1,200,533.8,"2025 - 26","Q2","Flu",
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,57,"10013","13 - 17 years",1,517,910.1,"2025 - 26","Q2","Flu",
"Hudson Square/Meatpacking District/West Village",10014,39,"10014","13 - 17 years",1,242,628.46,"2025 - 26","Q2","Flu",
"Kips Bay/Murray Hill/NoMad",10016,55,"10016","13 - 17 years",1,447,812.17,"2025 - 26","Q2","Flu",
"East Midtown/Murray Hill",10017,82,"10017","13 - 17 years",1,185,224.8,"2025 - 26","Q2","Flu",
"Hell's Kitchen/Midtown Manhattan",10018,46,"10018","13 - 17 years",1,59,129.3,"2025 - 26","Q2","Flu",
"Hell's Kitchen/Midtown Manhattan",10019,43,"10019, 10020","13 - 17 years",1,349,806.89,"2025 - 26","Q2","Flu",
"Lenox Hill/Upper East Side",10021,55,"10021","13 - 17 years",1,631,1138.75,"2025 - 26","Q2","Flu",
"East Midtown",10022,54,"10022","13 - 17 years",1,356,655.17,"2025 - 26","Q2","Flu",
"Lincoln Square",10023,54,"10023","13 - 17 years",1,1079,1992.63,"2025 - 26","Q2","Flu",
"Upper West Side",10024,44,"10024","13 - 17 years",1,1182,2661.8,"2025 - 26","Q2","Flu",
"Manhattan Valley/Morningside Heights/Upper West Side",10025,37,"10025","13 - 17 years",1,1396,3724.66,"2025 - 26","Q2","Flu",
"Central Harlem (South)",10026,36,"10026","13 - 17 years",1,595,1640.98,"2025 - 26","Q2","Flu",
"Central Harlem (South)/Morningside Heights/West Harlem",10027,33,"10027","13 - 17 years",1,909,2796.81,"2025 - 26","Q2","Flu",
"Upper East Side/Yorkville",10028,41,"10028","13 - 17 years",1,783,1911.92,"2025 - 26","Q2","Flu",
"East Harlem",10029,35,"10029","13 - 17 years",1,1441,4168.6,"2025 - 26","Q2","Flu",
"Central Harlem (North)",10030,24,"10030","13 - 17 years",1,411,1690.99,"2025 - 26","Q2","Flu",
"Hamilton Heights/West Harlem",10031,28,"10031","13 - 17 years",1,768,2791.76,"2025 - 26","Q2","Flu",
"Washington Heights (South)",10032,27,"10032","13 - 17 years",1,704,2565.89,"2025 - 26","Q2","Flu",
"Washington Heights (North)/Washington Heights (South)",10033,25,"10033","13 - 17 years",1,635,2518.48,"2025 - 26","Q2","Flu",
"Inwood/Washington Heights (North)",10034,22,"10034","13 - 17 years",1,433,1945.1,"2025 - 26","Q2","Flu",
"East Harlem",10035,29,"10035","13 - 17 years",1,603,2106.51,"2025 - 26","Q2","Flu",
"Hell's Kitchen/Midtown Manhattan",10036,52,"10036","13 - 17 years",1,282,537.18,"2025 - 26","Q2","Flu",
"Central Harlem (North)/East Harlem",10037,34,"10037","13 - 17 years",1,278,808.44,"2025 - 26","Q2","Flu",
"Chinatown/Financial District",10038,45,"10038","13 - 17 years",1,305,684.9,"2025 - 26","Q2","Flu",
"Central Harlem (North)/Washington Heights (South)",10039,25,"10039","13 - 17 years",1,467,1880.86,"2025 - 26","Q2","Flu",
"Washington Heights (North)",10040,24,"10040","13 - 17 years",1,481,2042.64,"2025 - 26","Q2","Flu",
"Roosevelt Island",10044,29,"10044","13 - 17 years",1,163,570.16,"2025 - 26","Q2","Flu",
"Lenox Hill/Upper East Side",10065,57,"10065","13 - 17 years",1,448,779.24,"2025 - 26","Q2","Flu",
"Lincoln Square",10069,99,"10069","13 - 17 years",1,194,196.39,"2025 - 26","Q2","Flu",
"Lenox Hill/Upper East Side",10075,62,"10075, 10162","13 - 17 years",1,522,837.3,"2025 - 26","Q2","Flu",
"Upper East Side/Yorkville",10128,42,"10128","13 - 17 years",1,1051,2518.52,"2025 - 26","Q2","Flu",
"Battery Park City",10280,46,"10280","13 - 17 years",1,126,274.25,"2025 - 26","Q2","Flu",
"Battery Park City",10282,62,"10282","13 - 17 years",1,121,195.33,"2025 - 26","Q2","Flu",
"Silver Lake/St. George",10301,25,"10301","13 - 17 years",1,576,2325.39,"2025 - 26","Q2","Flu",
"Elm Park",10302,29,"10302","13 - 17 years",1,410,1433.98,"2025 - 26","Q2","Flu",
"Graniteville/Mariner's Harbor/Port Ivory",10303,22,"10303","13 - 17 years",1,476,2124.68,"2025 - 26","Q2","Flu",
"New Dorp/Todt Hill",10304,26,"10304","13 - 17 years",1,787,2982.3,"2025 - 26","Q2","Flu",
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,25,"10305","13 - 17 years",1,628,2488.64,"2025 - 26","Q2","Flu",
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,22,"10306","13 - 17 years",1,763,3508.41,"2025 - 26","Q2","Flu",
"Tottenville",10307,8,"10307","13 - 17 years",1,90,1066.7,"2025 - 26","Q2","Flu",
"Great Kills",10308,19,"10308","13 - 17 years",1,350,1830.52,"2025 - 26","Q2","Flu",
"Charleston/Prince's Bay/Woodrow",10309,16,"10309","13 - 17 years",1,354,2157.09,"2025 - 26","Q2","Flu",
"Port Richmond/Randall Manor/West Brighton",10310,25,"10310","13 - 17 years",1,475,1915.75,"2025 - 26","Q2","Flu",
"Annadale/Rossville",10312,18,"10312","13 - 17 years",1,694,3944.58,"2025 - 26","Q2","Flu",
"Bloomfield/Freshkills Park",10314,21,"10314","13 - 17 years",1,1207,5753.87,"2025 - 26","Q2","Flu",
"Concourse/Melrose",10451,40,"10451","13 - 17 years",1,1274,3168.9,"2025 - 26","Q2","Flu",
"Concourse/Highbridge",10452,32,"10452","13 - 17 years",1,1731,5428.31,"2025 - 26","Q2","Flu",
"Morris Heights/Mount Hope/University Heights",10453,31,"10453","13 - 17 years",1,1796,5716.64,"2025 - 26","Q2","Flu",
"Mott Haven/Port Morris",10454,35,"10454","13 - 17 years",1,1028,2967.77,"2025 - 26","Q2","Flu",
"Mott Haven",10455,35,"10455","13 - 17 years",1,1085,3134.64,"2025 - 26","Q2","Flu",
"Claremont/Morrisania",10456,32,"10456","13 - 17 years",1,2035,6420.68,"2025 - 26","Q2","Flu",
"Belmont/Claremont/Mount Hope/Tremont",10457,30,"10457","13 - 17 years",1,1781,5872.53,"2025 - 26","Q2","Flu",
"Belmont/Fordham University/Kingsbridge",10458,30,"10458","13 - 17 years",1,1622,5475.5,"2025 - 26","Q2","Flu",
"Charlotte Gardens/Hunts Point",10459,29,"10459","13 - 17 years",1,1031,3604.76,"2025 - 26","Q2","Flu",
"Charlotte Gardens/Tremont/Van Nest/West Farms",10460,27,"10460","13 - 17 years",1,1216,4545.68,"2025 - 26","Q2","Flu",
