"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,87,"10001, 10118","6 months - 4 years",1,492,567.4,"2022 - 23","Q4","Flu",
"Chinatown/Lower East Side",10002,56,"10002","6 months - 4 years",1,1331,2383.05,"2022 - 23","Q4","Flu",
"East Village/Gramercy/Greenwich Village",10003,84,"10003","6 months - 4 years",1,786,938.29,"2022 - 23","Q4","Flu",
"Financial District",10004,99,"10004","6 months - 4 years",1,163,127.7,"2022 - 23","Q4","Flu",
"Financial District",10005,99,"10005","6 months - 4 years",1,235,227.11,"2022 - 23","Q4","Flu",
"Financial District",10006,99,"10006","6 months - 4 years",1,140,91.76,"2022 - 23","Q4","Flu",
"TriBeCa",10007,83,"10007","6 months - 4 years",1,419,507.36,"2022 - 23","Q4","Flu",
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,57,"10009","6 months - 4 years",1,814,1428.66,"2022 - 23","Q4","Flu",
"Flatiron/Gramercy/Kips Bay",10010,96,"10010","6 months - 4 years",1,716,749.03,"2022 - 23","Q4","Flu",
"Chelsea",10011,75,"10011","6 months - 4 years",1,944,1257.71,"2022 - 23","Q4","Flu",
"Greenwich Village/SoHo",10012,76,"10012","6 months - 4 years",1,399,524.07,"2022 - 23","Q4","Flu",
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,93,"10013","6 months - 4 years",1,996,1069.9,"2022 - 23","Q4","Flu",
"Hudson Square/Meatpacking District/West Village",10014,80,"10014","6 months - 4 years",1,534,665.62,"2022 - 23","Q4","Flu",
"Kips Bay/Murray Hill/NoMad",10016,84,"10016","6 months - 4 years",1,1056,1253.34,"2022 - 23","Q4","Flu",
"East Midtown/Murray Hill",10017,84,"10017","6 months - 4 years",1,299,354.37,"2022 - 23","Q4","Flu",
"Hell's Kitchen/Midtown Manhattan",10018,89,"10018","6 months - 4 years",1,127,142.89,"2022 - 23","Q4","Flu",
"Hell's Kitchen/Midtown Manhattan",10019,90,"10019, 10020","6 months - 4 years",1,936,1041.9,"2022 - 23","Q4","Flu",
"Lenox Hill/Upper East Side",10021,94,"10021","6 months - 4 years",1,1286,1370.87,"2022 - 23","Q4","Flu",
"East Midtown",10022,89,"10022","6 months - 4 years",1,810,905.03,"2022 - 23","Q4","Flu",
"Lincoln Square",10023,71,"10023","6 months - 4 years",1,1880,2635.84,"2022 - 23","Q4","Flu",
"Upper West Side",10024,67,"10024","6 months - 4 years",1,1659,2483.7,"2022 - 23","Q4","Flu",
"Manhattan Valley/Morningside Heights/Upper West Side",10025,65,"10025","6 months - 4 years",1,1965,3028.06,"2022 - 23","Q4","Flu",
"Central Harlem (South)",10026,46,"10026","6 months - 4 years",1,774,1680.07,"2022 - 23","Q4","Flu",
