"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",3,212,115.7,2026,"Q2","HepB",""
"Chinatown/Lower East Side",10002,64,"10002","24 - 35 months",3,317,491.86,2026,"Q2","HepB",""
"East Village/Gramercy/Greenwich Village",10003,99,"10003","24 - 35 months",3,221,214.44,2026,"Q2","HepB",""
"Financial District",10004,99,"10004","24 - 35 months",3,43,30.46,2026,"Q2","HepB","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months",3,81,49.62,2026,"Q2","HepB","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10006,99,"10006","24 - 35 months",3,54,23.33,2026,"Q2","HepB","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,99,"10007","24 - 35 months",3,128,111.64,2026,"Q2","HepB",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,83,"10009","24 - 35 months",3,262,317.15,2026,"Q2","HepB",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months",3,199,169.73,2026,"Q2","HepB",""
"Chelsea",10011,81,"10011","24 - 35 months",3,225,278.7,2026,"Q2","HepB",""
"Greenwich Village/SoHo",10012,99,"10012","24 - 35 months",3,126,118.55,2026,"Q2","HepB",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,99,"10013","24 - 35 months",3,262,235.44,2026,"Q2","HepB",""
"Hudson Square/Meatpacking District/West Village",10014,99,"10014","24 - 35 months",3,189,148.51,2026,"Q2","HepB",""
"Kips Bay/Murray Hill/NoMad",10016,99,"10016","24 - 35 months",3,359,295.89,2026,"Q2","HepB",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months",3,161,78.48,2026,"Q2","HepB",""
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","24 - 35 months",3,61,41.27,2026,"Q2","HepB","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","24 - 35 months",3,362,249.17,2026,"Q2","HepB",""
"Lenox Hill/Upper East Side",10021,99,"10021","24 - 35 months",3,424,308.41,2026,"Q2","HepB",""
"East Midtown",10022,99,"10022","24 - 35 months",3,274,211.42,2026,"Q2","HepB",""
"Lincoln Square",10023,96,"10023","24 - 35 months",3,575,595.97,2026,"Q2","HepB",""
"Upper West Side",10024,99,"10024","24 - 35 months",3,554,547.69,2026,"Q2","HepB",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,95,"10025","24 - 35 months",3,629,664.55,2026,"Q2","HepB",""
"Central Harlem (South)",10026,68,"10026","24 - 35 months",3,260,383.09,2026,"Q2","HepB",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,77,"10027","24 - 35 months",3,441,570.32,2026,"Q2","HepB",""
"Upper East Side/Yorkville",10028,99,"10028","24 - 35 months",3,405,318.85,2026,"Q2","HepB",""
"East Harlem",10029,86,"10029","24 - 35 months",3,640,740.35,2026,"Q2","HepB",""
"Central Harlem (North)",10030,55,"10030","24 - 35 months",3,194,351.61,2026,"Q2","HepB",""
"Hamilton Heights/West Harlem",10031,79,"10031","24 - 35 months",3,408,515.97,2026,"Q2","HepB",""
"Washington Heights (South)",10032,81,"10032","24 - 35 months",3,388,479.52,2026,"Q2","HepB",""
"Washington Heights (North)/Washington Heights (South)",10033,85,"10033","24 - 35 months",3,425,502.22,2026,"Q2","HepB",""
"Inwood/Washington Heights (North)",10034,85,"10034","24 - 35 months",3,310,362.58,2026,"Q2","HepB",""
