"YEAR_COVERAGE","QUARTER","AGE_GROUP","VACCINE_GROUP","DOSES","BOROUGH","PERC_VAC"
2026,"Q2","24 - 35 months","MMR",1,"Citywide",89
2026,"Q2","24 - 35 months","MMR",1,"Bronx",88
2026,"Q2","24 - 35 months","MMR",1,"Brooklyn",86
2026,"Q2","24 - 35 months","MMR",1,"Manhattan",94
2026,"Q2","24 - 35 months","MMR",1,"Queens",92
2026,"Q2","24 - 35 months","MMR",1,"Staten Island",75
