"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,64,"10001, 10118","13 - 17 years","2 or 3",428,667.36,2021,"Q2","HPV",
"Chinatown/Lower East Side",10002,99,"10002","13 - 17 years","2 or 3",3341,3019.66,2021,"Q2","HPV",
"East Village/Gramercy/Greenwich Village",10003,70,"10003","13 - 17 years","2 or 3",637,910.74,2021,"Q2","HPV",
"Financial District",10004,99,"10004","13 - 17 years","2 or 3",87,73.51,2021,"Q2","HPV",
"Financial District",10005,99,"10005","13 - 17 years","2 or 3",93,80.04,2021,"Q2","HPV",
"Financial District",10006,84,"10006","13 - 17 years","2 or 3",55,65.57,2021,"Q2","HPV",
"TriBeCa",10007,99,"10007","13 - 17 years","2 or 3",252,206.04,2021,"Q2","HPV",
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,68,"10009","13 - 17 years","2 or 3",1327,1943.67,2021,"Q2","HPV",
"Flatiron/Gramercy/Kips Bay",10010,88,"10010","13 - 17 years","2 or 3",508,577.49,2021,"Q2","HPV",
"Chelsea",10011,71,"10011","13 - 17 years","2 or 3",756,1069.91,2021,"Q2","HPV",
"Greenwich Village/SoHo",10012,63,"10012","13 - 17 years","2 or 3",324,517.85,2021,"Q2","HPV",
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,99,"10013","13 - 17 years","2 or 3",941,873.15,2021,"Q2","HPV",
"Hudson Square/Meatpacking District/West Village",10014,59,"10014","13 - 17 years","2 or 3",366,623.28,2021,"Q2","HPV",
"Kips Bay/Murray Hill/NoMad",10016,91,"10016","13 - 17 years","2 or 3",714,787.01,2021,"Q2","HPV",
"East Midtown/Murray Hill",10017,99,"10017","13 - 17 years","2 or 3",216,217.39,2021,"Q2","HPV",
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","13 - 17 years","2 or 3",123,122.27,2021,"Q2","HPV",
"Hell's Kitchen/Midtown Manhattan",10019,74,"10019, 10020","13 - 17 years","2 or 3",578,777.85,2021,"Q2","HPV",
"Lenox Hill/Upper East Side",10021,94,"10021","13 - 17 years","2 or 3",1066,1128.8,2021,"Q2","HPV",
"East Midtown",10022,92,"10022","13 - 17 years","2 or 3",587,641.51,2021,"Q2","HPV",
"Lincoln Square",10023,72,"10023","13 - 17 years","2 or 3",1416,1958.15,2021,"Q2","HPV",
"Upper West Side",10024,63,"10024","13 - 17 years","2 or 3",1674,2647.73,2021,"Q2","HPV",
"Manhattan Valley/Morningside Heights/Upper West Side",10025,68,"10025","13 - 17 years","2 or 3",2503,3671.39,2021,"Q2","HPV",
"Central Harlem (South)",10026,86,"10026","13 - 17 years","2 or 3",1396,1629.46,2021,"Q2","HPV",
"Central Harlem (South)/Morningside Heights/West Harlem",10027,82,"10027","13 - 17 years","2 or 3",2276,2766.68,2021,"Q2","HPV",
"Upper East Side/Yorkville",10028,72,"10028","13 - 17 years","2 or 3",1366,1900.57,2021,"Q2","HPV",
"East Harlem",10029,91,"10029","13 - 17 years","2 or 3",3720,4083.65,2021,"Q2","HPV",
"Central Harlem (North)",10030,72,"10030","13 - 17 years","2 or 3",1211,1682.61,2021,"Q2","HPV",
"Hamilton Heights/West Harlem",10031,82,"10031","13 - 17 years","2 or 3",2246,2746.42,2021,"Q2","HPV",
"Washington Heights (South)",10032,97,"10032","13 - 17 years","2 or 3",2446,2509.55,2021,"Q2","HPV",
"Washington Heights (North)/Washington Heights (South)",10033,89,"10033","13 - 17 years","2 or 3",2184,2466.59,2021,"Q2","HPV",
"Inwood/Washington Heights (North)",10034,91,"10034","13 - 17 years","2 or 3",1741,1903.44,2021,"Q2","HPV",
"East Harlem",10035,86,"10035","13 - 17 years","2 or 3",1783,2075.47,2021,"Q2","HPV",
"Hell's Kitchen/Midtown Manhattan",10036,75,"10036","13 - 17 years","2 or 3",392,521.35,2021,"Q2","HPV",
"Central Harlem (North)/East Harlem",10037,99,"10037","13 - 17 years","2 or 3",840,804.91,2021,"Q2","HPV",
"Chinatown/Financial District",10038,91,"10038","13 - 17 years","2 or 3",602,660.7,2021,"Q2","HPV",
"Central Harlem (North)/Washington Heights (South)",10039,73,"10039","13 - 17 years","2 or 3",1365,1864.61,2021,"Q2","HPV",
"Washington Heights (North)",10040,87,"10040","13 - 17 years","2 or 3",1748,2004.14,2021,"Q2","HPV",
"Roosevelt Island",10044,44,"10044","13 - 17 years","2 or 3",243,546.59,2021,"Q2","HPV",
"Lenox Hill/Upper East Side",10065,87,"10065","13 - 17 years","2 or 3",666,769.6,2021,"Q2","HPV",
"Lincoln Square",10069,99,"10069","13 - 17 years","2 or 3",224,187.22,2021,"Q2","HPV",
"Lenox Hill/Upper East Side",10075,99,"10075, 10162","13 - 17 years","2 or 3",843,827.94,2021,"Q2","HPV",
"Upper East Side/Yorkville",10128,69,"10128","13 - 17 years","2 or 3",1715,2489.62,2021,"Q2","HPV",
"Battery Park City",10280,70,"10280","13 - 17 years","2 or 3",186,266.76,2021,"Q2","HPV",
"Battery Park City",10282,90,"10282","13 - 17 years","2 or 3",171,189.56,2021,"Q2","HPV",
"Silver Lake/St. George",10301,67,"10301","13 - 17 years","2 or 3",1560,2342.59,2021,"Q2","HPV",
"Elm Park",10302,68,"10302","13 - 17 years","2 or 3",979,1447.64,2021,"Q2","HPV",
"Graniteville/Mariner's Harbor/Port Ivory",10303,62,"10303","13 - 17 years","2 or 3",1314,2113.07,2021,"Q2","HPV",
"New Dorp/Todt Hill",10304,59,"10304","13 - 17 years","2 or 3",1756,2989.03,2021,"Q2","HPV",
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,46,"10305","13 - 17 years","2 or 3",1110,2415.43,2021,"Q2","HPV",
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,32,"10306","13 - 17 years","2 or 3",1140,3515.05,2021,"Q2","HPV",
"Tottenville",10307,25,"10307","13 - 17 years","2 or 3",276,1125.39,2021,"Q2","HPV",
"Great Kills",10308,27,"10308","13 - 17 years","2 or 3",514,1897.71,2021,"Q2","HPV",
"Charleston/Prince's Bay/Woodrow",10309,29,"10309","13 - 17 years","2 or 3",650,2267.54,2021,"Q2","HPV",
"Port Richmond/Randall Manor/West Brighton",10310,57,"10310","13 - 17 years","2 or 3",1097,1940.08,2021,"Q2","HPV",
"Annadale/Rossville",10312,27,"10312","13 - 17 years","2 or 3",1095,4040.08,2021,"Q2","HPV",
"Bloomfield/Freshkills Park",10314,38,"10314","13 - 17 years","2 or 3",2139,5619.8,2021,"Q2","HPV",
"Concourse/Melrose",10451,99,"10451","13 - 17 years","2 or 3",3374,3213.9,2021,"Q2","HPV",
"Concourse/Highbridge",10452,99,"10452","13 - 17 years","2 or 3",5687,5464.07,2021,"Q2","HPV",
"Morris Heights/Mount Hope/University Heights",10453,99,"10453","13 - 17 years","2 or 3",6053,5754.68,2021,"Q2","HPV",
