"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,89,"10001, 10118","13 years",1,137,153.56,2024,"Q4","HPV",""
"Chinatown/Lower East Side",10002,62,"10002","13 years",1,403,650.6,2024,"Q4","HPV",""
"East Village/Gramercy/Greenwich Village",10003,58,"10003","13 years",1,97,167.78,2024,"Q4","HPV",""
"Financial District",10004,89,"10004","13 years",1,14,15.76,2024,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","13 years",1,23,12.83,2024,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10006,99,"10006","13 years",1,27,13.87,2024,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,99,"10007","13 years",1,46,39.79,2024,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,51,"10009","13 years",1,210,412.16,2024,"Q4","HPV",""
"Flatiron/Gramercy/Kips Bay",10010,90,"10010","13 years",1,98,108.37,2024,"Q4","HPV",""
"Chelsea",10011,67,"10011","13 years",1,139,207.22,2024,"Q4","HPV",""
"Greenwich Village/SoHo",10012,56,"10012","13 years",1,54,97.08,2024,"Q4","HPV",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,95,"10013","13 years",1,167,175.32,2024,"Q4","HPV",""
"Hudson Square/Meatpacking District/West Village",10014,63,"10014","13 years",1,73,116.7,2024,"Q4","HPV",""
"Kips Bay/Murray Hill/NoMad",10016,80,"10016","13 years",1,132,164.78,2024,"Q4","HPV",""
"East Midtown/Murray Hill",10017,99,"10017","13 years",1,108,44.38,2024,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10018,86,"10018","13 years",1,26,30.29,2024,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","13 years",1,185,150.71,2024,"Q4","HPV",""
"Lenox Hill/Upper East Side",10021,79,"10021","13 years",1,171,217.04,2024,"Q4","HPV",""
"East Midtown",10022,70,"10022","13 years",1,90,128.21,2024,"Q4","HPV",""
"Lincoln Square",10023,78,"10023","13 years",1,289,371.05,2024,"Q4","HPV",""
"Upper West Side",10024,59,"10024","13 years",1,298,506.93,2024,"Q4","HPV",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,64,"10025","13 years",1,455,713.63,2024,"Q4","HPV",""
"Central Harlem (South)",10026,76,"10026","13 years",1,268,352.5,2024,"Q4","HPV",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,82,"10027","13 years",1,470,576.53,2024,"Q4","HPV",""
"Upper East Side/Yorkville",10028,53,"10028","13 years",1,188,356.89,2024,"Q4","HPV",""
"East Harlem",10029,84,"10029","13 years",1,697,830.16,2024,"Q4","HPV",""
"Central Harlem (North)",10030,66,"10030","13 years",1,226,343.67,2024,"Q4","HPV",""
"Hamilton Heights/West Harlem",10031,64,"10031","13 years",1,380,589.99,2024,"Q4","HPV",""
"Washington Heights (South)",10032,86,"10032","13 years",1,459,534.18,2024,"Q4","HPV",""
"Washington Heights (North)/Washington Heights (South)",10033,84,"10033","13 years",1,427,507.24,2024,"Q4","HPV",""
"Inwood/Washington Heights (North)",10034,72,"10034","13 years",1,291,402.55,2024,"Q4","HPV",""
"East Harlem",10035,74,"10035","13 years",1,316,425.9,2024,"Q4","HPV",""
"Hell's Kitchen/Midtown Manhattan",10036,99,"10036","13 years",1,165,102.96,2024,"Q4","HPV",""
"Central Harlem (North)/East Harlem",10037,99,"10037","13 years",1,821,170.23,2024,"Q4","HPV",""
"Chinatown/Financial District",10038,61,"10038","13 years",1,84,138.52,2024,"Q4","HPV",""
"Central Harlem (North)/Washington Heights (South)",10039,71,"10039","13 years",1,262,368.48,2024,"Q4","HPV",""
"Washington Heights (North)",10040,68,"10040","13 years",1,296,433.09,2024,"Q4","HPV",""
"Roosevelt Island",10044,54,"10044","13 years",1,58,106.94,2024,"Q4","HPV",""
"Lenox Hill/Upper East Side",10065,87,"10065","13 years",1,137,157.46,2024,"Q4","HPV",""
"Lincoln Square",10069,99,"10069","13 years",1,40,40.13,2024,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Lenox Hill/Upper East Side",10075,83,"10075, 10162","13 years",1,136,163.13,2024,"Q4","HPV",""
"Upper East Side/Yorkville",10128,61,"10128","13 years",1,301,490.59,2024,"Q4","HPV",""
"Battery Park City",10280,59,"10280","13 years",1,30,50.73,2024,"Q4","HPV",""
"Battery Park City",10282,89,"10282","13 years",1,31,35,2024,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Silver Lake/St. George",10301,55,"10301","13 years",1,253,458.92,2024,"Q4","HPV",""
"Elm Park",10302,51,"10302","13 years",1,142,276.41,2024,"Q4","HPV",""
"Graniteville/Mariner's Harbor/Port Ivory",10303,55,"10303","13 years",1,231,423.66,2024,"Q4","HPV",""
"New Dorp/Todt Hill",10304,56,"10304","13 years",1,323,575.75,2024,"Q4","HPV",""
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,38,"10305","13 years",1,191,505.62,2024,"Q4","HPV",""
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,31,"10306","13 years",1,222,725.08,2024,"Q4","HPV",""
"Tottenville",10307,12,"10307","13 years",1,25,208.56,2024,"Q4","HPV",""
"Great Kills",10308,21,"10308","13 years",1,79,369.61,2024,"Q4","HPV",""
"Charleston/Prince's Bay/Woodrow",10309,17,"10309","13 years",1,72,428.97,2024,"Q4","HPV",""
"Port Richmond/Randall Manor/West Brighton",10310,54,"10310","13 years",1,193,359.01,2024,"Q4","HPV",""
"Annadale/Rossville",10312,20,"10312","13 years",1,158,785.18,2024,"Q4","HPV",""
"Bloomfield/Freshkills Park",10314,32,"10314","13 years",1,362,1148.22,2024,"Q4","HPV",""
