"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","6 months - 4 years",1,619,563.27,"2024 - 25","Q4","Flu",
"Chinatown/Lower East Side",10002,46,"10002","6 months - 4 years",1,1068,2339.27,"2024 - 25","Q4","Flu",
"East Village/Gramercy/Greenwich Village",10003,79,"10003","6 months - 4 years",1,733,932.13,"2024 - 25","Q4","Flu",
"Financial District",10004,99,"10004","6 months - 4 years",1,130,126.14,"2024 - 25","Q4","Flu",
"Financial District",10005,99,"10005","6 months - 4 years",1,224,225.55,"2024 - 25","Q4","Flu",
"Financial District",10006,99,"10006","6 months - 4 years",1,166,90.88,"2024 - 25","Q4","Flu",
"TriBeCa",10007,83,"10007","6 months - 4 years",1,420,505.33,"2024 - 25","Q4","Flu",
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,54,"10009","6 months - 4 years",1,771,1423.4,"2024 - 25","Q4","Flu",
"Flatiron/Gramercy/Kips Bay",10010,88,"10010","6 months - 4 years",1,655,743.26,"2024 - 25","Q4","Flu",
"Chelsea",10011,67,"10011","6 months - 4 years",1,835,1253.39,"2024 - 25","Q4","Flu",
"Greenwich Village/SoHo",10012,77,"10012","6 months - 4 years",1,402,519.4,"2024 - 25","Q4","Flu",
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,88,"10013","6 months - 4 years",1,929,1058.84,"2024 - 25","Q4","Flu",
"Hudson Square/Meatpacking District/West Village",10014,84,"10014","6 months - 4 years",1,556,664.4,"2024 - 25","Q4","Flu",
"Kips Bay/Murray Hill/NoMad",10016,80,"10016","6 months - 4 years",1,989,1238.28,"2024 - 25","Q4","Flu",
"East Midtown/Murray Hill",10017,99,"10017","6 months - 4 years",1,954,350.82,"2024 - 25","Q4","Flu",
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","6 months - 4 years",1,156,141.29,"2024 - 25","Q4","Flu",
"Hell's Kitchen/Midtown Manhattan",10019,94,"10019, 10020","6 months - 4 years",1,970,1033.09,"2024 - 25","Q4","Flu",
"Lenox Hill/Upper East Side",10021,99,"10021","6 months - 4 years",1,1376,1363.08,"2024 - 25","Q4","Flu",
"East Midtown",10022,90,"10022","6 months - 4 years",1,805,899.09,"2024 - 25","Q4","Flu",
"Lincoln Square",10023,72,"10023","6 months - 4 years",1,1887,2608.11,"2024 - 25","Q4","Flu",
"Upper West Side",10024,73,"10024","6 months - 4 years",1,1822,2479.19,"2024 - 25","Q4","Flu",
