"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",1,158,125.36,2021,"Q4","MMR",""
"Chinatown/Lower East Side",10002,96,"10002","24 - 35 months",1,528,549.58,2021,"Q4","MMR",""
"East Village/Gramercy/Greenwich Village",10003,99,"10003","24 - 35 months",1,264,236.5,2021,"Q4","MMR",""
"Financial District",10004,99,"10004","24 - 35 months",1,37,34.06,2021,"Q4","MMR","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months",1,76,55.33,2021,"Q4","MMR",""
"Financial District",10006,99,"10006","24 - 35 months",1,29,25.76,2021,"Q4","MMR","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,90,"10007","24 - 35 months",1,110,122.02,2021,"Q4","MMR",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,99,"10009","24 - 35 months",1,358,337.2,2021,"Q4","MMR",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months",1,234,186.4,2021,"Q4","MMR",""
"Chelsea",10011,95,"10011","24 - 35 months",1,286,301.43,2021,"Q4","MMR",""
"Greenwich Village/SoHo",10012,90,"10012","24 - 35 months",1,117,130.5,2021,"Q4","MMR",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,99,"10013","24 - 35 months",1,264,262.61,2021,"Q4","MMR",""
"Hudson Square/Meatpacking District/West Village",10014,92,"10014","24 - 35 months",1,147,160.18,2021,"Q4","MMR",""
"Kips Bay/Murray Hill/NoMad",10016,99,"10016","24 - 35 months",1,394,330.45,2021,"Q4","MMR",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months",1,116,87.53,2021,"Q4","MMR",""
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","24 - 35 months",1,72,45.8,2021,"Q4","MMR","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","24 - 35 months",1,344,274.57,2021,"Q4","MMR",""
"Lenox Hill/Upper East Side",10021,99,"10021","24 - 35 months",1,388,338.12,2021,"Q4","MMR",""
"East Midtown",10022,99,"10022","24 - 35 months",1,232,232.58,2021,"Q4","MMR",""
"Lincoln Square",10023,89,"10023","24 - 35 months",1,587,662.03,2021,"Q4","MMR",""
"Upper West Side",10024,85,"10024","24 - 35 months",1,504,590.74,2021,"Q4","MMR",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,89,"10025","24 - 35 months",1,636,712.12,2021,"Q4","MMR",""
"Central Harlem (South)",10026,76,"10026","24 - 35 months",1,306,400.42,2021,"Q4","MMR",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,80,"10027","24 - 35 months",1,476,596.66,2021,"Q4","MMR",""
"Upper East Side/Yorkville",10028,91,"10028","24 - 35 months",1,318,347.83,2021,"Q4","MMR",""
"East Harlem",10029,88,"10029","24 - 35 months",1,681,772.72,2021,"Q4","MMR",""
"Central Harlem (North)",10030,68,"10030","24 - 35 months",1,246,361.92,2021,"Q4","MMR",""
"Hamilton Heights/West Harlem",10031,82,"10031","24 - 35 months",1,434,527.54,2021,"Q4","MMR",""
"Washington Heights (South)",10032,89,"10032","24 - 35 months",1,437,491.12,2021,"Q4","MMR",""
"Washington Heights (North)/Washington Heights (South)",10033,88,"10033","24 - 35 months",1,453,516.61,2021,"Q4","MMR",""
"Inwood/Washington Heights (North)",10034,91,"10034","24 - 35 months",1,338,369.62,2021,"Q4","MMR",""
"East Harlem",10035,87,"10035","24 - 35 months",1,341,390.6,2021,"Q4","MMR",""
"Hell's Kitchen/Midtown Manhattan",10036,90,"10036","24 - 35 months",1,152,168.44,2021,"Q4","MMR",""
"Central Harlem (North)/East Harlem",10037,99,"10037","24 - 35 months",1,203,173,2021,"Q4","MMR",""
"Chinatown/Financial District",10038,97,"10038","24 - 35 months",1,146,150.08,2021,"Q4","MMR",""
"Central Harlem (North)/Washington Heights (South)",10039,71,"10039","24 - 35 months",1,253,356.83,2021,"Q4","MMR",""
"Washington Heights (North)",10040,92,"10040","24 - 35 months",1,363,394.88,2021,"Q4","MMR",""
"Roosevelt Island",10044,99,"10044","24 - 35 months",1,113,113.48,2021,"Q4","MMR",""
"Lenox Hill/Upper East Side",10065,99,"10065","24 - 35 months",1,309,271.88,2021,"Q4","MMR",""
"Lincoln Square",10069,99,"10069","24 - 35 months",1,110,71.2,2021,"Q4","MMR",""
"Lenox Hill/Upper East Side",10075,99,"10075, 10162","24 - 35 months",1,237,196.72,2021,"Q4","MMR",""
"Upper East Side/Yorkville",10128,99,"10128","24 - 35 months",1,525,483.96,2021,"Q4","MMR",""
"Battery Park City",10280,67,"10280","24 - 35 months",1,102,151.27,2021,"Q4","MMR",""
"Battery Park City",10282,74,"10282","24 - 35 months",1,96,129.25,2021,"Q4","MMR",""
"Silver Lake/St. George",10301,90,"10301","24 - 35 months",1,369,409.97,2021,"Q4","MMR",""
"Elm Park",10302,72,"10302","24 - 35 months",1,186,256.68,2021,"Q4","MMR",""
"Graniteville/Mariner's Harbor/Port Ivory",10303,93,"10303","24 - 35 months",1,311,335.33,2021,"Q4","MMR",""
"New Dorp/Todt Hill",10304,98,"10304","24 - 35 months",1,484,495.09,2021,"Q4","MMR",""
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,87,"10305","24 - 35 months",1,378,432.92,2021,"Q4","MMR",""
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,75,"10306","24 - 35 months",1,437,579.57,2021,"Q4","MMR",""
"Tottenville",10307,61,"10307","24 - 35 months",1,91,149.74,2021,"Q4","MMR",""
"Great Kills",10308,65,"10308","24 - 35 months",1,194,299.55,2021,"Q4","MMR",""
"Charleston/Prince's Bay/Woodrow",10309,70,"10309","24 - 35 months",1,261,370.99,2021,"Q4","MMR",""
"Port Richmond/Randall Manor/West Brighton",10310,86,"10310","24 - 35 months",1,270,314.18,2021,"Q4","MMR",""
"Annadale/Rossville",10312,79,"10312","24 - 35 months",1,492,621.22,2021,"Q4","MMR",""
"Bloomfield/Freshkills Park",10314,76,"10314","24 - 35 months",1,731,955.85,2021,"Q4","MMR",""
"Concourse/Melrose",10451,98,"10451","24 - 35 months",1,605,620.22,2021,"Q4","MMR",""
"Concourse/Highbridge",10452,90,"10452","24 - 35 months",1,1008,1114.35,2021,"Q4","MMR",""
"Morris Heights/Mount Hope/University Heights",10453,93,"10453","24 - 35 months",1,1042,1119.53,2021,"Q4","MMR",""
"Mott Haven/Port Morris",10454,79,"10454","24 - 35 months",1,441,560.87,2021,"Q4","MMR",""
"Mott Haven",10455,87,"10455","24 - 35 months",1,500,577.7,2021,"Q4","MMR",""
"Claremont/Morrisania",10456,96,"10456","24 - 35 months",1,1201,1253.32,2021,"Q4","MMR",""
"Belmont/Claremont/Mount Hope/Tremont",10457,90,"10457","24 - 35 months",1,1058,1178.2,2021,"Q4","MMR",""
"Belmont/Fordham University/Kingsbridge",10458,92,"10458","24 - 35 months",1,1010,1093.78,2021,"Q4","MMR",""
"Charlotte Gardens/Hunts Point",10459,81,"10459","24 - 35 months",1,604,743.23,2021,"Q4","MMR",""
"Charlotte Gardens/Tremont/Van Nest/West Farms",10460,90,"10460","24 - 35 months",1,782,864.55,2021,"Q4","MMR",""
"Morris Park/Pelham Bay/Westchester Square",10461,98,"10461","24 - 35 months",1,588,600.7,2021,"Q4","MMR",""
"Parkchester/Pelham Parkway/Van Nest/Westchester Square",10462,99,"10462","24 - 35 months",1,1105,941.04,2021,"Q4","MMR",""
"Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil",10463,87,"10463","24 - 35 months",1,705,812.34,2021,"Q4","MMR",""
"City Island",10464,99,"10464","24 - 35 months",1,75,34.86,2021,"Q4","MMR","Vaccination rate should be interpreted with caution due to small population estimate"
"Country Club/Throgs Neck",10465,74,"10465","24 - 35 months",1,379,509.94,2021,"Q4","MMR",""
"Edenwald/Wakefield",10466,76,"10466","24 - 35 months",1,654,854.97,2021,"Q4","MMR",""
"Allerton/Norwood/Pelham Parkway/Williamsbridge",10467,94,"10467","24 - 35 months",1,1180,1258,2021,"Q4","MMR",""
"Fordham/Kingsbridge/University Heights",10468,86,"10468","24 - 35 months",1,934,1091.88,2021,"Q4","MMR",""
"Allerton/Baychester/Pelham Gardens/Williamsbridge",10469,79,"10469","24 - 35 months",1,628,795.65,2021,"Q4","MMR",""
"Wakefield/Woodlawn",10470,99,"10470","24 - 35 months",1,201,189.38,2021,"Q4","MMR",""
"Fieldston/North Riverdale/Riverdale",10471,64,"10471","24 - 35 months",1,162,251.89,2021,"Q4","MMR",""
"Soundview",10472,99,"10472","24 - 35 months",1,885,843.93,2021,"Q4","MMR",""
"Castle Hill/Clason Point/Soundview",10473,99,"10473","24 - 35 months",1,592,596.29,2021,"Q4","MMR",""
"Hunts Point",10474,93,"10474","24 - 35 months",1,152,163.73,2021,"Q4","MMR",""
"Co-op City/Edenwald",10475,83,"10475","24 - 35 months",1,262,317.26,2021,"Q4","MMR",""
"Bellerose/Douglaston-Little Neck",11004,99,"11004, 11005","24 - 35 months",1,275,169.43,2021,"Q4","MMR",""
"Astoria (South)/Long Island City/Sunnyside",11101,99,"11101","24 - 35 months",1,476,412.83,2021,"Q4","MMR",""
"Astoria (North)",11102,99,"11102","24 - 35 months",1,310,248.13,2021,"Q4","MMR",""
"Astoria (North)/Astoria (South)",11103,92,"11103","24 - 35 months",1,271,295.47,2021,"Q4","MMR",""
"Sunnyside",11104,80,"11104","24 - 35 months",1,215,268.73,2021,"Q4","MMR",""
"Ditmars Steinway",11105,97,"11105","24 - 35 months",1,314,325.2,2021,"Q4","MMR",""
"Astoria (South)",11106,92,"11106","24 - 35 months",1,331,359.3,2021,"Q4","MMR",""
"Long Island City",11109,99,"11109","24 - 35 months",1,114,81.27,2021,"Q4","MMR",""
"Brooklyn Heights/DUMBO/Downtown Brooklyn",11201,97,"11201","24 - 35 months",1,790,810.54,2021,"Q4","MMR",""
"East Flatbush (North)/East Flatbush (South)",11203,85,"11203","24 - 35 months",1,635,743.64,2021,"Q4","MMR",""
"Bensonhurst/Mapleton",11204,92,"11204","24 - 35 months",1,1107,1204.98,2021,"Q4","MMR",""
"Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene",11205,49,"11205","24 - 35 months",1,510,1042.32,2021,"Q4","MMR",""
"Williamsburg (South)",11206,47,"11206","24 - 35 months",1,717,1518.93,2021,"Q4","MMR",""
"Cypress Hills/East New York",11207,81,"11207","24 - 35 months",1,982,1212.04,2021,"Q4","MMR",""
"Cypress Hills/East New York",11208,85,"11208","24 - 35 months",1,1167,1368.22,2021,"Q4","MMR",""
"Bay Ridge/Fort Hamilton",11209,81,"11209","24 - 35 months",1,611,749.79,2021,"Q4","MMR",""
"Flatlands/Midwood",11210,92,"11210","24 - 35 months",1,692,755.78,2021,"Q4","MMR",""
"East Williamsburg/Williamsburg (North)/Williamsburg (South)",11211,52,"11211, 11249","24 - 35 months",1,1032,1987.97,2021,"Q4","MMR",""
"Ocean Hill-Brownsville",11212,81,"11212","24 - 35 months",1,921,1131.92,2021,"Q4","MMR",""
"Crown Heights (East)",11213,65,"11213","24 - 35 months",1,670,1027.38,2021,"Q4","MMR",""
"Bath Beach/Bensonhurst/Gravesend",11214,99,"11214","24 - 35 months",1,1020,1016.5,2021,"Q4","MMR",""
"Gowanus/Park Slope/Windsor Terrace",11215,83,"11215","24 - 35 months",1,743,896.81,2021,"Q4","MMR",""
"Bedford-Stuyvesant (West)/Crown Heights (West)",11216,65,"11216","24 - 35 months",1,372,576.12,2021,"Q4","MMR",""
"Boerum Hill/Park Slope",11217,90,"11217, 11243","24 - 35 months",1,449,498.27,2021,"Q4","MMR",""
"Kensington/Windsor Terrace",11218,87,"11218","24 - 35 months",1,942,1083.94,2021,"Q4","MMR",""
"Borough Park",11219,87,"11219","24 - 35 months",1,1938,2233.08,2021,"Q4","MMR",""
"Sunset Park",11220,99,"11220","24 - 35 months",1,1313,1221.88,2021,"Q4","MMR",""
"Bedford-Stuyvesant (East)/Bushwick",11221,65,"11221","24 - 35 months",1,622,958.39,2021,"Q4","MMR",""
"Greenpoint",11222,99,"11222","24 - 35 months",1,298,279.42,2021,"Q4","MMR",""
"Gravesend/Homecrest",11223,99,"11223","24 - 35 months",1,985,977.11,2021,"Q4","MMR",""
"Brighton Beach/Coney Island/Seagate",11224,86,"11224","24 - 35 months",1,378,437.37,2021,"Q4","MMR",""
"Crown Heights (West)/Prospect Lefferts Gardens",11225,74,"11225","24 - 35 months",1,533,719.77,2021,"Q4","MMR",""
"Flatbush/Prospect Lefferts Gardens",11226,76,"11226","24 - 35 months",1,900,1180.84,2021,"Q4","MMR",""
"Bath Beach/Dyker Heights",11228,90,"11228","24 - 35 months",1,407,453.44,2021,"Q4","MMR",""
"Gerritsen Beach/Homecrest/Sheepshead Bay",11229,98,"11229","24 - 35 months",1,850,866.29,2021,"Q4","MMR",""
"Midwood",11230,94,"11230","24 - 35 months",1,1254,1330.45,2021,"Q4","MMR",""
"Carroll Gardens/Cobble Hill/Red Hook",11231,71,"11231","24 - 35 months",1,388,543.6,2021,"Q4","MMR",""
"Sunset Park",11232,77,"11232","24 - 35 months",1,259,336.98,2021,"Q4","MMR",""
"Bedford-Stuyvesant (East)/Ocean Hill-Brownsville",11233,55,"11233","24 - 35 months",1,594,1085.51,2021,"Q4","MMR",""
