"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,51,"10001, 10118","13 years",69,135.33,2025,"Q2","HPV",""
"Chinatown/Lower East Side",10002,49,"10002","13 years",301,615.45,2025,"Q2","HPV",""
"East Village/Gramercy/Greenwich Village",10003,20,"10003","13 years",34,167.22,2025,"Q2","HPV",""
"Financial District",10004,56,"10004","13 years",10,17.82,2025,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","13 years",16,12.87,2025,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10006,99,"10006","13 years",12,10.91,2025,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,71,"10007","13 years",26,36.74,2025,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,29,"10009","13 years",115,393.36,2025,"Q2","HPV",""
"Flatiron/Gramercy/Kips Bay",10010,40,"10010","13 years",43,107.71,2025,"Q2","HPV",""
"Chelsea",10011,34,"10011","13 years",72,209.6,2025,"Q2","HPV",""
"Greenwich Village/SoHo",10012,29,"10012","13 years",26,90.19,2025,"Q2","HPV",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,59,"10013","13 years",103,174.6,2025,"Q2","HPV",""
"Hudson Square/Meatpacking District/West Village",10014,26,"10014","13 years",30,116.09,2025,"Q2","HPV",""
"Kips Bay/Murray Hill/NoMad",10016,41,"10016","13 years",67,162.28,2025,"Q2","HPV",""
"East Midtown/Murray Hill",10017,99,"10017","13 years",54,42.1,2025,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10018,47,"10018","13 years",11,23.55,2025,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,68,"10019, 10020","13 years",94,137.96,2025,"Q2","HPV",""
"Lenox Hill/Upper East Side",10021,37,"10021","13 years",81,218.88,2025,"Q2","HPV",""
"East Midtown",10022,35,"10022","13 years",41,116.82,2025,"Q2","HPV",""
"Lincoln Square",10023,36,"10023","13 years",127,353.35,2025,"Q2","HPV",""
"Upper West Side",10024,28,"10024","13 years",138,497.6,2025,"Q2","HPV",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,29,"10025","13 years",207,718.55,2025,"Q2","HPV",""
"Central Harlem (South)",10026,39,"10026","13 years",143,364.19,2025,"Q2","HPV",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,43,"10027","13 years",244,571.16,2025,"Q2","HPV",""
"Upper East Side/Yorkville",10028,25,"10028","13 years",86,349.92,2025,"Q2","HPV",""
"East Harlem",10029,63,"10029","13 years",497,786.76,2025,"Q2","HPV",""
"Central Harlem (North)",10030,45,"10030","13 years",154,343.82,2025,"Q2","HPV",""
"Hamilton Heights/West Harlem",10031,45,"10031","13 years",250,559.95,2025,"Q2","HPV",""
"Washington Heights (South)",10032,61,"10032","13 years",330,537.81,2025,"Q2","HPV",""
"Washington Heights (North)/Washington Heights (South)",10033,53,"10033","13 years",275,518.53,2025,"Q2","HPV",""
"Inwood/Washington Heights (North)",10034,58,"10034","13 years",226,390.07,2025,"Q2","HPV",""
"East Harlem",10035,51,"10035","13 years",204,403.61,2025,"Q2","HPV",""
"Hell's Kitchen/Midtown Manhattan",10036,75,"10036","13 years",76,101.45,2025,"Q2","HPV",""
"Central Harlem (North)/East Harlem",10037,56,"10037","13 years",97,173.79,2025,"Q2","HPV",""
"Chinatown/Financial District",10038,40,"10038","13 years",53,131.83,2025,"Q2","HPV",""
"Central Harlem (North)/Washington Heights (South)",10039,49,"10039","13 years",170,348.26,2025,"Q2","HPV",""
"Washington Heights (North)",10040,48,"10040","13 years",200,415.62,2025,"Q2","HPV",""
"Roosevelt Island",10044,38,"10044","13 years",38,101.15,2025,"Q2","HPV",""
"Lenox Hill/Upper East Side",10065,39,"10065","13 years",59,152.38,2025,"Q2","HPV",""
"Lincoln Square",10069,59,"10069","13 years",21,35.4,2025,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Lenox Hill/Upper East Side",10075,34,"10075, 10162","13 years",55,159.8,2025,"Q2","HPV",""
"Upper East Side/Yorkville",10128,33,"10128","13 years",152,460.25,2025,"Q2","HPV",""
"Battery Park City",10280,22,"10280","13 years",11,49.75,2025,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Battery Park City",10282,42,"10282","13 years",16,37.95,2025,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Silver Lake/St. George",10301,36,"10301","13 years",165,456.29,2025,"Q2","HPV",""
"Elm Park",10302,36,"10302","13 years",93,261.55,2025,"Q2","HPV",""
"Graniteville/Mariner's Harbor/Port Ivory",10303,31,"10303","13 years",140,445.04,2025,"Q2","HPV",""
"New Dorp/Todt Hill",10304,31,"10304","13 years",173,561.48,2025,"Q2","HPV",""
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,24,"10305","13 years",120,504.51,2025,"Q2","HPV",""
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,21,"10306","13 years",150,704.81,2025,"Q2","HPV",""
"Tottenville",10307,7,"10307","13 years",14,208.64,2025,"Q2","HPV",""
"Great Kills",10308,15,"10308","13 years",54,369.13,2025,"Q2","HPV",""
"Charleston/Prince's Bay/Woodrow",10309,13,"10309","13 years",54,424.31,2025,"Q2","HPV",""
"Port Richmond/Randall Manor/West Brighton",10310,30,"10310","13 years",108,365.46,2025,"Q2","HPV",""
"Annadale/Rossville",10312,12,"10312","13 years",97,776.65,2025,"Q2","HPV",""
"Bloomfield/Freshkills Park",10314,20,"10314","13 years",227,1149.49,2025,"Q2","HPV",""
"Concourse/Melrose",10451,75,"10451","13 years",474,632.9,2025,"Q2","HPV",""
"Concourse/Highbridge",10452,67,"10452","13 years",738,1099.09,2025,"Q2","HPV",""
"Morris Heights/Mount Hope/University Heights",10453,68,"10453","13 years",775,1146.9,2025,"Q2","HPV",""
"Mott Haven/Port Morris",10454,68,"10454","13 years",404,591.55,2025,"Q2","HPV",""
"Mott Haven",10455,67,"10455","13 years",428,639.95,2025,"Q2","HPV",""
"Claremont/Morrisania",10456,68,"10456","13 years",876,1288.68,2025,"Q2","HPV",""
"Belmont/Claremont/Mount Hope/Tremont",10457,70,"10457","13 years",801,1140.43,2025,"Q2","HPV",""
"Belmont/Fordham University/Kingsbridge",10458,72,"10458","13 years",799,1104.14,2025,"Q2","HPV",""
"Charlotte Gardens/Hunts Point",10459,66,"10459","13 years",492,741.53,2025,"Q2","HPV",""
"Charlotte Gardens/Tremont/Van Nest/West Farms",10460,64,"10460","13 years",553,861.94,2025,"Q2","HPV",""
"Morris Park/Pelham Bay/Westchester Square",10461,53,"10461","13 years",301,565.84,2025,"Q2","HPV",""
"Parkchester/Pelham Parkway/Van Nest/Westchester Square",10462,59,"10462","13 years",502,854.06,2025,"Q2","HPV",""
"Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil",10463,50,"10463","13 years",349,691.94,2025,"Q2","HPV",""
"City Island",10464,97,"10464","13 years",61,62.89,2025,"Q2","HPV",""
"Country Club/Throgs Neck",10465,32,"10465","13 years",191,592.7,2025,"Q2","HPV",""
"Edenwald/Wakefield",10466,48,"10466","13 years",460,953.2,2025,"Q2","HPV",""
"Allerton/Norwood/Pelham Parkway/Williamsbridge",10467,71,"10467","13 years",837,1177.51,2025,"Q2","HPV",""
"Fordham/Kingsbridge/University Heights",10468,68,"10468","13 years",713,1047.06,2025,"Q2","HPV",""
"Allerton/Baychester/Pelham Gardens/Williamsbridge",10469,44,"10469","13 years",399,898.48,2025,"Q2","HPV",""
"Wakefield/Woodlawn",10470,49,"10470","13 years",84,169.87,2025,"Q2","HPV",""
"Fieldston/North Riverdale/Riverdale",10471,37,"10471","13 years",71,191.07,2025,"Q2","HPV",""
"Soundview",10472,80,"10472","13 years",661,830.67,2025,"Q2","HPV",""
"Castle Hill/Clason Point/Soundview",10473,47,"10473","13 years",385,827.35,2025,"Q2","HPV",""
"Hunts Point",10474,94,"10474","13 years",160,170.42,2025,"Q2","HPV",""
"Co-op City/Edenwald",10475,39,"10475","13 years",164,423.44,2025,"Q2","HPV",""
"Bellerose/Douglaston-Little Neck",11004,78,"11004, 11005","13 years",179,229.02,2025,"Q2","HPV",""
"Astoria (South)/Long Island City/Sunnyside",11101,73,"11101","13 years",192,263.37,2025,"Q2","HPV",""
"Astoria (North)",11102,42,"11102","13 years",99,234.54,2025,"Q2","HPV",""
"Astoria (North)/Astoria (South)",11103,31,"11103","13 years",82,265.95,2025,"Q2","HPV",""
"Sunnyside",11104,55,"11104","13 years",111,201.32,2025,"Q2","HPV",""
"Ditmars Steinway",11105,21,"11105","13 years",58,276.55,2025,"Q2","HPV",""
"Astoria (South)",11106,48,"11106","13 years",137,286.94,2025,"Q2","HPV",""
"Long Island City",11109,0,"11109","13 years",,12.79,2025,"Q2","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"Brooklyn Heights/DUMBO/Downtown Brooklyn",11201,51,"11201","13 years",183,355.55,2025,"Q2","HPV",""
"East Flatbush (North)/East Flatbush (South)",11203,40,"11203","13 years",289,722.85,2025,"Q2","HPV",""
"Bensonhurst/Mapleton",11204,28,"11204","13 years",326,1161.38,2025,"Q2","HPV",""
"Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene",11205,26,"11205","13 years",141,533.22,2025,"Q2","HPV",""
"Williamsburg (South)",11206,24,"11206","13 years",301,1269.51,2025,"Q2","HPV",""
"Cypress Hills/East New York",11207,48,"11207","13 years",597,1243.26,2025,"Q2","HPV",""
"Cypress Hills/East New York",11208,50,"11208","13 years",748,1492.96,2025,"Q2","HPV",""
"Bay Ridge/Fort Hamilton",11209,27,"11209","13 years",195,735.65,2025,"Q2","HPV",""
"Flatlands/Midwood",11210,19,"11210","13 years",165,853.69,2025,"Q2","HPV",""
"East Williamsburg/Williamsburg (North)/Williamsburg (South)",11211,12,"11211, 11249","13 years",165,1347.91,2025,"Q2","HPV",""
"Ocean Hill-Brownsville",11212,54,"11212","13 years",594,1098.17,2025,"Q2","HPV",""
"Crown Heights (East)",11213,26,"11213","13 years",232,888.61,2025,"Q2","HPV",""
"Bath Beach/Bensonhurst/Gravesend",11214,38,"11214","13 years",386,1005.99,2025,"Q2","HPV",""
