"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",3,212,115.7,2026,"Q2","Polio",""
"Chinatown/Lower East Side",10002,64,"10002","24 - 35 months",3,316,491.86,2026,"Q2","Polio",""
"East Village/Gramercy/Greenwich Village",10003,99,"10003","24 - 35 months",3,228,214.44,2026,"Q2","Polio",""
"Financial District",10004,99,"10004","24 - 35 months",3,45,30.46,2026,"Q2","Polio","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months",3,85,49.62,2026,"Q2","Polio","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10006,99,"10006","24 - 35 months",3,55,23.33,2026,"Q2","Polio","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,99,"10007","24 - 35 months",3,133,111.64,2026,"Q2","Polio",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,83,"10009","24 - 35 months",3,263,317.15,2026,"Q2","Polio",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months",3,210,169.73,2026,"Q2","Polio",""
"Chelsea",10011,83,"10011","24 - 35 months",3,231,278.7,2026,"Q2","Polio",""
"Greenwich Village/SoHo",10012,99,"10012","24 - 35 months",3,132,118.55,2026,"Q2","Polio",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,99,"10013","24 - 35 months",3,271,235.44,2026,"Q2","Polio",""
"Hudson Square/Meatpacking District/West Village",10014,99,"10014","24 - 35 months",3,193,148.51,2026,"Q2","Polio",""
"Kips Bay/Murray Hill/NoMad",10016,99,"10016","24 - 35 months",3,364,295.89,2026,"Q2","Polio",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months",3,158,78.48,2026,"Q2","Polio",""
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","24 - 35 months",3,60,41.27,2026,"Q2","Polio","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","24 - 35 months",3,368,249.17,2026,"Q2","Polio",""
"Lenox Hill/Upper East Side",10021,99,"10021","24 - 35 months",3,439,308.41,2026,"Q2","Polio",""
"East Midtown",10022,99,"10022","24 - 35 months",3,290,211.42,2026,"Q2","Polio",""
"Lincoln Square",10023,98,"10023","24 - 35 months",3,587,595.97,2026,"Q2","Polio",""
"Upper West Side",10024,99,"10024","24 - 35 months",3,567,547.69,2026,"Q2","Polio",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,96,"10025","24 - 35 months",3,640,664.55,2026,"Q2","Polio",""
"Central Harlem (South)",10026,69,"10026","24 - 35 months",3,263,383.09,2026,"Q2","Polio",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,79,"10027","24 - 35 months",3,453,570.32,2026,"Q2","Polio",""
"Upper East Side/Yorkville",10028,99,"10028","24 - 35 months",3,418,318.85,2026,"Q2","Polio",""
"East Harlem",10029,87,"10029","24 - 35 months",3,641,740.35,2026,"Q2","Polio",""
"Central Harlem (North)",10030,55,"10030","24 - 35 months",3,193,351.61,2026,"Q2","Polio",""
"Hamilton Heights/West Harlem",10031,79,"10031","24 - 35 months",3,409,515.97,2026,"Q2","Polio",""
"Washington Heights (South)",10032,81,"10032","24 - 35 months",3,388,479.52,2026,"Q2","Polio",""
"Washington Heights (North)/Washington Heights (South)",10033,85,"10033","24 - 35 months",3,427,502.22,2026,"Q2","Polio",""
"Inwood/Washington Heights (North)",10034,85,"10034","24 - 35 months",3,308,362.58,2026,"Q2","Polio",""
"East Harlem",10035,70,"10035","24 - 35 months",3,265,381.29,2026,"Q2","Polio",""
"Hell's Kitchen/Midtown Manhattan",10036,99,"10036","24 - 35 months",3,225,155.62,2026,"Q2","Polio",""
"Central Harlem (North)/East Harlem",10037,99,"10037","24 - 35 months",3,167,167.34,2026,"Q2","Polio",""
"Chinatown/Financial District",10038,85,"10038","24 - 35 months",3,116,137.2,2026,"Q2","Polio",""
"Central Harlem (North)/Washington Heights (South)",10039,66,"10039","24 - 35 months",3,231,348.79,2026,"Q2","Polio",""
"Washington Heights (North)",10040,83,"10040","24 - 35 months",3,320,386.85,2026,"Q2","Polio",""
"Roosevelt Island",10044,99,"10044","24 - 35 months",3,157,97.48,2026,"Q2","Polio",""
"Lenox Hill/Upper East Side",10065,99,"10065","24 - 35 months",3,425,246.14,2026,"Q2","Polio",""
"Lincoln Square",10069,99,"10069","24 - 35 months",3,113,61.58,2026,"Q2","Polio",""
"Lenox Hill/Upper East Side",10075,99,"10075, 10162","24 - 35 months",3,271,180.1,2026,"Q2","Polio",""
"Upper East Side/Yorkville",10128,99,"10128","24 - 35 months",3,583,443.68,2026,"Q2","Polio",""
"Battery Park City",10280,51,"10280","24 - 35 months",3,69,134.74,2026,"Q2","Polio",""
"Battery Park City",10282,93,"10282","24 - 35 months",3,109,116.84,2026,"Q2","Polio",""
"Silver Lake/St. George",10301,99,"10301","24 - 35 months",3,385,390.6,2026,"Q2","Polio",""
"Elm Park",10302,80,"10302","24 - 35 months",3,196,244,2026,"Q2","Polio",""
"Graniteville/Mariner's Harbor/Port Ivory",10303,84,"10303","24 - 35 months",3,267,319.1,2026,"Q2","Polio",""
"New Dorp/Todt Hill",10304,77,"10304","24 - 35 months",3,366,474.05,2026,"Q2","Polio",""
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,85,"10305","24 - 35 months",3,356,417.59,2026,"Q2","Polio",""
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,75,"10306","24 - 35 months",3,415,554.92,2026,"Q2","Polio",""
"Tottenville",10307,70,"10307","24 - 35 months",3,99,141.45,2026,"Q2","Polio",""
"Great Kills",10308,79,"10308","24 - 35 months",3,223,282.9,2026,"Q2","Polio",""
"Charleston/Prince's Bay/Woodrow",10309,71,"10309","24 - 35 months",3,247,349.71,2026,"Q2","Polio",""
"Port Richmond/Randall Manor/West Brighton",10310,82,"10310","24 - 35 months",3,246,298.22,2026,"Q2","Polio",""
"Annadale/Rossville",10312,71,"10312","24 - 35 months",3,416,589.56,2026,"Q2","Polio",""
"Bloomfield/Freshkills Park",10314,85,"10314","24 - 35 months",3,782,917.08,2026,"Q2","Polio",""
"Concourse/Melrose",10451,99,"10451","24 - 35 months",3,637,574.64,2026,"Q2","Polio",""
"Concourse/Highbridge",10452,83,"10452","24 - 35 months",3,860,1041.22,2026,"Q2","Polio",""
"Morris Heights/Mount Hope/University Heights",10453,88,"10453","24 - 35 months",3,920,1049.75,2026,"Q2","Polio",""
"Mott Haven/Port Morris",10454,89,"10454","24 - 35 months",3,466,525.43,2026,"Q2","Polio",""
"Mott Haven",10455,87,"10455","24 - 35 months",3,472,540.21,2026,"Q2","Polio",""
"Claremont/Morrisania",10456,86,"10456","24 - 35 months",3,1003,1159.8,2026,"Q2","Polio",""
"Belmont/Claremont/Mount Hope/Tremont",10457,86,"10457","24 - 35 months",3,940,1098.88,2026,"Q2","Polio",""
"Belmont/Fordham University/Kingsbridge",10458,89,"10458","24 - 35 months",3,920,1033.11,2026,"Q2","Polio",""
"Charlotte Gardens/Hunts Point",10459,76,"10459","24 - 35 months",3,528,693.52,2026,"Q2","Polio",""
"Charlotte Gardens/Tremont/Van Nest/West Farms",10460,90,"10460","24 - 35 months",3,726,808.7,2026,"Q2","Polio",""
"Morris Park/Pelham Bay/Westchester Square",10461,99,"10461","24 - 35 months",3,587,570.05,2026,"Q2","Polio",""
"Parkchester/Pelham Parkway/Van Nest/Westchester Square",10462,99,"10462","24 - 35 months",3,908,892.77,2026,"Q2","Polio",""
"Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil",10463,89,"10463","24 - 35 months",3,673,759.09,2026,"Q2","Polio",""
"City Island",10464,99,"10464","24 - 35 months",3,94,32.86,2026,"Q2","Polio","Vaccination rate should be interpreted with caution due to small population estimate"
"Country Club/Throgs Neck",10465,82,"10465","24 - 35 months",3,392,479.09,2026,"Q2","Polio",""
"Edenwald/Wakefield",10466,78,"10466","24 - 35 months",3,606,778.12,2026,"Q2","Polio",""
"Allerton/Norwood/Pelham Parkway/Williamsbridge",10467,96,"10467","24 - 35 months",3,1134,1180.74,2026,"Q2","Polio",""
"Fordham/Kingsbridge/University Heights",10468,80,"10468","24 - 35 months",3,828,1034.37,2026,"Q2","Polio",""
"Allerton/Baychester/Pelham Gardens/Williamsbridge",10469,89,"10469","24 - 35 months",3,650,730.06,2026,"Q2","Polio",""
"Wakefield/Woodlawn",10470,99,"10470","24 - 35 months",3,181,173.9,2026,"Q2","Polio",""
"Fieldston/North Riverdale/Riverdale",10471,64,"10471","24 - 35 months",3,149,232.23,2026,"Q2","Polio",""
"Soundview",10472,99,"10472","24 - 35 months",3,943,791.42,2026,"Q2","Polio",""
"Castle Hill/Clason Point/Soundview",10473,98,"10473","24 - 35 months",3,545,556.92,2026,"Q2","Polio",""
"Hunts Point",10474,88,"10474","24 - 35 months",3,135,154.08,2026,"Q2","Polio",""
"Co-op City/Edenwald",10475,86,"10475","24 - 35 months",3,250,289.89,2026,"Q2","Polio",""
"Bellerose/Douglaston-Little Neck",11004,99,"11004, 11005","24 - 35 months",3,257,148.48,2026,"Q2","Polio",""
"Astoria (South)/Long Island City/Sunnyside",11101,99,"11101","24 - 35 months",3,827,367.72,2026,"Q2","Polio",""
"Astoria (North)",11102,99,"11102","24 - 35 months",3,348,227.58,2026,"Q2","Polio",""
"Astoria (North)/Astoria (South)",11103,94,"11103","24 - 35 months",3,256,271.42,2026,"Q2","Polio",""
"Sunnyside",11104,80,"11104","24 - 35 months",3,193,242.43,2026,"Q2","Polio",""
"Ditmars Steinway",11105,99,"11105","24 - 35 months",3,298,295.83,2026,"Q2","Polio",""
"Astoria (South)",11106,99,"11106","24 - 35 months",3,344,327.25,2026,"Q2","Polio",""
"Long Island City",11109,99,"11109","24 - 35 months",3,128,70.88,2026,"Q2","Polio",""
"Brooklyn Heights/DUMBO/Downtown Brooklyn",11201,99,"11201","24 - 35 months",3,921,747.89,2026,"Q2","Polio",""
"East Flatbush (North)/East Flatbush (South)",11203,95,"11203","24 - 35 months",3,604,635.77,2026,"Q2","Polio",""
"Bensonhurst/Mapleton",11204,94,"11204","24 - 35 months",3,1040,1110.31,2026,"Q2","Polio",""
"Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene",11205,51,"11205","24 - 35 months",3,502,989.73,2026,"Q2","Polio",""
"Williamsburg (South)",11206,54,"11206","24 - 35 months",3,769,1430.1,2026,"Q2","Polio",""
"Cypress Hills/East New York",11207,92,"11207","24 - 35 months",3,980,1065.52,2026,"Q2","Polio",""
"Cypress Hills/East New York",11208,90,"11208","24 - 35 months",3,1073,1189.57,2026,"Q2","Polio",""
"Bay Ridge/Fort Hamilton",11209,84,"11209","24 - 35 months",3,586,699.46,2026,"Q2","Polio",""
"Flatlands/Midwood",11210,99,"11210","24 - 35 months",3,671,675.7,2026,"Q2","Polio",""
"East Williamsburg/Williamsburg (North)/Williamsburg (South)",11211,56,"11211, 11249","24 - 35 months",3,1069,1907.34,2026,"Q2","Polio",""
"Ocean Hill-Brownsville",11212,87,"11212","24 - 35 months",3,848,975.42,2026,"Q2","Polio",""
"Crown Heights (East)",11213,62,"11213","24 - 35 months",3,572,928.38,2026,"Q2","Polio",""
"Bath Beach/Bensonhurst/Gravesend",11214,99,"11214","24 - 35 months",3,887,889.02,2026,"Q2","Polio",""
