"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","6 months - 4 years",688,643.8,"2019 - 20","Q2","Flu",
"Chinatown/Lower East Side",10002,84,"10002","6 months - 4 years",2470,2943.23,"2019 - 20","Q2","Flu",
"East Village/Gramercy/Greenwich Village",10003,89,"10003","6 months - 4 years",1094,1227.4,"2019 - 20","Q2","Flu",
"Financial District",10004,99,"10004","6 months - 4 years",223,200.98,"2019 - 20","Q2","Flu",
"Financial District",10005,99,"10005","6 months - 4 years",357,282.48,"2019 - 20","Q2","Flu",
"Financial District",10006,99,"10006","6 months - 4 years",166,105.26,"2019 - 20","Q2","Flu",
"TriBeCa",10007,93,"10007","6 months - 4 years",574,618.71,"2019 - 20","Q2","Flu",
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,88,"10009","6 months - 4 years",1495,1705.7,"2019 - 20","Q2","Flu",
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","6 months - 4 years",1084,969.56,"2019 - 20","Q2","Flu",
"Chelsea",10011,81,"10011","6 months - 4 years",1336,1651.11,"2019 - 20","Q2","Flu",
"Greenwich Village/SoHo",10012,73,"10012","6 months - 4 years",481,663.41,"2019 - 20","Q2","Flu",
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,90,"10013","6 months - 4 years",1337,1487.87,"2019 - 20","Q2","Flu",
"Hudson Square/Meatpacking District/West Village",10014,79,"10014","6 months - 4 years",680,863.97,"2019 - 20","Q2","Flu",
"Kips Bay/Murray Hill/NoMad",10016,99,"10016","6 months - 4 years",1721,1639.06,"2019 - 20","Q2","Flu",
"East Midtown/Murray Hill",10017,99,"10017","6 months - 4 years",491,435.11,"2019 - 20","Q2","Flu",
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","6 months - 4 years",226,180.7,"2019 - 20","Q2","Flu",
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","6 months - 4 years",1304,1266.6,"2019 - 20","Q2","Flu",
"Lenox Hill/Upper East Side",10021,92,"10021","6 months - 4 years",1724,1863.82,"2019 - 20","Q2","Flu",
"East Midtown",10022,99,"10022","6 months - 4 years",1117,1130.3,"2019 - 20","Q2","Flu",
