"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,73,"10001, 10118","6 months - 17 years",1,1607,2209.18,"2025 - 26","Q2","Flu",
"Chinatown/Lower East Side",10002,39,"10002","6 months - 17 years",1,4265,10869.19,"2025 - 26","Q2","Flu",
"East Village/Gramercy/Greenwich Village",10003,55,"10003","6 months - 17 years",1,1818,3284.03,"2025 - 26","Q2","Flu",
"Financial District",10004,99,"10004","6 months - 17 years",1,389,331.84,"2025 - 26","Q2","Flu",
"Financial District",10005,99,"10005","6 months - 17 years",1,655,512.93,"2025 - 26","Q2","Flu",
"Financial District",10006,99,"10006","6 months - 17 years",1,293,239.83,"2025 - 26","Q2","Flu",
"TriBeCa",10007,84,"10007","6 months - 17 years",1,1056,1263.24,"2025 - 26","Q2","Flu",
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,38,"10009","6 months - 17 years",1,2397,6363.17,"2025 - 26","Q2","Flu",
"Flatiron/Gramercy/Kips Bay",10010,80,"10010","6 months - 17 years",1,1903,2389.59,"2025 - 26","Q2","Flu",
"Chelsea",10011,55,"10011","6 months - 17 years",1,2288,4176.54,"2025 - 26","Q2","Flu",
"Greenwich Village/SoHo",10012,52,"10012","6 months - 17 years",1,1018,1939.93,"2025 - 26","Q2","Flu",
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,71,"10013","6 months - 17 years",1,2651,3759.91,"2025 - 26","Q2","Flu",
"Hudson Square/Meatpacking District/West Village",10014,57,"10014","6 months - 17 years",1,1358,2380.27,"2025 - 26","Q2","Flu",
"Kips Bay/Murray Hill/NoMad",10016,70,"10016","6 months - 17 years",1,2540,3640.16,"2025 - 26","Q2","Flu",
"East Midtown/Murray Hill",10017,97,"10017","6 months - 17 years",1,954,987.28,"2025 - 26","Q2","Flu",
"Hell's Kitchen/Midtown Manhattan",10018,65,"10018","6 months - 17 years",1,315,484.64,"2025 - 26","Q2","Flu",
"Hell's Kitchen/Midtown Manhattan",10019,74,"10019, 10020","6 months - 17 years",1,2294,3104.49,"2025 - 26","Q2","Flu",
"Lenox Hill/Upper East Side",10021,78,"10021","6 months - 17 years",1,3694,4746.55,"2025 - 26","Q2","Flu",
"East Midtown",10022,71,"10022","6 months - 17 years",1,1992,2817.16,"2025 - 26","Q2","Flu",
"Lincoln Square",10023,64,"10023","6 months - 17 years",1,5177,8092.63,"2025 - 26","Q2","Flu",
"Upper West Side",10024,60,"10024","6 months - 17 years",1,5657,9386.69,"2025 - 26","Q2","Flu",
"Manhattan Valley/Morningside Heights/Upper West Side",10025,48,"10025","6 months - 17 years",1,5988,12402.37,"2025 - 26","Q2","Flu",
"Central Harlem (South)",10026,39,"10026","6 months - 17 years",1,2418,6279.6,"2025 - 26","Q2","Flu",
"Central Harlem (South)/Morningside Heights/West Harlem",10027,36,"10027","6 months - 17 years",1,3609,9974.93,"2025 - 26","Q2","Flu",
"Upper East Side/Yorkville",10028,58,"10028","6 months - 17 years",1,3782,6552.31,"2025 - 26","Q2","Flu",
"East Harlem",10029,41,"10029","6 months - 17 years",1,5754,14168.1,"2025 - 26","Q2","Flu",
"Central Harlem (North)",10030,28,"10030","6 months - 17 years",1,1712,6035.04,"2025 - 26","Q2","Flu",
"Hamilton Heights/West Harlem",10031,31,"10031","6 months - 17 years",1,2946,9545.9,"2025 - 26","Q2","Flu",
"Washington Heights (South)",10032,33,"10032","6 months - 17 years",1,2800,8546.35,"2025 - 26","Q2","Flu",
"Washington Heights (North)/Washington Heights (South)",10033,34,"10033","6 months - 17 years",1,2888,8565.21,"2025 - 26","Q2","Flu",
"Inwood/Washington Heights (North)",10034,30,"10034","6 months - 17 years",1,2028,6760.73,"2025 - 26","Q2","Flu",
"East Harlem",10035,33,"10035","6 months - 17 years",1,2385,7227.93,"2025 - 26","Q2","Flu",
"Hell's Kitchen/Midtown Manhattan",10036,76,"10036","6 months - 17 years",1,1550,2047.83,"2025 - 26","Q2","Flu",
"Central Harlem (North)/East Harlem",10037,42,"10037","6 months - 17 years",1,1184,2787.07,"2025 - 26","Q2","Flu",
"Chinatown/Financial District",10038,51,"10038","6 months - 17 years",1,1213,2391.27,"2025 - 26","Q2","Flu",
"Central Harlem (North)/Washington Heights (South)",10039,27,"10039","6 months - 17 years",1,1801,6651.17,"2025 - 26","Q2","Flu",
"Washington Heights (North)",10040,32,"10040","6 months - 17 years",1,2187,6937.4,"2025 - 26","Q2","Flu",
"Roosevelt Island",10044,61,"10044","6 months - 17 years",1,1051,1711.39,"2025 - 26","Q2","Flu",
"Lenox Hill/Upper East Side",10065,84,"10065","6 months - 17 years",1,2908,3458.9,"2025 - 26","Q2","Flu",
"Lincoln Square",10069,99,"10069","6 months - 17 years",1,924,809.54,"2025 - 26","Q2","Flu",
"Lenox Hill/Upper East Side",10075,80,"10075, 10162","6 months - 17 years",1,2599,3232.23,"2025 - 26","Q2","Flu",
"Upper East Side/Yorkville",10128,62,"10128","6 months - 17 years",1,5286,8467.12,"2025 - 26","Q2","Flu",
"Battery Park City",10280,47,"10280","6 months - 17 years",1,692,1472.04,"2025 - 26","Q2","Flu",
"Battery Park City",10282,79,"10282","6 months - 17 years",1,886,1120.93,"2025 - 26","Q2","Flu",
"Silver Lake/St. George",10301,35,"10301","6 months - 17 years",1,2708,7780.6,"2025 - 26","Q2","Flu",
"Elm Park",10302,33,"10302","6 months - 17 years",1,1579,4717.95,"2025 - 26","Q2","Flu",
"Graniteville/Mariner's Harbor/Port Ivory",10303,27,"10303","6 months - 17 years",1,1820,6735.4,"2025 - 26","Q2","Flu",
"New Dorp/Todt Hill",10304,32,"10304","6 months - 17 years",1,3111,9820.27,"2025 - 26","Q2","Flu",
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,33,"10305","6 months - 17 years",1,2673,8214.64,"2025 - 26","Q2","Flu",
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,29,"10306","6 months - 17 years",1,3268,11138.81,"2025 - 26","Q2","Flu",
"Tottenville",10307,14,"10307","6 months - 17 years",1,500,3456.92,"2025 - 26","Q2","Flu",
"Great Kills",10308,28,"10308","6 months - 17 years",1,1621,5809.41,"2025 - 26","Q2","Flu",
"Charleston/Prince's Bay/Woodrow",10309,22,"10309","6 months - 17 years",1,1610,7430.99,"2025 - 26","Q2","Flu",
"Port Richmond/Randall Manor/West Brighton",10310,32,"10310","6 months - 17 years",1,1997,6233.44,"2025 - 26","Q2","Flu",
"Annadale/Rossville",10312,26,"10312","6 months - 17 years",1,3308,12647.88,"2025 - 26","Q2","Flu",
"Bloomfield/Freshkills Park",10314,30,"10314","6 months - 17 years",1,5547,18508.6,"2025 - 26","Q2","Flu",
"Concourse/Melrose",10451,48,"10451","6 months - 17 years",1,5036,10490,"2025 - 26","Q2","Flu",
"Concourse/Highbridge",10452,37,"10452","6 months - 17 years",1,7035,19199.17,"2025 - 26","Q2","Flu",
"Morris Heights/Mount Hope/University Heights",10453,35,"10453","6 months - 17 years",1,6917,19563.21,"2025 - 26","Q2","Flu",
"Mott Haven/Port Morris",10454,38,"10454","6 months - 17 years",1,3791,10107.45,"2025 - 26","Q2","Flu",
"Mott Haven",10455,39,"10455","6 months - 17 years",1,4192,10693.55,"2025 - 26","Q2","Flu",
"Claremont/Morrisania",10456,37,"10456","6 months - 17 years",1,8287,22314.97,"2025 - 26","Q2","Flu",
