"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,43,"10001, 10118","13 years",59,138.66,2021,"Q4","HPV",""
"Chinatown/Lower East Side",10002,67,"10002","13 years",411,615.67,2021,"Q4","HPV",""
"East Village/Gramercy/Greenwich Village",10003,26,"10003","13 years",46,174.06,2021,"Q4","HPV",""
"Financial District",10004,0,"10004","13 years",,18.39,2021,"Q4","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"Financial District",10005,76,"10005","13 years",10,13.21,2021,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10006,0,"10006","13 years",,11.28,2021,"Q4","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"TriBeCa",10007,55,"10007","13 years",21,37.94,2021,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,36,"10009","13 years",144,403.76,2021,"Q4","HPV",""
"Flatiron/Gramercy/Kips Bay",10010,43,"10010","13 years",48,111.7,2021,"Q4","HPV",""
"Chelsea",10011,25,"10011","13 years",55,218.58,2021,"Q4","HPV",""
"Greenwich Village/SoHo",10012,29,"10012","13 years",27,92.13,2021,"Q4","HPV",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,59,"10013","13 years",104,176.09,2021,"Q4","HPV",""
"Hudson Square/Meatpacking District/West Village",10014,23,"10014","13 years",28,122.1,2021,"Q4","HPV",""
"Kips Bay/Murray Hill/NoMad",10016,32,"10016","13 years",53,166.08,2021,"Q4","HPV",""
"East Midtown/Murray Hill",10017,75,"10017","13 years",32,42.79,2021,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10018,90,"10018","13 years",21,23.45,2021,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,51,"10019, 10020","13 years",73,141.85,2021,"Q4","HPV",""
"Lenox Hill/Upper East Side",10021,39,"10021","13 years",90,229.95,2021,"Q4","HPV",""
"East Midtown",10022,37,"10022","13 years",45,121.32,2021,"Q4","HPV",""
"Lincoln Square",10023,34,"10023","13 years",125,369.23,2021,"Q4","HPV",""
"Upper West Side",10024,29,"10024","13 years",154,523.4,2021,"Q4","HPV",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,32,"10025","13 years",244,750.85,2021,"Q4","HPV",""
"Central Harlem (South)",10026,40,"10026","13 years",154,382.2,2021,"Q4","HPV",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,48,"10027","13 years",287,597.27,2021,"Q4","HPV",""
"Upper East Side/Yorkville",10028,25,"10028","13 years",93,368.28,2021,"Q4","HPV",""
"East Harlem",10029,70,"10029","13 years",567,812.96,2021,"Q4","HPV",""
"Central Harlem (North)",10030,45,"10030","13 years",162,362.86,2021,"Q4","HPV",""
"Hamilton Heights/West Harlem",10031,52,"10031","13 years",303,580.1,2021,"Q4","HPV",""
"Washington Heights (South)",10032,67,"10032","13 years",372,554.2,2021,"Q4","HPV",""
"Washington Heights (North)/Washington Heights (South)",10033,57,"10033","13 years",305,533.67,2021,"Q4","HPV",""
"Inwood/Washington Heights (North)",10034,58,"10034","13 years",233,401.51,2021,"Q4","HPV",""
"East Harlem",10035,56,"10035","13 years",236,420.56,2021,"Q4","HPV",""
"Hell's Kitchen/Midtown Manhattan",10036,61,"10036","13 years",63,103.57,2021,"Q4","HPV",""
"Central Harlem (North)/East Harlem",10037,65,"10037","13 years",119,183.02,2021,"Q4","HPV",""
"Chinatown/Financial District",10038,59,"10038","13 years",79,133.55,2021,"Q4","HPV",""
"Central Harlem (North)/Washington Heights (South)",10039,53,"10039","13 years",194,365.58,2021,"Q4","HPV",""
"Washington Heights (North)",10040,55,"10040","13 years",237,428.29,2021,"Q4","HPV",""
"Roosevelt Island",10044,20,"10044","13 years",21,102.5,2021,"Q4","HPV",""
"Lenox Hill/Upper East Side",10065,46,"10065","13 years",73,159.73,2021,"Q4","HPV",""
"Lincoln Square",10069,54,"10069","13 years",19,34.9,2021,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Lenox Hill/Upper East Side",10075,47,"10075, 10162","13 years",78,167.65,2021,"Q4","HPV",""
"Upper East Side/Yorkville",10128,34,"10128","13 years",165,482.22,2021,"Q4","HPV",""
"Battery Park City",10280,37,"10280","13 years",19,51.46,2021,"Q4","HPV",""
"Battery Park City",10282,48,"10282","13 years",19,39.32,2021,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Silver Lake/St. George",10301,43,"10301","13 years",204,471.52,2021,"Q4","HPV",""
"Elm Park",10302,44,"10302","13 years",119,272.38,2021,"Q4","HPV",""
"Graniteville/Mariner's Harbor/Port Ivory",10303,36,"10303","13 years",165,455.89,2021,"Q4","HPV",""
"New Dorp/Todt Hill",10304,35,"10304","13 years",199,575.98,2021,"Q4","HPV",""
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,22,"10305","13 years",111,498.39,2021,"Q4","HPV",""
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,13,"10306","13 years",94,717.29,2021,"Q4","HPV",""
"Tottenville",10307,6,"10307","13 years",14,221.86,2021,"Q4","HPV",""
"Great Kills",10308,12,"10308","13 years",47,387.19,2021,"Q4","HPV",""
"Charleston/Prince's Bay/Woodrow",10309,11,"10309","13 years",48,446.63,2021,"Q4","HPV",""
"Port Richmond/Randall Manor/West Brighton",10310,34,"10310","13 years",130,379.58,2021,"Q4","HPV",""
"Annadale/Rossville",10312,9,"10312","13 years",74,803.22,2021,"Q4","HPV",""
"Bloomfield/Freshkills Park",10314,16,"10314","13 years",179,1142.03,2021,"Q4","HPV",""
"Concourse/Melrose",10451,79,"10451","13 years",527,663.75,2021,"Q4","HPV",""
"Concourse/Highbridge",10452,71,"10452","13 years",817,1148.15,2021,"Q4","HPV",""
"Morris Heights/Mount Hope/University Heights",10453,78,"10453","13 years",933,1197.09,2021,"Q4","HPV",""
"Mott Haven/Port Morris",10454,74,"10454","13 years",459,619.82,2021,"Q4","HPV",""
"Mott Haven",10455,80,"10455","13 years",534,667.36,2021,"Q4","HPV",""
"Claremont/Morrisania",10456,75,"10456","13 years",1016,1352.36,2021,"Q4","HPV",""
"Belmont/Claremont/Mount Hope/Tremont",10457,75,"10457","13 years",895,1194.51,2021,"Q4","HPV",""
"Belmont/Fordham University/Kingsbridge",10458,72,"10458","13 years",832,1148,2021,"Q4","HPV",""
"Charlotte Gardens/Hunts Point",10459,78,"10459","13 years",603,776.56,2021,"Q4","HPV",""
"Charlotte Gardens/Tremont/Van Nest/West Farms",10460,66,"10460","13 years",593,900.48,2021,"Q4","HPV",""
"Morris Park/Pelham Bay/Westchester Square",10461,50,"10461","13 years",288,579.2,2021,"Q4","HPV",""
"Parkchester/Pelham Parkway/Van Nest/Westchester Square",10462,65,"10462","13 years",578,882.74,2021,"Q4","HPV",""
"Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil",10463,58,"10463","13 years",415,711.85,2021,"Q4","HPV",""
"City Island",10464,65,"10464","13 years",41,63.14,2021,"Q4","HPV",""
"Country Club/Throgs Neck",10465,28,"10465","13 years",167,607.12,2021,"Q4","HPV",""
"Edenwald/Wakefield",10466,50,"10466","13 years",504,1010.12,2021,"Q4","HPV",""
"Allerton/Norwood/Pelham Parkway/Williamsbridge",10467,68,"10467","13 years",836,1226.98,2021,"Q4","HPV",""
"Fordham/Kingsbridge/University Heights",10468,76,"10468","13 years",829,1088.72,2021,"Q4","HPV",""
"Allerton/Baychester/Pelham Gardens/Williamsbridge",10469,48,"10469","13 years",451,946.27,2021,"Q4","HPV",""
"Wakefield/Woodlawn",10470,52,"10470","13 years",91,175.77,2021,"Q4","HPV",""
"Fieldston/North Riverdale/Riverdale",10471,41,"10471","13 years",79,192.13,2021,"Q4","HPV",""
"Soundview",10472,81,"10472","13 years",698,861.67,2021,"Q4","HPV",""
"Castle Hill/Clason Point/Soundview",10473,53,"10473","13 years",461,865.83,2021,"Q4","HPV",""
"Hunts Point",10474,83,"10474","13 years",148,178.69,2021,"Q4","HPV",""
"Co-op City/Edenwald",10475,39,"10475","13 years",175,448.77,2021,"Q4","HPV",""
"Bellerose/Douglaston-Little Neck",11004,83,"11004, 11005","13 years",196,234.92,2021,"Q4","HPV",""
"Astoria (South)/Long Island City/Sunnyside",11101,50,"11101","13 years",137,273.46,2021,"Q4","HPV",""
"Astoria (North)",11102,46,"11102","13 years",113,247,2021,"Q4","HPV",""
"Astoria (North)/Astoria (South)",11103,37,"11103","13 years",102,278.55,2021,"Q4","HPV",""
"Sunnyside",11104,60,"11104","13 years",124,208.18,2021,"Q4","HPV",""
"Ditmars Steinway",11105,30,"11105","13 years",86,290.24,2021,"Q4","HPV",""
"Astoria (South)",11106,53,"11106","13 years",158,300.75,2021,"Q4","HPV",""
"Long Island City",11109,78,"11109","13 years",10,12.86,2021,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Brooklyn Heights/DUMBO/Downtown Brooklyn",11201,47,"11201","13 years",174,369.01,2021,"Q4","HPV",""
"East Flatbush (North)/East Flatbush (South)",11203,41,"11203","13 years",325,787.74,2021,"Q4","HPV",""
"Bensonhurst/Mapleton",11204,26,"11204","13 years",302,1182.07,2021,"Q4","HPV",""
"Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene",11205,27,"11205","13 years",150,559.12,2021,"Q4","HPV",""
"Williamsburg (South)",11206,27,"11206","13 years",357,1338.09,2021,"Q4","HPV",""
"Cypress Hills/East New York",11207,45,"11207","13 years",606,1343.61,2021,"Q4","HPV",""
"Cypress Hills/East New York",11208,48,"11208","13 years",768,1593.56,2021,"Q4","HPV",""
"Bay Ridge/Fort Hamilton",11209,28,"11209","13 years",213,757.3,2021,"Q4","HPV",""
"Flatlands/Midwood",11210,24,"11210","13 years",213,903.33,2021,"Q4","HPV",""
"East Williamsburg/Williamsburg (North)/Williamsburg (South)",11211,12,"11211, 11249","13 years",163,1407.01,2021,"Q4","HPV",""
"Ocean Hill-Brownsville",11212,54,"11212","13 years",638,1190.78,2021,"Q4","HPV",""
"Crown Heights (East)",11213,25,"11213","13 years",241,949.96,2021,"Q4","HPV",""
"Bath Beach/Bensonhurst/Gravesend",11214,42,"11214","13 years",430,1012.82,2021,"Q4","HPV",""
"Gowanus/Park Slope/Windsor Terrace",11215,34,"11215","13 years",184,536.87,2021,"Q4","HPV",""
"Bedford-Stuyvesant (West)/Crown Heights (West)",11216,35,"11216","13 years",173,498.27,2021,"Q4","HPV",""
"Boerum Hill/Park Slope",11217,52,"11217, 11243","13 years",136,261.89,2021,"Q4","HPV",""
"Kensington/Windsor Terrace",11218,41,"11218","13 years",409,1008.51,2021,"Q4","HPV",""
"Borough Park",11219,35,"11219","13 years",541,1547.91,2021,"Q4","HPV",""
"Sunset Park",11220,99,"11220","13 years",1234,1046.96,2021,"Q4","HPV",""
"Bedford-Stuyvesant (East)/Bushwick",11221,39,"11221","13 years",400,1029.48,2021,"Q4","HPV",""
"Greenpoint",11222,21,"11222","13 years",56,272.03,2021,"Q4","HPV",""
