"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,75,"10001, 10118","13 - 17 years",453,602.86,2021,"Q4","HPV",
"Chinatown/Lower East Side",10002,99,"10002","13 - 17 years",3218,2985.19,2021,"Q4","HPV",
"East Village/Gramercy/Greenwich Village",10003,64,"10003","13 - 17 years",598,928.37,2021,"Q4","HPV",
"Financial District",10004,99,"10004","13 - 17 years",105,86.27,2021,"Q4","HPV",
"Financial District",10005,99,"10005","13 - 17 years",95,80.27,2021,"Q4","HPV",
"Financial District",10006,94,"10006","13 - 17 years",52,55.17,2021,"Q4","HPV",
"TriBeCa",10007,99,"10007","13 - 17 years",273,197.57,2021,"Q4","HPV",
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,69,"10009","13 - 17 years",1325,1914.01,2021,"Q4","HPV",
"Flatiron/Gramercy/Kips Bay",10010,93,"10010","13 - 17 years",545,587.43,2021,"Q4","HPV",
"Chelsea",10011,68,"10011","13 - 17 years",751,1109.02,2021,"Q4","HPV",
"Greenwich Village/SoHo",10012,63,"10012","13 - 17 years",317,502.98,2021,"Q4","HPV",
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,96,"10013","13 - 17 years",875,910.43,2021,"Q4","HPV",
"Hudson Square/Meatpacking District/West Village",10014,58,"10014","13 - 17 years",363,628.6,2021,"Q4","HPV",
"Kips Bay/Murray Hill/NoMad",10016,89,"10016","13 - 17 years",711,801.16,2021,"Q4","HPV",
"East Midtown/Murray Hill",10017,99,"10017","13 - 17 years",243,209.65,2021,"Q4","HPV",
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","13 - 17 years",122,111.7,2021,"Q4","HPV",
"Hell's Kitchen/Midtown Manhattan",10019,83,"10019, 10020","13 - 17 years",616,739.64,2021,"Q4","HPV",
"Lenox Hill/Upper East Side",10021,91,"10021","13 - 17 years",1065,1172.16,2021,"Q4","HPV",
"East Midtown",10022,95,"10022","13 - 17 years",584,615.75,2021,"Q4","HPV",
"Lincoln Square",10023,77,"10023","13 - 17 years",1468,1917.69,2021,"Q4","HPV",
