"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,38,"10001, 10118","13 - 17 years",1,261,683.7,"2023 - 24","Q4","Flu",
"Chinatown/Lower East Side",10002,45,"10002","13 - 17 years",1,1416,3160.5,"2023 - 24","Q4","Flu",
"East Village/Gramercy/Greenwich Village",10003,35,"10003","13 - 17 years",1,323,928.53,"2023 - 24","Q4","Flu",
"Financial District",10004,99,"10004","13 - 17 years",1,78,74.91,"2023 - 24","Q4","Flu",
"Financial District",10005,85,"10005","13 - 17 years",1,70,82.63,"2023 - 24","Q4","Flu",
"Financial District",10006,73,"10006","13 - 17 years",1,49,67.09,"2023 - 24","Q4","Flu",
"TriBeCa",10007,75,"10007","13 - 17 years",1,159,210.74,"2023 - 24","Q4","Flu",
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,23,"10009","13 - 17 years",1,459,1991.53,"2023 - 24","Q4","Flu",
"Flatiron/Gramercy/Kips Bay",10010,52,"10010","13 - 17 years",1,306,589.14,"2023 - 24","Q4","Flu",
"Chelsea",10011,42,"10011","13 - 17 years",1,455,1088.19,"2023 - 24","Q4","Flu",
"Greenwich Village/SoHo",10012,36,"10012","13 - 17 years",1,192,533.8,"2023 - 24","Q4","Flu",
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,57,"10013","13 - 17 years",1,516,910.1,"2023 - 24","Q4","Flu",
"Hudson Square/Meatpacking District/West Village",10014,38,"10014","13 - 17 years",1,240,628.46,"2023 - 24","Q4","Flu",
"Kips Bay/Murray Hill/NoMad",10016,49,"10016","13 - 17 years",1,402,812.17,"2023 - 24","Q4","Flu",
"East Midtown/Murray Hill",10017,99,"10017","13 - 17 years",1,461,224.8,"2023 - 24","Q4","Flu",
