"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",130,104.1,2023,"Q2","Hib",""
"Chinatown/Lower East Side",10002,64,"10002","24 - 35 months",306,479.54,2023,"Q2","Hib",""
"East Village/Gramercy/Greenwich Village",10003,91,"10003","24 - 35 months",196,214.48,2023,"Q2","Hib",""
"Financial District",10004,75,"10004","24 - 35 months",27,36.15,2023,"Q2","Hib","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,91,"10005","24 - 35 months",43,47.51,2023,"Q2","Hib","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10006,99,"10006","24 - 35 months",43,20.25,2023,"Q2","Hib","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,81,"10007","24 - 35 months",84,103.37,2023,"Q2","Hib",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,68,"10009","24 - 35 months",210,306.78,2023,"Q2","Hib",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months",177,171.38,2023,"Q2","Hib",""
"Chelsea",10011,85,"10011","24 - 35 months",243,284.31,2023,"Q2","Hib",""
"Greenwich Village/SoHo",10012,80,"10012","24 - 35 months",91,113.85,2023,"Q2","Hib",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,94,"10013","24 - 35 months",232,247.54,2023,"Q2","Hib",""
"Hudson Square/Meatpacking District/West Village",10014,89,"10014","24 - 35 months",132,147.55,2023,"Q2","Hib",""
"Kips Bay/Murray Hill/NoMad",10016,99,"10016","24 - 35 months",302,299.62,2023,"Q2","Hib",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months",75,74.86,2023,"Q2","Hib",""
"Hell's Kitchen/Midtown Manhattan",10018,85,"10018","24 - 35 months",34,39.98,2023,"Q2","Hib","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","24 - 35 months",283,235.96,2023,"Q2","Hib",""
"Lenox Hill/Upper East Side",10021,99,"10021","24 - 35 months",338,315.32,2023,"Q2","Hib",""
"East Midtown",10022,99,"10022","24 - 35 months",210,198.48,2023,"Q2","Hib",""
"Lincoln Square",10023,86,"10023","24 - 35 months",491,569.32,2023,"Q2","Hib",""
"Upper West Side",10024,74,"10024","24 - 35 months",403,545.26,2023,"Q2","Hib",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,78,"10025","24 - 35 months",523,672.95,2023,"Q2","Hib",""
"Central Harlem (South)",10026,57,"10026","24 - 35 months",218,382.16,2023,"Q2","Hib",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,60,"10027","24 - 35 months",336,558.21,2023,"Q2","Hib",""
"Upper East Side/Yorkville",10028,85,"10028","24 - 35 months",272,318.16,2023,"Q2","Hib",""
"East Harlem",10029,77,"10029","24 - 35 months",541,700.4,2023,"Q2","Hib",""
"Central Harlem (North)",10030,60,"10030","24 - 35 months",206,341.63,2023,"Q2","Hib",""
"Hamilton Heights/West Harlem",10031,78,"10031","24 - 35 months",380,485.02,2023,"Q2","Hib",""
"Washington Heights (South)",10032,69,"10032","24 - 35 months",332,480.68,2023,"Q2","Hib",""
"Washington Heights (North)/Washington Heights (South)",10033,80,"10033","24 - 35 months",403,503.59,2023,"Q2","Hib",""
"Inwood/Washington Heights (North)",10034,74,"10034","24 - 35 months",259,351.86,2023,"Q2","Hib",""
"East Harlem",10035,65,"10035","24 - 35 months",233,357.51,2023,"Q2","Hib",""
"Hell's Kitchen/Midtown Manhattan",10036,77,"10036","24 - 35 months",120,155.19,2023,"Q2","Hib",""
"Central Harlem (North)/East Harlem",10037,99,"10037","24 - 35 months",165,165.43,2023,"Q2","Hib",""
"Chinatown/Financial District",10038,88,"10038","24 - 35 months",117,133.15,2023,"Q2","Hib",""
"Central Harlem (North)/Washington Heights (South)",10039,60,"10039","24 - 35 months",195,323.53,2023,"Q2","Hib",""
"Washington Heights (North)",10040,78,"10040","24 - 35 months",287,367.63,2023,"Q2","Hib",""
"Roosevelt Island",10044,99,"10044","24 - 35 months",107,97.1,2023,"Q2","Hib",""
"Lenox Hill/Upper East Side",10065,99,"10065","24 - 35 months",258,241.51,2023,"Q2","Hib",""
"Lincoln Square",10069,99,"10069","24 - 35 months",86,53.05,2023,"Q2","Hib",""
"Lenox Hill/Upper East Side",10075,99,"10075, 10162","24 - 35 months",193,182.84,2023,"Q2","Hib",""
"Upper East Side/Yorkville",10128,99,"10128","24 - 35 months",458,421.25,2023,"Q2","Hib",""
"Battery Park City",10280,45,"10280","24 - 35 months",61,135.99,2023,"Q2","Hib",""
"Battery Park City",10282,56,"10282","24 - 35 months",71,126.48,2023,"Q2","Hib",""
"Silver Lake/St. George",10301,77,"10301","24 - 35 months",294,382.37,2023,"Q2","Hib",""
"Elm Park",10302,72,"10302","24 - 35 months",164,227.06,2023,"Q2","Hib",""
"Graniteville/Mariner's Harbor/Port Ivory",10303,65,"10303","24 - 35 months",215,328.71,2023,"Q2","Hib",""
"New Dorp/Todt Hill",10304,63,"10304","24 - 35 months",288,456.21,2023,"Q2","Hib",""
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,67,"10305","24 - 35 months",285,422.44,2023,"Q2","Hib",""
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,63,"10306","24 - 35 months",340,541.21,2023,"Q2","Hib",""
"Tottenville",10307,56,"10307","24 - 35 months",77,137.75,2023,"Q2","Hib",""
"Great Kills",10308,60,"10308","24 - 35 months",169,282.11,2023,"Q2","Hib",""
"Charleston/Prince's Bay/Woodrow",10309,54,"10309","24 - 35 months",186,343.92,2023,"Q2","Hib",""
"Port Richmond/Randall Manor/West Brighton",10310,59,"10310","24 - 35 months",176,298,2023,"Q2","Hib",""
"Annadale/Rossville",10312,65,"10312","24 - 35 months",380,585.4,2023,"Q2","Hib",""
"Bloomfield/Freshkills Park",10314,57,"10314","24 - 35 months",533,927.67,2023,"Q2","Hib",""
"Concourse/Melrose",10451,81,"10451","24 - 35 months",473,586.86,2023,"Q2","Hib",""
"Concourse/Highbridge",10452,76,"10452","24 - 35 months",770,1018.34,2023,"Q2","Hib",""
"Morris Heights/Mount Hope/University Heights",10453,81,"10453","24 - 35 months",835,1027.63,2023,"Q2","Hib",""
"Mott Haven/Port Morris",10454,70,"10454","24 - 35 months",358,511.61,2023,"Q2","Hib",""
"Mott Haven",10455,87,"10455","24 - 35 months",458,527.03,2023,"Q2","Hib",""
"Claremont/Morrisania",10456,84,"10456","24 - 35 months",961,1145.21,2023,"Q2","Hib",""
"Belmont/Claremont/Mount Hope/Tremont",10457,79,"10457","24 - 35 months",836,1056.61,2023,"Q2","Hib",""
"Belmont/Fordham University/Kingsbridge",10458,74,"10458","24 - 35 months",760,1026.31,2023,"Q2","Hib",""
"Charlotte Gardens/Hunts Point",10459,70,"10459","24 - 35 months",489,697.01,2023,"Q2","Hib",""
"Charlotte Gardens/Tremont/Van Nest/West Farms",10460,80,"10460","24 - 35 months",609,757.44,2023,"Q2","Hib",""
"Morris Park/Pelham Bay/Westchester Square",10461,88,"10461","24 - 35 months",470,535.76,2023,"Q2","Hib",""
"Parkchester/Pelham Parkway/Van Nest/Westchester Square",10462,93,"10462","24 - 35 months",790,846.23,2023,"Q2","Hib",""
"Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil",10463,79,"10463","24 - 35 months",585,742.12,2023,"Q2","Hib",""
"City Island",10464,99,"10464","24 - 35 months",83,32.14,2023,"Q2","Hib","Vaccination rate should be interpreted with caution due to small population estimate"
"Country Club/Throgs Neck",10465,66,"10465","24 - 35 months",301,456.57,2023,"Q2","Hib",""
"Edenwald/Wakefield",10466,69,"10466","24 - 35 months",520,754.83,2023,"Q2","Hib",""
"Allerton/Norwood/Pelham Parkway/Williamsbridge",10467,81,"10467","24 - 35 months",933,1150.88,2023,"Q2","Hib",""
"Fordham/Kingsbridge/University Heights",10468,70,"10468","24 - 35 months",691,990.45,2023,"Q2","Hib",""
"Allerton/Baychester/Pelham Gardens/Williamsbridge",10469,70,"10469","24 - 35 months",521,742.08,2023,"Q2","Hib",""
"Wakefield/Woodlawn",10470,99,"10470","24 - 35 months",168,169.9,2023,"Q2","Hib",""
"Fieldston/North Riverdale/Riverdale",10471,69,"10471","24 - 35 months",154,221.82,2023,"Q2","Hib",""
"Soundview",10472,99,"10472","24 - 35 months",827,765.6,2023,"Q2","Hib",""
"Castle Hill/Clason Point/Soundview",10473,84,"10473","24 - 35 months",453,538.34,2023,"Q2","Hib",""
"Hunts Point",10474,78,"10474","24 - 35 months",114,146.95,2023,"Q2","Hib",""
"Co-op City/Edenwald",10475,71,"10475","24 - 35 months",211,296.35,2023,"Q2","Hib",""
"Bellerose/Douglaston-Little Neck",11004,99,"11004, 11005","24 - 35 months",206,153.12,2023,"Q2","Hib",""
"Astoria (South)/Long Island City/Sunnyside",11101,99,"11101","24 - 35 months",376,312.88,2023,"Q2","Hib",""
