"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,70,"10001, 10118","13 years",1,107,152.54,2022,"Q2","HPV",""
"Chinatown/Lower East Side",10002,84,"10002","13 years",1,531,629.06,2022,"Q2","HPV",""
"East Village/Gramercy/Greenwich Village",10003,61,"10003","13 years",1,103,168.24,2022,"Q2","HPV",""
"Financial District",10004,99,"10004","13 years",1,25,15.68,2022,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","13 years",1,13,12.75,2022,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10006,73,"10006","13 years",1,10,13.7,2022,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,99,"10007","13 years",1,47,39.31,2022,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,60,"10009","13 years",1,246,409.74,2022,"Q2","HPV",""
"Flatiron/Gramercy/Kips Bay",10010,98,"10010","13 years",1,107,108.85,2022,"Q2","HPV",""
"Chelsea",10011,72,"10011","13 years",1,150,208.34,2022,"Q2","HPV",""
"Greenwich Village/SoHo",10012,50,"10012","13 years",1,48,95.58,2022,"Q2","HPV",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,94,"10013","13 years",1,159,169.44,2022,"Q2","HPV",""
"Hudson Square/Meatpacking District/West Village",10014,70,"10014","13 years",1,83,118.7,2022,"Q2","HPV",""
"Kips Bay/Murray Hill/NoMad",10016,80,"10016","13 years",1,131,163.14,2022,"Q2","HPV",""
"East Midtown/Murray Hill",10017,99,"10017","13 years",1,49,43.94,2022,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10018,92,"10018","13 years",1,26,28.15,2022,"Q2","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,93,"10019, 10020","13 years",1,139,149.76,2022,"Q2","HPV",""
"Lenox Hill/Upper East Side",10021,84,"10021","13 years",1,184,219.11,2022,"Q2","HPV",""
"East Midtown",10022,89,"10022","13 years",1,114,128.63,2022,"Q2","HPV",""
"Lincoln Square",10023,76,"10023","13 years",1,282,371.93,2022,"Q2","HPV",""
