"YEAR_COVERAGE","QUARTER","AGE_GROUP","VACCINE_GROUP","DOSES","BOROUGH","PERC_VAC"
2025,"Q4","11 - 12 years","HPV",1,"Citywide",52
2025,"Q4","11 - 12 years","HPV",1,"Bronx",70
2025,"Q4","11 - 12 years","HPV",1,"Brooklyn",42
2025,"Q4","11 - 12 years","HPV",1,"Manhattan",52
2025,"Q4","11 - 12 years","HPV",1,"Queens",57
2025,"Q4","11 - 12 years","HPV",1,"Staten Island",27
