"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","6 months - 4 years",1,565,563.27,"2025 - 26","Q4","Flu",
"Chinatown/Lower East Side",10002,40,"10002","6 months - 4 years",1,936,2339.27,"2025 - 26","Q4","Flu",
"East Village/Gramercy/Greenwich Village",10003,75,"10003","6 months - 4 years",1,698,932.13,"2025 - 26","Q4","Flu",
"Financial District",10004,99,"10004","6 months - 4 years",1,128,126.14,"2025 - 26","Q4","Flu",
"Financial District",10005,99,"10005","6 months - 4 years",1,230,225.55,"2025 - 26","Q4","Flu",
"Financial District",10006,99,"10006","6 months - 4 years",1,109,90.88,"2025 - 26","Q4","Flu",
"TriBeCa",10007,82,"10007","6 months - 4 years",1,412,505.33,"2025 - 26","Q4","Flu",
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,51,"10009","6 months - 4 years",1,725,1423.4,"2025 - 26","Q4","Flu",
"Flatiron/Gramercy/Kips Bay",10010,90,"10010","6 months - 4 years",1,669,743.26,"2025 - 26","Q4","Flu",
"Chelsea",10011,65,"10011","6 months - 4 years",1,811,1253.39,"2025 - 26","Q4","Flu",
"Greenwich Village/SoHo",10012,73,"10012","6 months - 4 years",1,377,519.4,"2025 - 26","Q4","Flu",
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,85,"10013","6 months - 4 years",1,904,1058.84,"2025 - 26","Q4","Flu",
"Hudson Square/Meatpacking District/West Village",10014,84,"10014","6 months - 4 years",1,556,664.4,"2025 - 26","Q4","Flu",
"Kips Bay/Murray Hill/NoMad",10016,76,"10016","6 months - 4 years",1,945,1238.28,"2025 - 26","Q4","Flu",
"East Midtown/Murray Hill",10017,99,"10017","6 months - 4 years",1,424,350.82,"2025 - 26","Q4","Flu",
"Hell's Kitchen/Midtown Manhattan",10018,85,"10018","6 months - 4 years",1,120,141.29,"2025 - 26","Q4","Flu",
"Hell's Kitchen/Midtown Manhattan",10019,89,"10019, 10020","6 months - 4 years",1,915,1033.09,"2025 - 26","Q4","Flu",
"Lenox Hill/Upper East Side",10021,99,"10021","6 months - 4 years",1,1442,1363.08,"2025 - 26","Q4","Flu",
"East Midtown",10022,85,"10022","6 months - 4 years",1,767,899.09,"2025 - 26","Q4","Flu",
"Lincoln Square",10023,73,"10023","6 months - 4 years",1,1896,2608.11,"2025 - 26","Q4","Flu",
"Upper West Side",10024,75,"10024","6 months - 4 years",1,1863,2479.19,"2025 - 26","Q4","Flu",
"Manhattan Valley/Morningside Heights/Upper West Side",10025,65,"10025","6 months - 4 years",1,1975,3019.85,"2025 - 26","Q4","Flu",
"Central Harlem (South)",10026,42,"10026","6 months - 4 years",1,702,1670.31,"2025 - 26","Q4","Flu",
"Central Harlem (South)/Morningside Heights/West Harlem",10027,40,"10027","6 months - 4 years",1,1024,2542.68,"2025 - 26","Q4","Flu",
"Upper East Side/Yorkville",10028,87,"10028","6 months - 4 years",1,1318,1520.95,"2025 - 26","Q4","Flu",
"East Harlem",10029,47,"10029","6 months - 4 years",1,1578,3330.17,"2025 - 26","Q4","Flu",
"Central Harlem (North)",10030,29,"10030","6 months - 4 years",1,464,1602.32,"2025 - 26","Q4","Flu",
"Hamilton Heights/West Harlem",10031,35,"10031","6 months - 4 years",1,828,2387.25,"2025 - 26","Q4","Flu",
"Washington Heights (South)",10032,33,"10032","6 months - 4 years",1,715,2145.82,"2025 - 26","Q4","Flu",
"Washington Heights (North)/Washington Heights (South)",10033,40,"10033","6 months - 4 years",1,886,2217.56,"2025 - 26","Q4","Flu",
"Inwood/Washington Heights (North)",10034,38,"10034","6 months - 4 years",1,647,1719.87,"2025 - 26","Q4","Flu",
"East Harlem",10035,34,"10035","6 months - 4 years",1,613,1780.7,"2025 - 26","Q4","Flu",
"Hell's Kitchen/Midtown Manhattan",10036,99,"10036","6 months - 4 years",1,657,639.83,"2025 - 26","Q4","Flu",
"Central Harlem (North)/East Harlem",10037,47,"10037","6 months - 4 years",1,338,716.95,"2025 - 26","Q4","Flu",
"Chinatown/Financial District",10038,64,"10038","6 months - 4 years",1,396,622.7,"2025 - 26","Q4","Flu",
"Central Harlem (North)/Washington Heights (South)",10039,27,"10039","6 months - 4 years",1,443,1637.23,"2025 - 26","Q4","Flu",
"Washington Heights (North)",10040,37,"10040","6 months - 4 years",1,671,1804.25,"2025 - 26","Q4","Flu",
"Roosevelt Island",10044,96,"10044","6 months - 4 years",1,400,416.62,"2025 - 26","Q4","Flu",
"Lenox Hill/Upper East Side",10065,99,"10065","6 months - 4 years",1,1222,1133.99,"2025 - 26","Q4","Flu",
"Lincoln Square",10069,99,"10069","6 months - 4 years",1,296,269.5,"2025 - 26","Q4","Flu",
"Lenox Hill/Upper East Side",10075,99,"10075, 10162","6 months - 4 years",1,940,827.67,"2025 - 26","Q4","Flu",
"Upper East Side/Yorkville",10128,87,"10128","6 months - 4 years",1,1796,2062.08,"2025 - 26","Q4","Flu",
"Battery Park City",10280,44,"10280","6 months - 4 years",1,245,561.05,"2025 - 26","Q4","Flu",
"Battery Park City",10282,77,"10282","6 months - 4 years",1,366,472.43,"2025 - 26","Q4","Flu",
"Silver Lake/St. George",10301,42,"10301","6 months - 4 years",1,782,1852.85,"2025 - 26","Q4","Flu",
"Elm Park",10302,36,"10302","6 months - 4 years",1,405,1135.69,"2025 - 26","Q4","Flu",
"Graniteville/Mariner's Harbor/Port Ivory",10303,30,"10303","6 months - 4 years",1,453,1488.74,"2025 - 26","Q4","Flu",
"New Dorp/Todt Hill",10304,34,"10304","6 months - 4 years",1,755,2239.09,"2025 - 26","Q4","Flu",
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,40,"10305","6 months - 4 years",1,764,1909.8,"2025 - 26","Q4","Flu",
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,34,"10306","6 months - 4 years",1,872,2536.91,"2025 - 26","Q4","Flu",
"Tottenville",10307,29,"10307","6 months - 4 years",1,195,684.05,"2025 - 26","Q4","Flu",
"Great Kills",10308,40,"10308","6 months - 4 years",1,510,1287.33,"2025 - 26","Q4","Flu",
"Charleston/Prince's Bay/Woodrow",10309,30,"10309","6 months - 4 years",1,509,1686.16,"2025 - 26","Q4","Flu",
"Port Richmond/Randall Manor/West Brighton",10310,40,"10310","6 months - 4 years",1,563,1414.46,"2025 - 26","Q4","Flu",
"Annadale/Rossville",10312,34,"10312","6 months - 4 years",1,960,2808.97,"2025 - 26","Q4","Flu",
"Bloomfield/Freshkills Park",10314,42,"10314","6 months - 4 years",1,1766,4194.96,"2025 - 26","Q4","Flu",
"Concourse/Melrose",10451,48,"10451","6 months - 4 years",1,1230,2579.06,"2025 - 26","Q4","Flu",
"Concourse/Highbridge",10452,34,"10452","6 months - 4 years",1,1675,4868.33,"2025 - 26","Q4","Flu",
"Morris Heights/Mount Hope/University Heights",10453,34,"10453","6 months - 4 years",1,1649,4886.05,"2025 - 26","Q4","Flu",
"Mott Haven/Port Morris",10454,35,"10454","6 months - 4 years",1,857,2457.54,"2025 - 26","Q4","Flu",
"Mott Haven",10455,40,"10455","6 months - 4 years",1,1025,2577.92,"2025 - 26","Q4","Flu",
"Claremont/Morrisania",10456,36,"10456","6 months - 4 years",1,1958,5450.46,"2025 - 26","Q4","Flu",
