"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,85,"10001, 10118","13 - 17 years",512,599.37,2023,"Q2","HPV",
"Chinatown/Lower East Side",10002,99,"10002","13 - 17 years",2945,2971.76,2023,"Q2","HPV",
"East Village/Gramercy/Greenwich Village",10003,62,"10003","13 - 17 years",577,925.08,2023,"Q2","HPV",
"Financial District",10004,99,"10004","13 - 17 years",129,85.49,2023,"Q2","HPV",
"Financial District",10005,99,"10005","13 - 17 years",107,80.87,2023,"Q2","HPV",
"Financial District",10006,99,"10006","13 - 17 years",57,55.05,2023,"Q2","HPV",
"TriBeCa",10007,99,"10007","13 - 17 years",273,196.24,2023,"Q2","HPV",
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,68,"10009","13 - 17 years",1294,1903.08,2023,"Q2","HPV",
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","13 - 17 years",585,584.81,2023,"Q2","HPV",
"Chelsea",10011,68,"10011","13 - 17 years",754,1101.12,2023,"Q2","HPV",
"Greenwich Village/SoHo",10012,65,"10012","13 - 17 years",325,502.44,2023,"Q2","HPV",
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,99,"10013","13 - 17 years",914,911.68,2023,"Q2","HPV",
"Hudson Square/Meatpacking District/West Village",10014,63,"10014","13 - 17 years",394,624.66,2023,"Q2","HPV",
"Kips Bay/Murray Hill/NoMad",10016,90,"10016","13 - 17 years",720,802.21,2023,"Q2","HPV",
"East Midtown/Murray Hill",10017,99,"10017","13 - 17 years",227,211.46,2023,"Q2","HPV",
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","13 - 17 years",131,111.89,2023,"Q2","HPV",
"Hell's Kitchen/Midtown Manhattan",10019,91,"10019, 10020","13 - 17 years",676,740.37,2023,"Q2","HPV",
"Lenox Hill/Upper East Side",10021,83,"10021","13 - 17 years",965,1162.59,2023,"Q2","HPV",
"East Midtown",10022,96,"10022","13 - 17 years",587,613.86,2023,"Q2","HPV",
"Lincoln Square",10023,79,"10023","13 - 17 years",1499,1901.98,2023,"Q2","HPV",
"Upper West Side",10024,67,"10024","13 - 17 years",1739,2603.02,2023,"Q2","HPV",
"Manhattan Valley/Morningside Heights/Upper West Side",10025,64,"10025","13 - 17 years",2418,3760.86,2023,"Q2","HPV",
"Central Harlem (South)",10026,83,"10026","13 - 17 years",1384,1671.95,2023,"Q2","HPV",
"Central Harlem (South)/Morningside Heights/West Harlem",10027,82,"10027","13 - 17 years",2249,2744.52,2023,"Q2","HPV",
"Upper East Side/Yorkville",10028,68,"10028","13 - 17 years",1281,1877.86,2023,"Q2","HPV",
"East Harlem",10029,95,"10029","13 - 17 years",3735,3919.58,2023,"Q2","HPV",
"Central Harlem (North)",10030,74,"10030","13 - 17 years",1234,1660.84,2023,"Q2","HPV",
"Hamilton Heights/West Harlem",10031,80,"10031","13 - 17 years",2109,2641.98,2023,"Q2","HPV",
"Washington Heights (South)",10032,91,"10032","13 - 17 years",2348,2587.33,2023,"Q2","HPV",
"Washington Heights (North)/Washington Heights (South)",10033,80,"10033","13 - 17 years",2073,2577,2023,"Q2","HPV",
"Inwood/Washington Heights (North)",10034,83,"10034","13 - 17 years",1584,1899.39,2023,"Q2","HPV",
"East Harlem",10035,85,"10035","13 - 17 years",1687,1983.98,2023,"Q2","HPV",
"Hell's Kitchen/Midtown Manhattan",10036,90,"10036","13 - 17 years",473,527.36,2023,"Q2","HPV",
"Central Harlem (North)/East Harlem",10037,99,"10037","13 - 17 years",940,811.33,2023,"Q2","HPV",
"Chinatown/Financial District",10038,85,"10038","13 - 17 years",551,645.44,2023,"Q2","HPV",
"Central Harlem (North)/Washington Heights (South)",10039,78,"10039","13 - 17 years",1375,1762.31,2023,"Q2","HPV",
"Washington Heights (North)",10040,84,"10040","13 - 17 years",1664,1973.28,2023,"Q2","HPV",
"Roosevelt Island",10044,51,"10044","13 - 17 years",276,544.07,2023,"Q2","HPV",
"Lenox Hill/Upper East Side",10065,86,"10065","13 - 17 years",655,759.52,2023,"Q2","HPV",
"Lincoln Square",10069,99,"10069","13 - 17 years",284,169.56,2023,"Q2","HPV",
"Lenox Hill/Upper East Side",10075,96,"10075, 10162","13 - 17 years",793,827.47,2023,"Q2","HPV",
"Upper East Side/Yorkville",10128,74,"10128","13 - 17 years",1748,2377.21,2023,"Q2","HPV",
"Battery Park City",10280,79,"10280","13 - 17 years",211,267.04,2023,"Q2","HPV",
"Battery Park City",10282,95,"10282","13 - 17 years",198,208.87,2023,"Q2","HPV",
"Silver Lake/St. George",10301,66,"10301","13 - 17 years",1519,2291.41,2023,"Q2","HPV",
"Elm Park",10302,70,"10302","13 - 17 years",949,1346.4,2023,"Q2","HPV",
"Graniteville/Mariner's Harbor/Port Ivory",10303,61,"10303","13 - 17 years",1346,2215.67,2023,"Q2","HPV",
"New Dorp/Todt Hill",10304,62,"10304","13 - 17 years",1794,2886.35,2023,"Q2","HPV",
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,46,"10305","13 - 17 years",1142,2479.32,2023,"Q2","HPV",
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,35,"10306","13 - 17 years",1205,3406.93,2023,"Q2","HPV",
"Tottenville",10307,26,"10307","13 - 17 years",273,1059.18,2023,"Q2","HPV",
"Great Kills",10308,28,"10308","13 - 17 years",516,1826.71,2023,"Q2","HPV",
"Charleston/Prince's Bay/Woodrow",10309,27,"10309","13 - 17 years",585,2141.19,2023,"Q2","HPV",
"Port Richmond/Randall Manor/West Brighton",10310,61,"10310","13 - 17 years",1183,1925.37,2023,"Q2","HPV",
"Annadale/Rossville",10312,29,"10312","13 - 17 years",1139,3907.39,2023,"Q2","HPV",
"Bloomfield/Freshkills Park",10314,38,"10314","13 - 17 years",2166,5745.06,2023,"Q2","HPV",
"Concourse/Melrose",10451,99,"10451","13 - 17 years",3418,3234.58,2023,"Q2","HPV",
"Concourse/Highbridge",10452,99,"10452","13 - 17 years",5423,5253.46,2023,"Q2","HPV",
"Morris Heights/Mount Hope/University Heights",10453,99,"10453","13 - 17 years",5815,5547.19,2023,"Q2","HPV",
"Mott Haven/Port Morris",10454,99,"10454","13 - 17 years",2962,2889.5,2023,"Q2","HPV",
"Mott Haven",10455,99,"10455","13 - 17 years",3280,3057.53,2023,"Q2","HPV",
"Claremont/Morrisania",10456,99,"10456","13 - 17 years",6430,6323.39,2023,"Q2","HPV",
"Belmont/Claremont/Mount Hope/Tremont",10457,99,"10457","13 - 17 years",5571,5608.1,2023,"Q2","HPV",
"Belmont/Fordham University/Kingsbridge",10458,99,"10458","13 - 17 years",5384,5403.58,2023,"Q2","HPV",
"Charlotte Gardens/Hunts Point",10459,99,"10459","13 - 17 years",3587,3587.22,2023,"Q2","HPV",
"Charlotte Gardens/Tremont/Van Nest/West Farms",10460,94,"10460","13 - 17 years",3971,4210.17,2023,"Q2","HPV",
"Morris Park/Pelham Bay/Westchester Square",10461,81,"10461","13 - 17 years",2184,2690.91,2023,"Q2","HPV",
"Parkchester/Pelham Parkway/Van Nest/Westchester Square",10462,98,"10462","13 - 17 years",4061,4129.06,2023,"Q2","HPV",
"Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil",10463,86,"10463","13 - 17 years",2935,3407.49,2023,"Q2","HPV",
"City Island",10464,99,"10464","13 - 17 years",554,247.62,2023,"Q2","HPV",
"Country Club/Throgs Neck",10465,63,"10465","13 - 17 years",1732,2770.65,2023,"Q2","HPV",
"Edenwald/Wakefield",10466,77,"10466","13 - 17 years",3632,4705.51,2023,"Q2","HPV",
"Allerton/Norwood/Pelham Parkway/Williamsbridge",10467,99,"10467","13 - 17 years",5927,5788.14,2023,"Q2","HPV",
"Fordham/Kingsbridge/University Heights",10468,96,"10468","13 - 17 years",4975,5173.16,2023,"Q2","HPV",
"Allerton/Baychester/Pelham Gardens/Williamsbridge",10469,74,"10469","13 - 17 years",3322,4485.22,2023,"Q2","HPV",
"Wakefield/Woodlawn",10470,76,"10470","13 - 17 years",613,802.23,2023,"Q2","HPV",
"Fieldston/North Riverdale/Riverdale",10471,79,"10471","13 - 17 years",708,891.79,2023,"Q2","HPV",
"Soundview",10472,99,"10472","13 - 17 years",4526,4069,2023,"Q2","HPV",
"Castle Hill/Clason Point/Soundview",10473,80,"10473","13 - 17 years",3290,4121.4,2023,"Q2","HPV",
"Hunts Point",10474,99,"10474","13 - 17 years",946,786.72,2023,"Q2","HPV",
"Co-op City/Edenwald",10475,72,"10475","13 - 17 years",1451,2001.71,2023,"Q2","HPV",
"Bellerose/Douglaston-Little Neck",11004,99,"11004, 11005","13 - 17 years",1715,1081.94,2023,"Q2","HPV",
"Astoria (South)/Long Island City/Sunnyside",11101,76,"11101","13 - 17 years",980,1282.03,2023,"Q2","HPV",
"Astoria (North)",11102,92,"11102","13 - 17 years",1057,1149.68,2023,"Q2","HPV",
"Astoria (North)/Astoria (South)",11103,64,"11103","13 - 17 years",845,1314.82,2023,"Q2","HPV",
"Sunnyside",11104,94,"11104","13 - 17 years",860,915.89,2023,"Q2","HPV",
"Ditmars Steinway",11105,58,"11105","13 - 17 years",767,1331.41,2023,"Q2","HPV",
"Astoria (South)",11106,83,"11106","13 - 17 years",1190,1436.08,2023,"Q2","HPV",
"Long Island City",11109,99,"11109","13 - 17 years",63,54.22,2023,"Q2","HPV",
"Brooklyn Heights/DUMBO/Downtown Brooklyn",11201,99,"11201","13 - 17 years",1724,1719.62,2023,"Q2","HPV",
"East Flatbush (North)/East Flatbush (South)",11203,73,"11203","13 - 17 years",2591,3530.65,2023,"Q2","HPV",
"Bensonhurst/Mapleton",11204,46,"11204","13 - 17 years",2490,5428.22,2023,"Q2","HPV",
"Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene",11205,52,"11205","13 - 17 years",1181,2251.84,2023,"Q2","HPV",
"Williamsburg (South)",11206,43,"11206","13 - 17 years",2515,5901.67,2023,"Q2","HPV",
"Cypress Hills/East New York",11207,78,"11207","13 - 17 years",4807,6201.56,2023,"Q2","HPV",
"Cypress Hills/East New York",11208,72,"11208","13 - 17 years",5333,7371.89,2023,"Q2","HPV",
"Bay Ridge/Fort Hamilton",11209,53,"11209","13 - 17 years",1772,3352.19,2023,"Q2","HPV",
"Flatlands/Midwood",11210,45,"11210","13 - 17 years",1837,4123.01,2023,"Q2","HPV",
