"YEAR_COVERAGE","QUARTER","AGE_GROUP","VACCINE_GROUP","DOSES","BOROUGH","PERC_VAC"
2026,"Q2","13 years","HPV",1,"Citywide",68
2026,"Q2","13 years","HPV",1,"Bronx",85
2026,"Q2","13 years","HPV",1,"Brooklyn",57
2026,"Q2","13 years","HPV",1,"Manhattan",77
2026,"Q2","13 years","HPV",1,"Queens",74
2026,"Q2","13 years","HPV",1,"Staten Island",37
