"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","DOSES","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","Notes"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",1,209,115.7,2024,"Q4","Varicella",""
"Chinatown/Lower East Side",10002,79,"10002","24 - 35 months",1,389,491.86,2024,"Q4","Varicella",""
"East Village/Gramercy/Greenwich Village",10003,93,"10003","24 - 35 months",1,200,214.44,2024,"Q4","Varicella",""
"Financial District",10004,99,"10004","24 - 35 months",1,48,30.46,2024,"Q4","Varicella","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months",1,81,49.62,2024,"Q4","Varicella","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10006,99,"10006","24 - 35 months",1,47,23.33,2024,"Q4","Varicella","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,99,"10007","24 - 35 months",1,111,111.64,2024,"Q4","Varicella",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,96,"10009","24 - 35 months",1,305,317.15,2024,"Q4","Varicella",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months",1,223,169.73,2024,"Q4","Varicella",""
"Chelsea",10011,81,"10011","24 - 35 months",1,226,278.7,2024,"Q4","Varicella",""
"Greenwich Village/SoHo",10012,83,"10012","24 - 35 months",1,98,118.55,2024,"Q4","Varicella",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,99,"10013","24 - 35 months",1,244,235.44,2024,"Q4","Varicella",""
"Hudson Square/Meatpacking District/West Village",10014,99,"10014","24 - 35 months",1,151,148.51,2024,"Q4","Varicella",""
"Kips Bay/Murray Hill/NoMad",10016,99,"10016","24 - 35 months",1,339,295.89,2024,"Q4","Varicella",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months",1,335,78.48,2024,"Q4","Varicella",""
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","24 - 35 months",1,59,41.27,2024,"Q4","Varicella","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","24 - 35 months",1,380,249.17,2024,"Q4","Varicella",""
"Lenox Hill/Upper East Side",10021,99,"10021","24 - 35 months",1,391,308.41,2024,"Q4","Varicella",""
"East Midtown",10022,99,"10022","24 - 35 months",1,267,211.42,2024,"Q4","Varicella",""
"Lincoln Square",10023,87,"10023","24 - 35 months",1,516,595.97,2024,"Q4","Varicella",""
"Upper West Side",10024,90,"10024","24 - 35 months",1,491,547.69,2024,"Q4","Varicella",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,97,"10025","24 - 35 months",1,645,664.55,2024,"Q4","Varicella",""
"Central Harlem (South)",10026,70,"10026","24 - 35 months",1,270,383.09,2024,"Q4","Varicella",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,78,"10027","24 - 35 months",1,443,570.32,2024,"Q4","Varicella",""
"Upper East Side/Yorkville",10028,99,"10028","24 - 35 months",1,351,318.85,2024,"Q4","Varicella",""
"East Harlem",10029,94,"10029","24 - 35 months",1,699,740.35,2024,"Q4","Varicella",""
