"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",144,132.65,2020,"Q4",4313314,""
"Chinatown/Lower East Side",10002,71,"10002","24 - 35 months",434,613.95,2020,"Q4",4313314,""
"East Village/Gramercy/Greenwich Village",10003,66,"10003","24 - 35 months",186,282.78,2020,"Q4",4313314,""
"Financial District",10004,97,"10004","24 - 35 months",47,48.44,2020,"Q4",4313314,"Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months",70,63.23,2020,"Q4",4313314,""
"Financial District",10006,99,"10006","24 - 35 months",31,27.06,2020,"Q4",4313314,"Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,78,"10007","24 - 35 months",108,138.02,2020,"Q4",4313314,""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,80,"10009","24 - 35 months",306,380.97,2020,"Q4",4313314,""
"Flatiron/Gramercy/Kips Bay",10010,86,"10010","24 - 35 months",191,222.4,2020,"Q4",4313314,""
"Chelsea",10011,55,"10011","24 - 35 months",204,368.1,2020,"Q4",4313314,""
"Greenwich Village/SoHo",10012,53,"10012","24 - 35 months",80,150.75,2020,"Q4",4313314,""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,68,"10013","24 - 35 months",225,330.71,2020,"Q4",4313314,""
"Hudson Square/Meatpacking District/West Village",10014,48,"10014","24 - 35 months",92,193.5,2020,"Q4",4313314,""
"Kips Bay/Murray Hill/NoMad",10016,82,"10016","24 - 35 months",321,391.05,2020,"Q4",4313314,""
"East Midtown/Murray Hill",10017,89,"10017","24 - 35 months",89,100.06,2020,"Q4",4313314,""
"Hell's Kitchen/Midtown Manhattan",10018,79,"10018","24 - 35 months",41,51.97,2020,"Q4",4313314,""
"Hell's Kitchen/Midtown Manhattan",10019,85,"10019, 10020","24 - 35 months",261,308.46,2020,"Q4",4313314,""
"Lenox Hill/Upper East Side",10021,71,"10021","24 - 35 months",302,422.49,2020,"Q4",4313314,""
"East Midtown",10022,86,"10022","24 - 35 months",227,263.74,2020,"Q4",4313314,""
"Lincoln Square",10023,65,"10023","24 - 35 months",491,755.16,2020,"Q4",4313314,""
"Upper West Side",10024,55,"10024","24 - 35 months",396,714.53,2020,"Q4",4313314,""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,67,"10025","24 - 35 months",575,858.4,2020,"Q4",4313314,""
"Central Harlem (South)",10026,53,"10026","24 - 35 months",241,450.62,2020,"Q4",4313314,""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,56,"10027","24 - 35 months",369,658.66,2020,"Q4",4313314,""
"Upper East Side/Yorkville",10028,68,"10028","24 - 35 months",288,423.51,2020,"Q4",4313314,""
"East Harlem",10029,68,"10029","24 - 35 months",551,815.75,2020,"Q4",4313314,""
"Central Harlem (North)",10030,48,"10030","24 - 35 months",185,387.55,2020,"Q4",4313314,""
"Hamilton Heights/West Harlem",10031,69,"10031","24 - 35 months",384,555.56,2020,"Q4",4313314,""
"Washington Heights (South)",10032,59,"10032","24 - 35 months",325,551.29,2020,"Q4",4313314,""
"Washington Heights (North)/Washington Heights (South)",10033,69,"10033","24 - 35 months",406,590.74,2020,"Q4",4313314,""
"Inwood/Washington Heights (North)",10034,80,"10034","24 - 35 months",326,405.87,2020,"Q4",4313314,""
"East Harlem",10035,65,"10035","24 - 35 months",262,406.17,2020,"Q4",4313314,""
"Hell's Kitchen/Midtown Manhattan",10036,63,"10036","24 - 35 months",122,193.73,2020,"Q4",4313314,""
"Central Harlem (North)/East Harlem",10037,69,"10037","24 - 35 months",131,189.85,2020,"Q4",4313314,""
"Chinatown/Financial District",10038,88,"10038","24 - 35 months",149,169.97,2020,"Q4",4313314,""
"Central Harlem (North)/Washington Heights (South)",10039,59,"10039","24 - 35 months",214,364.04,2020,"Q4",4313314,""
"Washington Heights (North)",10040,73,"10040","24 - 35 months",312,427.06,2020,"Q4",4313314,""
"Roosevelt Island",10044,73,"10044","24 - 35 months",95,130.86,2020,"Q4",4313314,""
"Lenox Hill/Upper East Side",10065,77,"10065","24 - 35 months",248,322.04,2020,"Q4",4313314,""
"Lincoln Square",10069,99,"10069","24 - 35 months",91,74.4,2020,"Q4",4313314,""
"Lenox Hill/Upper East Side",10075,82,"10075, 10162","24 - 35 months",199,242.36,2020,"Q4",4313314,""
"Upper East Side/Yorkville",10128,84,"10128","24 - 35 months",464,549.88,2020,"Q4",4313314,""
"Battery Park City",10280,43,"10280","24 - 35 months",78,180.82,2020,"Q4",4313314,""
"Battery Park City",10282,62,"10282","24 - 35 months",105,168.04,2020,"Q4",4313314,""
"Silver Lake/St. George",10301,50,"10301","24 - 35 months",212,421.29,2020,"Q4",4313314,""
"Elm Park",10302,58,"10302","24 - 35 months",145,251.56,2020,"Q4",4313314,""
"Graniteville/Mariner's Harbor/Port Ivory",10303,49,"10303","24 - 35 months",179,364.04,2020,"Q4",4313314,""
"New Dorp/Todt Hill",10304,54,"10304","24 - 35 months",272,499.79,2020,"Q4",4313314,""
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,42,"10305","24 - 35 months",191,456.52,2020,"Q4",4313314,""
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,35,"10306","24 - 35 months",209,590.86,2020,"Q4",4313314,""
"Tottenville",10307,25,"10307","24 - 35 months",37,150.84,2020,"Q4",4313314,""
"Great Kills",10308,37,"10308","24 - 35 months",113,308.71,2020,"Q4",4313314,""
