"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,35,"10001, 10118","13 years",49,140.36,2020,"Q4","HPV",""
"Chinatown/Lower East Side",10002,90,"10002","13 years",552,611.42,2020,"Q4","HPV",""
"East Village/Gramercy/Greenwich Village",10003,31,"10003","13 years",55,179.38,2020,"Q4","HPV",""
"Financial District",10004,0,"10004","13 years",,18.99,2020,"Q4","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"Financial District",10005,99,"10005","13 years",15,13.67,2020,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10006,0,"10006","13 years",,11.72,2020,"Q4","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"TriBeCa",10007,71,"10007","13 years",28,39.31,2020,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,39,"10009","13 years",158,407.28,2020,"Q4","HPV",""
"Flatiron/Gramercy/Kips Bay",10010,48,"10010","13 years",55,114.82,2020,"Q4","HPV",""
"Chelsea",10011,30,"10011","13 years",68,224.93,2020,"Q4","HPV",""
"Greenwich Village/SoHo",10012,37,"10012","13 years",35,94.08,2020,"Q4","HPV",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,69,"10013","13 years",123,179.46,2020,"Q4","HPV",""
"Hudson Square/Meatpacking District/West Village",10014,27,"10014","13 years",35,127.52,2020,"Q4","HPV",""
"Kips Bay/Murray Hill/NoMad",10016,38,"10016","13 years",65,169.03,2020,"Q4","HPV",""
"East Midtown/Murray Hill",10017,32,"10017","13 years",14,43.86,2020,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10018,94,"10018","13 years",22,23.29,2020,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Hell's Kitchen/Midtown Manhattan",10019,40,"10019, 10020","13 years",58,144.17,2020,"Q4","HPV",""
"Lenox Hill/Upper East Side",10021,37,"10021","13 years",88,240.45,2020,"Q4","HPV",""
"East Midtown",10022,40,"10022","13 years",51,126.21,2020,"Q4","HPV",""
"Lincoln Square",10023,28,"10023","13 years",109,382.61,2020,"Q4","HPV",""
"Upper West Side",10024,25,"10024","13 years",134,546.34,2020,"Q4","HPV",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,33,"10025","13 years",258,771.14,2020,"Q4","HPV",""
"Central Harlem (South)",10026,48,"10026","13 years",185,384.62,2020,"Q4","HPV",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,56,"10027","13 years",337,600.49,2020,"Q4","HPV",""
"Upper East Side/Yorkville",10028,26,"10028","13 years",99,385.36,2020,"Q4","HPV",""
"East Harlem",10029,67,"10029","13 years",539,809.82,2020,"Q4","HPV",""
"Central Harlem (North)",10030,47,"10030","13 years",172,364.29,2020,"Q4","HPV",""
"Hamilton Heights/West Harlem",10031,60,"10031","13 years",345,577.2,2020,"Q4","HPV",""
"Washington Heights (South)",10032,67,"10032","13 years",370,549.95,2020,"Q4","HPV",""
"Washington Heights (North)/Washington Heights (South)",10033,62,"10033","13 years",330,530.23,2020,"Q4","HPV",""
"Inwood/Washington Heights (North)",10034,69,"10034","13 years",276,397.95,2020,"Q4","HPV",""
"East Harlem",10035,62,"10035","13 years",262,419.86,2020,"Q4","HPV",""
"Hell's Kitchen/Midtown Manhattan",10036,44,"10036","13 years",46,104.7,2020,"Q4","HPV",""
"Central Harlem (North)/East Harlem",10037,72,"10037","13 years",132,183.42,2020,"Q4","HPV",""
"Chinatown/Financial District",10038,63,"10038","13 years",84,133.49,2020,"Q4","HPV",""
"Central Harlem (North)/Washington Heights (South)",10039,48,"10039","13 years",176,365.86,2020,"Q4","HPV",""
"Washington Heights (North)",10040,56,"10040","13 years",239,425.17,2020,"Q4","HPV",""
"Roosevelt Island",10044,25,"10044","13 years",26,103.78,2020,"Q4","HPV",""
"Lenox Hill/Upper East Side",10065,32,"10065","13 years",53,166.38,2020,"Q4","HPV",""
"Lincoln Square",10069,40,"10069","13 years",14,35.19,2020,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Lenox Hill/Upper East Side",10075,37,"10075, 10162","13 years",64,174.94,2020,"Q4","HPV",""
"Upper East Side/Yorkville",10128,29,"10128","13 years",147,501.1,2020,"Q4","HPV",""
"Battery Park City",10280,30,"10280","13 years",16,52.88,2020,"Q4","HPV",""
"Battery Park City",10282,49,"10282","13 years",20,40.82,2020,"Q4","HPV","Vaccination rate should be interpreted with caution due to small population estimate"
"Silver Lake/St. George",10301,37,"10301","13 years",176,475.86,2020,"Q4","HPV",""
"Elm Park",10302,43,"10302","13 years",119,275.84,2020,"Q4","HPV",""
"Graniteville/Mariner's Harbor/Port Ivory",10303,34,"10303","13 years",156,458.1,2020,"Q4","HPV",""
"New Dorp/Todt Hill",10304,33,"10304","13 years",188,578.24,2020,"Q4","HPV",""
"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze",10305,20,"10305","13 years",99,497.33,2020,"Q4","HPV",""
"Lighthouse Hill/Midland Beach/New Dorp/Oakwood",10306,11,"10306","13 years",77,721.29,2020,"Q4","HPV",""
"Tottenville",10307,7,"10307","13 years",15,225.82,2020,"Q4","HPV",""
"Great Kills",10308,7,"10308","13 years",29,392.64,2020,"Q4","HPV",""
"Charleston/Prince's Bay/Woodrow",10309,9,"10309","13 years",41,453.45,2020,"Q4","HPV",""
"Port Richmond/Randall Manor/West Brighton",10310,35,"10310","13 years",134,383,2020,"Q4","HPV",""
"Annadale/Rossville",10312,8,"10312","13 years",63,812.41,2020,"Q4","HPV",""
"Bloomfield/Freshkills Park",10314,16,"10314","13 years",180,1143.59,2020,"Q4","HPV",""
"Concourse/Melrose",10451,85,"10451","13 years",579,680.55,2020,"Q4","HPV",""
"Concourse/Highbridge",10452,77,"10452","13 years",905,1175.58,2020,"Q4","HPV",""
"Morris Heights/Mount Hope/University Heights",10453,75,"10453","13 years",920,1225.34,2020,"Q4","HPV",""
"Mott Haven/Port Morris",10454,77,"10454","13 years",486,635.08,2020,"Q4","HPV",""
"Mott Haven",10455,74,"10455","13 years",504,682.89,2020,"Q4","HPV",""
"Claremont/Morrisania",10456,79,"10456","13 years",1093,1386.47,2020,"Q4","HPV",""
"Belmont/Claremont/Mount Hope/Tremont",10457,73,"10457","13 years",889,1223.89,2020,"Q4","HPV",""
"Belmont/Fordham University/Kingsbridge",10458,76,"10458","13 years",898,1174.15,2020,"Q4","HPV",""
"Charlotte Gardens/Hunts Point",10459,74,"10459","13 years",585,795.69,2020,"Q4","HPV",""
"Charlotte Gardens/Tremont/Van Nest/West Farms",10460,66,"10460","13 years",605,921.74,2020,"Q4","HPV",""
"Morris Park/Pelham Bay/Westchester Square",10461,44,"10461","13 years",261,591.03,2020,"Q4","HPV",""
"Parkchester/Pelham Parkway/Van Nest/Westchester Square",10462,67,"10462","13 years",603,903.25,2020,"Q4","HPV",""
"Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil",10463,56,"10463","13 years",407,726.19,2020,"Q4","HPV",""
"City Island",10464,70,"10464","13 years",45,64.17,2020,"Q4","HPV",""
"Country Club/Throgs Neck",10465,30,"10465","13 years",184,619.27,2020,"Q4","HPV",""
"Edenwald/Wakefield",10466,49,"10466","13 years",509,1039.43,2020,"Q4","HPV",""
"Allerton/Norwood/Pelham Parkway/Williamsbridge",10467,64,"10467","13 years",804,1256.88,2020,"Q4","HPV",""
"Fordham/Kingsbridge/University Heights",10468,71,"10468","13 years",791,1113.41,2020,"Q4","HPV",""
"Allerton/Baychester/Pelham Gardens/Williamsbridge",10469,46,"10469","13 years",451,972.24,2020,"Q4","HPV",""
"Wakefield/Woodlawn",10470,33,"10470","13 years",60,179.96,2020,"Q4","HPV",""
"Fieldston/North Riverdale/Riverdale",10471,42,"10471","13 years",82,194.75,2020,"Q4","HPV",""
"Soundview",10472,86,"10472","13 years",760,882.54,2020,"Q4","HPV",""
"Castle Hill/Clason Point/Soundview",10473,50,"10473","13 years",446,887.06,2020,"Q4","HPV",""
"Hunts Point",10474,87,"10474","13 years",159,183.15,2020,"Q4","HPV",""
"Co-op City/Edenwald",10475,39,"10475","13 years",181,461.43,2020,"Q4","HPV",""
"Bellerose/Douglaston-Little Neck",11004,73,"11004, 11005","13 years",174,238.87,2020,"Q4","HPV",""
"Astoria (South)/Long Island City/Sunnyside",11101,55,"11101","13 years",153,278.35,2020,"Q4","HPV",""
"Astoria (North)",11102,54,"11102","13 years",135,252.27,2020,"Q4","HPV",""
"Astoria (North)/Astoria (South)",11103,36,"11103","13 years",103,283.24,2020,"Q4","HPV",""
"Sunnyside",11104,68,"11104","13 years",144,211.46,2020,"Q4","HPV",""
"Ditmars Steinway",11105,26,"11105","13 years",77,295.11,2020,"Q4","HPV",""
"Astoria (South)",11106,53,"11106","13 years",163,306.41,2020,"Q4","HPV",""
"Long Island City",11109,0,"11109","13 years",,12.81,2020,"Q4","HPV","Neighborhood areas with counts of less than 10 are suppressed"
"Brooklyn Heights/DUMBO/Downtown Brooklyn",11201,44,"11201","13 years",165,375.06,2020,"Q4","HPV",""
"East Flatbush (North)/East Flatbush (South)",11203,41,"11203","13 years",331,813.04,2020,"Q4","HPV",""
"Bensonhurst/Mapleton",11204,25,"11204","13 years",297,1193.26,2020,"Q4","HPV",""
"Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene",11205,28,"11205","13 years",158,570.45,2020,"Q4","HPV",""
"Williamsburg (South)",11206,26,"11206","13 years",358,1367.74,2020,"Q4","HPV",""
"Cypress Hills/East New York",11207,52,"11207","13 years",720,1383.9,2020,"Q4","HPV",""
"Cypress Hills/East New York",11208,46,"11208","13 years",746,1634.56,2020,"Q4","HPV",""
"Bay Ridge/Fort Hamilton",11209,29,"11209","13 years",219,767.83,2020,"Q4","HPV",""
"Flatlands/Midwood",11210,20,"11210","13 years",181,923.79,2020,"Q4","HPV",""
"East Williamsburg/Williamsburg (North)/Williamsburg (South)",11211,13,"11211, 11249","13 years",184,1433.6,2020,"Q4","HPV",""
"Ocean Hill-Brownsville",11212,52,"11212","13 years",634,1227.16,2020,"Q4","HPV",""
"Crown Heights (East)",11213,28,"11213","13 years",276,974.76,2020,"Q4","HPV",""
"Bath Beach/Bensonhurst/Gravesend",11214,40,"11214","13 years",409,1018.75,2020,"Q4","HPV",""
"Gowanus/Park Slope/Windsor Terrace",11215,37,"11215","13 years",202,544.22,2020,"Q4","HPV",""
"Bedford-Stuyvesant (West)/Crown Heights (West)",11216,36,"11216","13 years",186,510.68,2020,"Q4","HPV",""
"Boerum Hill/Park Slope",11217,43,"11217, 11243","13 years",114,266.81,2020,"Q4","HPV",""
"Kensington/Windsor Terrace",11218,40,"11218","13 years",405,1020.92,2020,"Q4","HPV",""
"Borough Park",11219,35,"11219","13 years",552,1568.42,2020,"Q4","HPV",""
"Sunset Park",11220,99,"11220","13 years",1474,1058.25,2020,"Q4","HPV",""
"Bedford-Stuyvesant (East)/Bushwick",11221,39,"11221","13 years",413,1056.43,2020,"Q4","HPV",""
"Greenpoint",11222,16,"11222","13 years",44,276.08,2020,"Q4","HPV",""
"Gravesend/Homecrest",11223,32,"11223","13 years",315,994.86,2020,"Q4","HPV",""
"Brighton Beach/Coney Island/Seagate",11224,36,"11224","13 years",199,548.68,2020,"Q4","HPV",""
"Crown Heights (West)/Prospect Lefferts Gardens",11225,31,"11225","13 years",198,632.5,2020,"Q4","HPV",""
"Flatbush/Prospect Lefferts Gardens",11226,53,"11226","13 years",566,1062.77,2020,"Q4","HPV",""
"Bath Beach/Dyker Heights",11228,44,"11228","13 years",236,536.83,2020,"Q4","HPV",""
"Gerritsen Beach/Homecrest/Sheepshead Bay",11229,20,"11229","13 years",201,996.4,2020,"Q4","HPV",""
"Midwood",11230,22,"11230","13 years",297,1343.09,2020,"Q4","HPV",""
"Carroll Gardens/Cobble Hill/Red Hook",11231,61,"11231","13 years",185,304.67,2020,"Q4","HPV",""
"Sunset Park",11232,98,"11232","13 years",269,275.07,2020,"Q4","HPV",""
"Bedford-Stuyvesant (East)/Ocean Hill-Brownsville",11233,36,"11233","13 years",375,1048.23,2020,"Q4","HPV",""
"Bergen Beach/Flatlands/Marine Park/Mill Basin",11234,23,"11234","13 years",258,1142.16,2020,"Q4","HPV",""
"Brighton Beach/Manhattan Beach/Sheepshead Bay",11235,23,"11235","13 years",172,752.26,2020,"Q4","HPV",""
"Canarsie",11236,35,"11236","13 years",444,1274.67,2020,"Q4","HPV",""
"Bushwick/East Williamsburg",11237,75,"11237","13 years",385,510.87,2020,"Q4","HPV",""
"Clinton Hill/Prospect Heights",11238,51,"11238","13 years",156,304.03,2020,"Q4","HPV",""
"East New York",11239,28,"11239","13 years",54,190.52,2020,"Q4","HPV",""
"Flushing/Murray Hill",11354,86,"11354","13 years",331,383.38,2020,"Q4","HPV",""
"Flushing/Murray Hill/Queensboro Hill",11355,99,"11355","13 years",738,617.75,2020,"Q4","HPV",""
"College Point",11356,62,"11356","13 years",198,320.47,2020,"Q4","HPV",""
"Whitestone",11357,22,"11357","13 years",101,450.23,2020,"Q4","HPV",""
"Auburndale/Murray Hill",11358,40,"11358","13 years",154,387.87,2020,"Q4","HPV",""
"Bayside (North)",11360,27,"11360","13 years",43,158.26,2020,"Q4","HPV",""
"Bayside (North)/Bayside (South)",11361,33,"11361","13 years",104,311.55,2020,"Q4","HPV",""
"Douglaston-Little Neck",11362,21,"11362","13 years",42,197.43,2020,"Q4","HPV",""
