"YEAR_COVERAGE","QUARTER","AGE_GROUP","VACCINE_GROUP","DOSES","BOROUGH","PERC_VAC"
2026,"Q2","13 - 17 years","HPV",1,"Citywide",87
2026,"Q2","13 - 17 years","HPV",1,"Bronx",99
2026,"Q2","13 - 17 years","HPV",1,"Brooklyn",74
2026,"Q2","13 - 17 years","HPV",1,"Manhattan",99
2026,"Q2","13 - 17 years","HPV",1,"Queens",95
2026,"Q2","13 - 17 years","HPV",1,"Staten Island",54
