"NEIGHBORHOOD_NAME","MODZCTA","PERC_VAC","LABEL","AGE_GROUP","COUNT_PEOPLE_VAC","POP_DENOMINATOR","YEAR_COVERAGE","QUARTER","VACCINE_GROUP","NOTES"
"Chelsea/NoMad/West Chelsea",10001,99,"10001, 10118","24 - 35 months",198,132.65,2020,"Q2","MMR",""
"Chinatown/Lower East Side",10002,96,"10002","24 - 35 months",588,613.95,2020,"Q2","MMR",""
"East Village/Gramercy/Greenwich Village",10003,94,"10003","24 - 35 months",265,282.78,2020,"Q2","MMR",""
"Financial District",10004,99,"10004","24 - 35 months",48,48.44,2020,"Q2","MMR","Vaccination rate should be interpreted with caution due to small population estimate"
"Financial District",10005,99,"10005","24 - 35 months",96,63.23,2020,"Q2","MMR",""
"Financial District",10006,99,"10006","24 - 35 months",47,27.06,2020,"Q2","MMR","Vaccination rate should be interpreted with caution due to small population estimate"
"TriBeCa",10007,99,"10007","24 - 35 months",138,138.02,2020,"Q2","MMR",""
"Alphabet City/East Village/Stuyvesant Town-Cooper Village",10009,99,"10009","24 - 35 months",406,380.97,2020,"Q2","MMR",""
"Flatiron/Gramercy/Kips Bay",10010,99,"10010","24 - 35 months",290,222.4,2020,"Q2","MMR",""
"Chelsea",10011,93,"10011","24 - 35 months",341,368.1,2020,"Q2","MMR",""
"Greenwich Village/SoHo",10012,86,"10012","24 - 35 months",130,150.75,2020,"Q2","MMR",""
"Hudson Square/Little Italy/SoHo/TriBeCa",10013,99,"10013","24 - 35 months",327,330.71,2020,"Q2","MMR",""
"Hudson Square/Meatpacking District/West Village",10014,85,"10014","24 - 35 months",165,193.5,2020,"Q2","MMR",""
"Kips Bay/Murray Hill/NoMad",10016,99,"10016","24 - 35 months",458,391.05,2020,"Q2","MMR",""
"East Midtown/Murray Hill",10017,99,"10017","24 - 35 months",122,100.06,2020,"Q2","MMR",""
"Hell's Kitchen/Midtown Manhattan",10018,99,"10018","24 - 35 months",66,51.97,2020,"Q2","MMR",""
"Hell's Kitchen/Midtown Manhattan",10019,99,"10019, 10020","24 - 35 months",371,308.46,2020,"Q2","MMR",""
"Lenox Hill/Upper East Side",10021,93,"10021","24 - 35 months",393,422.49,2020,"Q2","MMR",""
"East Midtown",10022,99,"10022","24 - 35 months",266,263.74,2020,"Q2","MMR",""
"Lincoln Square",10023,89,"10023","24 - 35 months",674,755.16,2020,"Q2","MMR",""
"Upper West Side",10024,79,"10024","24 - 35 months",567,714.53,2020,"Q2","MMR",""
"Manhattan Valley/Morningside Heights/Upper West Side",10025,88,"10025","24 - 35 months",756,858.4,2020,"Q2","MMR",""
"Central Harlem (South)",10026,76,"10026","24 - 35 months",341,450.62,2020,"Q2","MMR",""
"Central Harlem (South)/Morningside Heights/West Harlem",10027,82,"10027","24 - 35 months",542,658.66,2020,"Q2","MMR",""
"Upper East Side/Yorkville",10028,99,"10028","24 - 35 months",420,423.51,2020,"Q2","MMR",""
"East Harlem",10029,92,"10029","24 - 35 months",752,815.75,2020,"Q2","MMR",""
"Central Harlem (North)",10030,77,"10030","24 - 35 months",298,387.55,2020,"Q2","MMR",""
"Hamilton Heights/West Harlem",10031,97,"10031","24 - 35 months",539,555.56,2020,"Q2","MMR",""
"Washington Heights (South)",10032,83,"10032","24 - 35 months",455,551.29,2020,"Q2","MMR",""
"Washington Heights (North)/Washington Heights (South)",10033,96,"10033","24 - 35 months",570,590.74,2020,"Q2","MMR",""
"Inwood/Washington Heights (North)",10034,97,"10034","24 - 35 months",395,405.87,2020,"Q2","MMR",""
"East Harlem",10035,91,"10035","24 - 35 months",371,406.17,2020,"Q2","MMR",""
"Hell's Kitchen/Midtown Manhattan",10036,92,"10036","24 - 35 months",178,193.73,2020,"Q2","MMR",""
"Central Harlem (North)/East Harlem",10037,99,"10037","24 - 35 months",230,189.85,2020,"Q2","MMR",""
"Chinatown/Financial District",10038,99,"10038","24 - 35 months",184,169.97,2020,"Q2","MMR",""
"Central Harlem (North)/Washington Heights (South)",10039,84,"10039","24 - 35 months",305,364.04,2020,"Q2","MMR",""
"Washington Heights (North)",10040,99,"10040","24 - 35 months",434,427.06,2020,"Q2","MMR",""
"Roosevelt Island",10044,99,"10044","24 - 35 months",136,130.86,2020,"Q2","MMR",""
"Lenox Hill/Upper East Side",10065,99,"10065","24 - 35 months",353,322.04,2020,"Q2","MMR",""
"Lincoln Square",10069,99,"10069","24 - 35 months",128,74.4,2020,"Q2","MMR",""
"Lenox Hill/Upper East Side",10075,99,"10075, 10162","24 - 35 months",262,242.36,2020,"Q2","MMR",""
"Upper East Side/Yorkville",10128,99,"10128","24 - 35 months",632,549.88,2020,"Q2","MMR",""
"Battery Park City",10280,69,"10280","24 - 35 months",124,180.82,2020,"Q2","MMR",""
