DATE_CREATED,AGE_GROUP,DOB_RANGE,VACCINE_GROUP,DOSES,YEAR_COVERAGE,QUARTER,BOROUGH,MODZCTA,LABEL,NEIGHBORHOOD_NAME,POP_DENOMINATOR_YEAR,POP_DENOMINATOR,COUNT_PEOPLE_VAC,PERC_VAC
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Staten Island,10310,10310,Port Richmond/Randall Manor/West Brighton,2025 Vintage Estimates for 2024,298.22,166,56
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Staten Island,10312,10312,Annadale/Rossville,2025 Vintage Estimates for 2024,589.56,244,41
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Staten Island,10314,10314,Bloomfield/Freshkills Park,2025 Vintage Estimates for 2024,917.08,432,47
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10451,10451,Concourse/Melrose,2025 Vintage Estimates for 2024,574.64,466,81
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10452,10452,Concourse/Highbridge,2025 Vintage Estimates for 2024,1041.22,624,60
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10453,10453,Morris Heights/Mount Hope/University Heights,2025 Vintage Estimates for 2024,1049.75,646,62
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10454,10454,Mott Haven/Port Morris,2025 Vintage Estimates for 2024,525.43,321,61
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10455,10455,Mott Haven,2025 Vintage Estimates for 2024,540.21,343,63
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10456,10456,Claremont/Morrisania,2025 Vintage Estimates for 2024,1159.8,710,61
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10457,10457,Belmont/Claremont/Mount Hope/Tremont,2025 Vintage Estimates for 2024,1098.88,661,60
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10458,10458,Belmont/Fordham University/Kingsbridge,2025 Vintage Estimates for 2024,1033.11,665,64
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10459,10459,Charlotte Gardens/Hunts Point,2025 Vintage Estimates for 2024,693.52,382,55
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10460,10460,Charlotte Gardens/Tremont/Van Nest/West Farms,2025 Vintage Estimates for 2024,808.7,517,64
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10461,10461,Morris Park/Pelham Bay/Westchester Square,2025 Vintage Estimates for 2024,570.05,396,69
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10462,10462,Parkchester/Pelham Parkway/Van Nest/Westchester Square,2025 Vintage Estimates for 2024,892.77,616,69
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10463,10463,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil,2025 Vintage Estimates for 2024,759.09,496,65
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10464,10464,City Island,2025 Vintage Estimates for 2024,32.86,68,99
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10465,10465,Country Club/Throgs Neck,2025 Vintage Estimates for 2024,479.09,248,52
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10466,10466,Edenwald/Wakefield,2025 Vintage Estimates for 2024,778.12,385,49
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10467,10467,Allerton/Norwood/Pelham Parkway/Williamsbridge,2025 Vintage Estimates for 2024,1180.74,772,65
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10468,10468,Fordham/Kingsbridge/University Heights,2025 Vintage Estimates for 2024,1034.37,586,57
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10469,10469,Allerton/Baychester/Pelham Gardens/Williamsbridge,2025 Vintage Estimates for 2024,730.06,469,64
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10470,10470,Wakefield/Woodlawn,2025 Vintage Estimates for 2024,173.9,115,66
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10471,10471,Fieldston/North Riverdale/Riverdale,2025 Vintage Estimates for 2024,232.23,104,45
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10472,10472,Soundview,2025 Vintage Estimates for 2024,791.42,736,93
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10473,10473,Castle Hill/Clason Point/Soundview,2025 Vintage Estimates for 2024,556.92,385,69
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10474,10474,Hunts Point,2025 Vintage Estimates for 2024,154.08,101,66
8/9/2026,24 - 35 months,07/01/2023 - 06/30/2024,4313314,4:3:1:3:3:1:4,2026,Q2,Bronx,10475,10475,Co-op City/Edenwald,2025 Vintage Estimates for 2024,289.89,171,59
