DATE_CREATED,AGE_GROUP,DOB_RANGE,VACCINE_GROUP,DOSES,YEAR_COVERAGE,QUARTER,BOROUGH,MODZCTA,LABEL,NEIGHBORHOOD_NAME,POP_DENOMINATOR_YEAR,POP_DENOMINATOR,COUNT_PEOPLE_VAC,PERC_VAC
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11208,11208,Cypress Hills/East New York,2025 Vintage Estimates for 2024,1189.57,1106,93
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11209,11209,Bay Ridge/Fort Hamilton,2025 Vintage Estimates for 2024,699.46,618,88
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11210,11210,Flatlands/Midwood,2025 Vintage Estimates for 2024,675.7,594,88
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11211,"11211, 11249",East Williamsburg/Williamsburg (North)/Williamsburg (South),2025 Vintage Estimates for 2024,1907.34,1125,59
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11212,11212,Ocean Hill-Brownsville,2025 Vintage Estimates for 2024,975.42,891,91
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11213,11213,Crown Heights (East),2025 Vintage Estimates for 2024,928.38,631,68
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11214,11214,Bath Beach/Bensonhurst/Gravesend,2025 Vintage Estimates for 2024,889.02,902,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11215,11215,Gowanus/Park Slope/Windsor Terrace,2025 Vintage Estimates for 2024,845.78,777,92
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11216,11216,Bedford-Stuyvesant (West)/Crown Heights (West),2025 Vintage Estimates for 2024,510.84,437,86
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11217,"11217, 11243",Boerum Hill/Park Slope,2025 Vintage Estimates for 2024,459.14,469,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11218,11218,Kensington/Windsor Terrace,2025 Vintage Estimates for 2024,988.87,862,87
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11219,11219,Borough Park,2025 Vintage Estimates for 2024,2103.87,1725,82
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11220,11220,Sunset Park,2025 Vintage Estimates for 2024,1057.51,1089,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11221,11221,Bedford-Stuyvesant (East)/Bushwick,2025 Vintage Estimates for 2024,856.1,679,79
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11222,11222,Greenpoint,2025 Vintage Estimates for 2024,263.02,394,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11223,11223,Gravesend/Homecrest,2025 Vintage Estimates for 2024,882.31,918,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11224,11224,Brighton Beach/Coney Island/Seagate,2025 Vintage Estimates for 2024,396.09,366,92
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11225,11225,Crown Heights (West)/Prospect Lefferts Gardens,2025 Vintage Estimates for 2024,651.17,528,81
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11226,11226,Flatbush/Prospect Lefferts Gardens,2025 Vintage Estimates for 2024,1031.22,883,86
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11228,11228,Bath Beach/Dyker Heights,2025 Vintage Estimates for 2024,394.27,366,93
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11229,11229,Gerritsen Beach/Homecrest/Sheepshead Bay,2025 Vintage Estimates for 2024,786.25,831,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11230,11230,Midwood,2025 Vintage Estimates for 2024,1225.35,1298,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11231,11231,Carroll Gardens/Cobble Hill/Red Hook,2025 Vintage Estimates for 2024,508.24,417,82
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11232,11232,Sunset Park,2025 Vintage Estimates for 2024,305.44,261,85
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11233,11233,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville,2025 Vintage Estimates for 2024,946.57,610,64
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11234,11234,Bergen Beach/Flatlands/Marine Park/Mill Basin,2025 Vintage Estimates for 2024,839.56,830,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11235,11235,Brighton Beach/Manhattan Beach/Sheepshead Bay,2025 Vintage Estimates for 2024,682.76,812,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11236,11236,Canarsie,2025 Vintage Estimates for 2024,839.19,706,84
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11237,11237,Bushwick/East Williamsburg,2025 Vintage Estimates for 2024,472.58,428,91
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11238,11238,Clinton Hill/Prospect Heights,2025 Vintage Estimates for 2024,598.96,596,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Brooklyn,11239,11239,East New York,2025 Vintage Estimates for 2024,120.54,123,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11354,11354,Flushing/Murray Hill,2025 Vintage Estimates for 2024,399.74,410,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11355,11355,Flushing/Murray Hill/Queensboro Hill,2025 Vintage Estimates for 2024,624.23,752,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11356,11356,College Point,2025 Vintage Estimates for 2024,321.95,310,96
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11357,11357,Whitestone,2025 Vintage Estimates for 2024,370.24,321,87
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11358,11358,Auburndale/Murray Hill,2025 Vintage Estimates for 2024,314.34,295,94
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11360,11360,Bayside (North),2025 Vintage Estimates for 2024,143.89,99,69
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11361,11361,Bayside (North)/Bayside (South),2025 Vintage Estimates for 2024,259.85,181,70
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11362,11362,Douglaston-Little Neck,2025 Vintage Estimates for 2024,131.4,105,80
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11363,11363,Douglaston-Little Neck,2025 Vintage Estimates for 2024,48.35,39,81
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11364,11364,Bayside (South)/Oakland Gardens,2025 Vintage Estimates for 2024,289.49,254,88
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11365,11365,Auburndale/Fresh Meadows/Pomonok/Utopia,2025 Vintage Estimates for 2024,396.14,331,84
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11366,11366,Fresh Meadows/Hillcrest,2025 Vintage Estimates for 2024,96.35,134,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11367,11367,Kew Gardens Hills/Pomonok,2025 Vintage Estimates for 2024,598.31,569,95
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11368,11368,Corona/North Corona,2025 Vintage Estimates for 2024,1553.3,1424,92
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11369,11369,Airport/East Elmhurst,2025 Vintage Estimates for 2024,349.92,442,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11370,11370,Jackson Heights/Rikers Island,2025 Vintage Estimates for 2024,227.6,274,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11372,11372,Jackson Heights,2025 Vintage Estimates for 2024,677.27,614,91
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11373,11373,Elmhurst,2025 Vintage Estimates for 2024,1031.42,959,93
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11374,11374,Rego Park,2025 Vintage Estimates for 2024,403.23,423,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11375,11375,Forest Hills,2025 Vintage Estimates for 2024,715.58,711,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11377,11377,Woodside,2025 Vintage Estimates for 2024,792.67,779,98
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11378,11378,Maspeth,2025 Vintage Estimates for 2024,415.04,308,74
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11379,11379,Middle Village,2025 Vintage Estimates for 2024,340.52,264,78
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11385,11385,Glendale/Ridgewood,2025 Vintage Estimates for 2024,1194.66,940,79
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11411,11411,Cambria Heights,2025 Vintage Estimates for 2024,155.47,140,90
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11412,11412,St. Albans,2025 Vintage Estimates for 2024,375.65,307,82
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11413,11413,Laurelton/Rosedale,2025 Vintage Estimates for 2024,395.42,299,76
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11414,11414,Hamilton Beach/Howard Beach/Lindenwood,2025 Vintage Estimates for 2024,265.29,186,70
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11415,11415,Kew Gardens,2025 Vintage Estimates for 2024,217.99,184,84
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11416,11416,Ozone Park,2025 Vintage Estimates for 2024,286.16,327,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11417,11417,Ozone Park,2025 Vintage Estimates for 2024,302.72,295,97
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11418,11418,Richmond Hill,2025 Vintage Estimates for 2024,415.38,372,90
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11419,11419,Richmond Hill/South Ozone Park,2025 Vintage Estimates for 2024,446.68,439,98
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11420,11420,South Ozone Park,2025 Vintage Estimates for 2024,481.46,427,89
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11421,11421,Woodhaven,2025 Vintage Estimates for 2024,442.97,427,96
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11422,11422,Rosedale,2025 Vintage Estimates for 2024,314.16,239,76
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11423,11423,Hollis/Holliswood,2025 Vintage Estimates for 2024,241.2,290,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11426,11426,Bellerose,2025 Vintage Estimates for 2024,180.61,142,79
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11427,11427,Bellerose/Hollis Hills/Holliswood,2025 Vintage Estimates for 2024,222.39,158,71
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11428,11428,Queens Village,2025 Vintage Estimates for 2024,178.75,173,97
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11429,"11001, 11429",Queens Village,2025 Vintage Estimates for 2024,243.69,343,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11432,11432,Hillcrest/Jamaica Estates/Jamaica Hills,2025 Vintage Estimates for 2024,624.26,717,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11433,11433,Jamaica,2025 Vintage Estimates for 2024,412.67,429,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11434,11434,Airport/South Jamaica/Springfield Gardens/St. Albans,2025 Vintage Estimates for 2024,699.07,600,86
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11435,11435,Briarwood/Jamaica,2025 Vintage Estimates for 2024,638.32,697,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11436,11436,South Jamaica/South Ozone Park,2025 Vintage Estimates for 2024,228.2,254,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11691,11691,Edgemere/Far Rockaway,2025 Vintage Estimates for 2024,1046.8,761,73
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11692,11692,Arverne/Edgemere,2025 Vintage Estimates for 2024,303.21,209,69
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11693,11693,Arverne/Broad Channel,2025 Vintage Estimates for 2024,136.3,77,56
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11694,11694,Belle Harbor-Neponsit/Rockaway Park,2025 Vintage Estimates for 2024,181.86,131,72
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,Varicella,1,2024,Q2,Queens,11697,11697,Breezy Point,2025 Vintage Estimates for 2024,30.84,30,97
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10001,"10001, 10118",Chelsea/NoMad/West Chelsea,2025 Vintage Estimates for 2024,115.7,152,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10002,10002,Chinatown/Lower East Side,2025 Vintage Estimates for 2024,491.86,327,66
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10003,10003,East Village/Gramercy/Greenwich Village,2025 Vintage Estimates for 2024,214.44,213,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10004,10004,Financial District,2025 Vintage Estimates for 2024,30.46,47,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10005,10005,Financial District,2025 Vintage Estimates for 2024,49.62,73,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10006,10006,Financial District,2025 Vintage Estimates for 2024,23.33,32,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10007,10007,TriBeCa,2025 Vintage Estimates for 2024,111.64,101,90
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10009,10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,2025 Vintage Estimates for 2024,317.15,248,78
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10010,10010,Flatiron/Gramercy/Kips Bay,2025 Vintage Estimates for 2024,169.73,185,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10011,10011,Chelsea,2025 Vintage Estimates for 2024,278.7,234,84
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10012,10012,Greenwich Village/SoHo,2025 Vintage Estimates for 2024,118.55,104,88
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10013,10013,Hudson Square/Little Italy/SoHo/TriBeCa,2025 Vintage Estimates for 2024,235.44,250,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10014,10014,Hudson Square/Meatpacking District/West Village,2025 Vintage Estimates for 2024,148.51,147,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10016,10016,Kips Bay/Murray Hill/NoMad,2025 Vintage Estimates for 2024,295.89,305,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10017,10017,East Midtown/Murray Hill,2025 Vintage Estimates for 2024,78.48,109,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10018,10018,Hell's Kitchen/Midtown Manhattan,2025 Vintage Estimates for 2024,41.27,42,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10019,"10019, 10020",Hell's Kitchen/Midtown Manhattan,2025 Vintage Estimates for 2024,249.17,272,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10021,10021,Lenox Hill/Upper East Side,2025 Vintage Estimates for 2024,308.41,347,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10022,10022,East Midtown,2025 Vintage Estimates for 2024,211.42,224,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10023,10023,Lincoln Square,2025 Vintage Estimates for 2024,595.97,511,86
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10024,10024,Upper West Side,2025 Vintage Estimates for 2024,547.69,449,82
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10025,10025,Manhattan Valley/Morningside Heights/Upper West Side,2025 Vintage Estimates for 2024,664.55,571,86
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10026,10026,Central Harlem (South),2025 Vintage Estimates for 2024,383.09,245,64
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10027,10027,Central Harlem (South)/Morningside Heights/West Harlem,2025 Vintage Estimates for 2024,570.32,386,68
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10028,10028,Upper East Side/Yorkville,2025 Vintage Estimates for 2024,318.85,301,94
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10029,10029,East Harlem,2025 Vintage Estimates for 2024,740.35,572,77
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10030,10030,Central Harlem (North),2025 Vintage Estimates for 2024,351.61,201,57
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10031,10031,Hamilton Heights/West Harlem,2025 Vintage Estimates for 2024,515.97,371,72
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10032,10032,Washington Heights (South),2025 Vintage Estimates for 2024,479.52,376,78
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10033,10033,Washington Heights (North)/Washington Heights (South),2025 Vintage Estimates for 2024,502.22,403,80
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10034,10034,Inwood/Washington Heights (North),2025 Vintage Estimates for 2024,362.58,313,86
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10035,10035,East Harlem,2025 Vintage Estimates for 2024,381.29,211,55
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10036,10036,Hell's Kitchen/Midtown Manhattan,2025 Vintage Estimates for 2024,155.62,161,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10037,10037,Central Harlem (North)/East Harlem,2025 Vintage Estimates for 2024,167.34,129,77
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10038,10038,Chinatown/Financial District,2025 Vintage Estimates for 2024,137.2,114,83
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10039,10039,Central Harlem (North)/Washington Heights (South),2025 Vintage Estimates for 2024,348.79,180,52
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10040,10040,Washington Heights (North),2025 Vintage Estimates for 2024,386.85,321,83
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10044,10044,Roosevelt Island,2025 Vintage Estimates for 2024,97.48,107,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10065,10065,Lenox Hill/Upper East Side,2025 Vintage Estimates for 2024,246.14,312,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10069,10069,Lincoln Square,2025 Vintage Estimates for 2024,61.58,98,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10075,"10075, 10162",Lenox Hill/Upper East Side,2025 Vintage Estimates for 2024,180.1,226,99
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10128,10128,Upper East Side/Yorkville,2025 Vintage Estimates for 2024,443.68,432,97
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10280,10280,Battery Park City,2025 Vintage Estimates for 2024,134.74,72,53
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Manhattan,10282,10282,Battery Park City,2025 Vintage Estimates for 2024,116.84,105,90
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Staten Island,10301,10301,Silver Lake/St. George,2025 Vintage Estimates for 2024,390.6,296,76
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Staten Island,10302,10302,Elm Park,2025 Vintage Estimates for 2024,244,157,64
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Staten Island,10303,10303,Graniteville/Mariner's Harbor/Port Ivory,2025 Vintage Estimates for 2024,319.1,202,63
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Staten Island,10304,10304,New Dorp/Todt Hill,2025 Vintage Estimates for 2024,474.05,264,56
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Staten Island,10305,10305,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze,2025 Vintage Estimates for 2024,417.59,283,68
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Staten Island,10306,10306,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,2025 Vintage Estimates for 2024,554.92,351,63
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Staten Island,10307,10307,Tottenville,2025 Vintage Estimates for 2024,141.45,62,44
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Staten Island,10308,10308,Great Kills,2025 Vintage Estimates for 2024,282.9,179,63
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Staten Island,10309,10309,Charleston/Prince's Bay/Woodrow,2025 Vintage Estimates for 2024,349.71,188,54
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Staten Island,10310,10310,Port Richmond/Randall Manor/West Brighton,2025 Vintage Estimates for 2024,298.22,232,78
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Staten Island,10312,10312,Annadale/Rossville,2025 Vintage Estimates for 2024,589.56,336,57
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Staten Island,10314,10314,Bloomfield/Freshkills Park,2025 Vintage Estimates for 2024,917.08,569,62
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Bronx,10451,10451,Concourse/Melrose,2025 Vintage Estimates for 2024,574.64,473,82
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Bronx,10452,10452,Concourse/Highbridge,2025 Vintage Estimates for 2024,1041.22,733,70
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Bronx,10453,10453,Morris Heights/Mount Hope/University Heights,2025 Vintage Estimates for 2024,1049.75,800,76
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Bronx,10454,10454,Mott Haven/Port Morris,2025 Vintage Estimates for 2024,525.43,359,68
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Bronx,10455,10455,Mott Haven,2025 Vintage Estimates for 2024,540.21,422,78
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Bronx,10456,10456,Claremont/Morrisania,2025 Vintage Estimates for 2024,1159.8,861,74
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Bronx,10457,10457,Belmont/Claremont/Mount Hope/Tremont,2025 Vintage Estimates for 2024,1098.88,807,73
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Bronx,10458,10458,Belmont/Fordham University/Kingsbridge,2025 Vintage Estimates for 2024,1033.11,782,76
2/2/2026,24 - 35 months,07/01/2021 - 06/30/2022,PCV,4,2024,Q2,Bronx,10459,10459,Charlotte Gardens/Hunts Point,2025 Vintage Estimates for 2024,693.52,477,69
